428,5389.099,4375.405,4165.667,5396.623,8800.605,14012.112,16298.739,13660.233,9108.809,4971.069,1975.763,1645.209,1312.022,1299.874,1177.493,948.005,935.339,913.097,923.604,814.923,752.325,826.317,704.809,741.992,671.444,631.025,633.041,671.657,606.160,612.937,573.140,563.338,599.437,583.300,588.107,622.266,560.172,572.610,636.523,624.219,654.923,641.656,695.151,705.228,767.693,781.816,767.193,808.000,796.997,843.036,822.085,818.041,843.876,825.632,787.121,813.779,757.675,720.638,693.869,684.231,618.670,608.517,584.278,550.066,528.641,503.358,463.486,435.840,439.864,417.412,433.951,412.204,439.312,422.825,433.081,382.998,321.660,318.151,299.100,290.689,277.057,308.355,343.677,439.454,600.545,762.130,841.447,760.402,584.986,388.580,256.911,161.670,136.005,132.554,114.490,116.554,107.397,101.859,98.939,98.599,86.255,78.088,65.539,63.086,60.254,64.932,61.217,84.944,423.576,2289.840,6485.128,12828.750,25255.121,31781.176,30484.363,20662.303,11018.825,4882.154,1485.053,152.803,35.239,24.601,28.949,28.001,24.343,24.463,25.479,25.923,25.556,24.139,26.033,23.852,22.344,23.618,21.706,21.082,22.842,28.171,29.379,25.667,24.757,26.573,24.206,29.548,29.947,24.991,26.424,27.336,24.889,25.246,31.297,
430,5774.959,6125.465,3800.798,4476.163,6918.878,12306.305,15689.974,15323.941,11903.524,7075.684,3244.998,1772.418,1412.617,1087.486,1036.529,926.973,944.181,959.806,931.518,797.619,833.816,672.264,731.193,709.624,698.529,646.702,664.674,623.688,575.237,594.162,610.249,561.163,617.694,618.726,587.049,594.049,608.141,622.073,584.116,630.534,627.331,645.380,689.065,722.833,720.652,740.037,791.017,788.347,809.171,814.257,826.929,829.564,794.589,816.050,773.749,772.436,765.297,718.452,690.102,664.142,598.453,599.504,571.577,532.655,501.142,458.425,458.809,442.515,424.571,441.292,434.021,427.543,431.969,427.081,433.010,378.963,317.475,306.385,303.352,282.017,270.976,284.246,304.478,345.139,464.605,645.073,788.522,828.997,693.407,512.596,344.619,206.026,153.735,136.532,123.950,109.996,104.780,100.163,94.147,103.898,94.979,81.857,76.158,59.984,61.325,55.442,61.272,61.905,75.770,422.644,1999.162,6053.635,17934.972,29232.452,34595.330,30538.416,21268.109,11659.896,4804.352,948.154,159.048,29.632,27.740,24.750,25.659,22.229,26.369,26.908,25.295,25.168,24.091,24.622,21.865,21.188,22.404,20.860,25.644,29.803,27.583,29.201,26.118,24.962,28.280,28.620,24.780,23.944,23.301,26.086,27.055,26.361,27.126,
432,6218.301,5394.565,4001.017,4331.864,5239.759,10473.123,14703.942,16311.066,13692.540,9371.122,4596.092,1764.403,1249.789,1045.628,1188.826,989.012,922.308,859.442,839.016,786.461,749.795,760.453,690.785,672.829,647.498,633.586,577.761,597.281,580.926,591.020,617.185,572.033,609.796,586.694,597.763,574.447,567.436,599.546,620.183,617.030,635.171,622.014,671.756,744.662,718.117,798.122,728.337,758.624,801.791,795.635,765.656,796.456,815.432,801.107,803.733,771.666,754.102,716.712,680.804,656.196,634.077,591.617,541.747,516.075,496.349,480.122,455.037,448.371,444.434,440.558,418.752,419.773,455.474,427.494,442.283,377.344,330.464,299.816,302.794,278.164,264.015,282.068,284.312,278.528,356.635,489.959,656.953,784.566,768.148,637.031,469.165,290.784,184.310,146.407,119.798,112.166,98.529,107.869,87.930,95.238,96.733,94.012,81.852,63.032,64.638,59.848,54.335,57.903,58.352,75.958,372.668,1898.028,9770.740,21608.812,31183.755,35606.184,34244.757,22241.329,11801.014,3611.479,1011.813,96.661,30.858,22.540,26.716,23.887,28.101,24.589,29.459,26.690,22.555,25.679,21.581,22.623,23.340,23.893,25.511,26.242,27.611,29.364,24.601,29.303,25.944,27.375,24.495,28.294,18.305,27.412,27.019,24.247,27.705,
434,5926.985,6607.278,4508.076,2707.165,3961.629,6901.758,12125.048,15718.550,15319.982,11989.269,6946.982,2379.578,1264.751,1361.528,1075.098,1042.562,979.121,957.997,853.874,798.649,757.882,775.208,663.450,685.946,632.968,619.928,615.915,623.282,594.207,609.417,586.306,541.718,584.086,563.414,577.670,576.421,564.296,577.881,591.224,601.042,598.811,659.902,634.288,671.489,691.651,731.976,734.435,799.396,795.596,774.482,794.600,804.060,786.337,792.111,805.772,747.871,742.636,725.735,701.563,634.951,604.366,592.004,570.703,543.845,508.440,486.275,449.068,428.681,443.850,435.956,435.231,423.818,434.947,436.891,445.362,379.272,332.884,312.484,304.895,287.957,272.815,272.911,278.507,264.221,288.420,348.515,494.536,674.189,753.512,749.948,598.113,392.997,256.393,174.617,134.018,113.844,103.733,90.316,85.966,91.740,85.730,96.134,88.550,78.568,71.600,62.914,57.003,52.406,52.734,58.172,74.382,361.628,3395.630,10902.349,20744.419,31788.835,40950.007,32050.143,22489.196,9963.730,4059.376,882.343,96.295,25.493,25.000,27.776,24.851,28.902,30.928,27.583,25.317,21.447,26.308,23.410,25.641,24.875,23.283,25.682,23.986,24.547,24.234,26.617,25.530,25.503,24.628,25.074,24.321,27.256,28.711,24.257,23.960,
436,6569.383,5459.917,5282.166,2910.138,3040.687,5479.125,9184.475,14723.700,15809.196,15228.237,9683.318,3618.328,1493.305,1325.241,1063.208,1043.850,944.998,863.248,861.284,837.083,794.563,727.210,735.732,678.342,651.493,636.856,581.841,641.403,580.242,619.403,542.575,580.535,566.911,566.800,571.124,587.663,576.921,566.023,578.698,595.966,614.557,591.595,656.811,688.927,680.308,753.521,743.440,739.590,796.582,785.012,788.493,783.431,741.800,774.959,740.474,738.902,735.783,700.579,664.831,651.063,615.631,581.808,547.934,528.218,504.222,471.569,453.965,455.182,418.587,428.584,432.393,433.593,441.727,437.753,443.126,369.605,325.919,318.643,315.145,298.460,279.048,273.230,275.297,239.984,242.235,292.619,380.342,534.394,704.445,764.589,704.371,537.789,354.435,238.950,153.528,119.665,102.834,98.281,84.581,82.279,85.152,89.631,96.930,91.344,77.807,67.796,59.820,47.632,54.720,54.007,57.335,73.576,688.132,3951.576,9843.561,20637.515,33984.655,35377.993,31313.981,18490.968,9637.983,3208.361,633.115,81.017,26.994,25.880,27.455,26.977,26.606,26.758,22.529,20.774,24.276,19.027,22.876,24.386,25.690,24.885,24.977,20.375,25.140,25.003,26.421,27.597,25.406,26.406,25.212,24.891,27.822,26.584,29.515,
438,5906.290,5190.977,5262.829,3694.431,3053.247,3696.820,6726.947,13074.332,16220.894,16415.500,12352.272,5217.399,2113.133,1356.734,1032.352,919.737,890.508,947.035,874.398,754.145,742.812,732.824,713.730,695.382,599.747,620.132,648.456,639.575,586.504,568.393,535.335,553.642,603.569,551.482,570.363,560.412,548.715,553.985,584.909,621.538,614.012,640.422,631.698,639.893,677.333,700.402,696.777,728.821,766.140,757.561,762.110,759.083,767.225,777.770,782.445,755.132,713.509,684.722,660.365,665.875,625.150,563.518,545.054,518.714,507.105,467.600,440.967,442.033,441.991,451.821,424.359,436.868,455.963,447.028,427.017,385.735,318.783,321.522,306.522,291.680,268.401,274.885,270.033,261.734,245.888,258.682,301.185,416.599,570.966,728.715,734.042,621.517,451.791,315.872,199.787,138.867,106.881,102.368,91.794,80.725,72.855,84.719,91.077,93.978,87.447,73.410,59.897,56.395,54.310,49.268,55.805,53.385,77.324,625.614,2963.887,9559.553,20664.334,29818.269,34273.655,26215.241,17052.595,8165.567,2560.064,575.419,79.810,27.840,28.593,30.698,28.220,27.237,24.875,24.341,22.499,21.107,22.787,23.653,22.152,23.361,26.032,24.912,25.928,26.988,25.730,26.523,22.586,24.222,18.974,23.015,23.439,27.257,30.157,
440,4581.927,6565.884,4946.920,4081.910,3668.425,3243.836,4729.219,9345.850,14756.360,16652.326,14814.319,7713.117,3008.356,1402.362,1097.274,986.541,918.381,925.858,785.631,796.505,742.066,671.904,666.283,636.262,679.430,583.363,608.951,623.997,539.289,558.665,557.397,540.915,530.856,572.804,550.196,545.702,507.715,573.197,573.507,573.365,582.932,622.813,635.120,642.772,695.665,688.076,702.206,715.038,739.262,700.796,697.411,739.670,760.451,731.029,747.227,748.796,693.850,697.711,655.801,632.909,604.915,574.568,534.738,501.820,492.673,440.800,442.140,425.987,427.312,422.839,414.868,433.713,463.683,441.403,448.120,383.831,344.537,324.107,314.333,301.336,283.443,267.051,272.784,241.945,243.592,224.239,242.975,297.992,443.016,593.048,715.480,690.349,592.504,423.142,274.993,170.468,125.614,102.844,88.072,78.085,80.011,83.745,82.743,83.143,90.109,83.395,69.950,54.351,54.425,52.396,50.258,52.539,50.291,69.165,376.473,2424.007,8327.373,17604.678,28097.168,28821.358,23856.953,15984.825,7292.871,2595.208,580.606,71.683,29.533,27.561,23.725,29.072,26.883,21.954,20.966,20.525,23.147,20.389,26.436,22.958,25.959,24.259,23.993,26.838,21.538,24.129,25.642,25.119,26.860,23.853,23.378,24.736,28.595,
442,4810.806,6061.708,5191.041,4382.665,3783.474,3168.154,3510.309,7158.355,13348.306,16797.278,17295.827,10868.771,4990.659,2004.829,1167.899,900.879,915.314,844.368,835.350,798.644,689.414,733.988,714.525,643.438,702.948,619.138,618.172,538.562,590.409,532.063,573.621,559.716,523.260,583.903,557.398,552.051,532.150,549.707,551.968,556.100,591.749,606.930,617.736,624.504,650.631,682.627,665.562,695.580,750.345,756.637,722.893,741.423,716.226,733.626,724.919,723.512,682.682,665.114,655.343,613.691,608.767,564.056,514.584,494.804,485.944,455.526,441.455,430.884,422.748,430.360,412.887,440.718,429.009,442.675,445.454,377.990,344.161,328.135,302.841,284.036,274.227,271.396,272.403,244.194,233.316,216.790,217.045,247.981,329.523,482.639,642.297,676.933,659.210,555.622,362.949,236.841,144.767,112.909,87.133,87.493,72.656,72.124,79.082,75.542,83.637,81.834,83.738,66.215,63.269,53.239,51.459,44.145,47.456,50.379,71.266,386.046,2041.131,7319.278,17802.481,24307.769,25184.878,22767.107,13978.731,7031.568,2379.479,439.615,70.196,29.136,25.856,27.906,26.035,24.554,23.122,24.479,22.368,21.431,24.371,24.708,25.330,26.178,25.924,22.516,23.462,20.566,27.086,23.578,24.527,25.667,25.892,23.987,31.637,
444,3647.961,4620.432,4574.661,4567.510,3975.514,3516.995,2811.863,4870.234,10426.436,15512.530,17602.712,13513.931,7180.796,2926.730,1375.247,885.633,909.929,811.789,792.516,767.620,709.796,709.607,639.934,675.126,620.363,620.220,612.379,568.940,601.633,557.436,546.722,613.341,532.666,564.166,566.971,559.454,549.807,560.245,566.666,570.580,575.474,561.975,617.605,628.018,623.547,668.064,704.844,722.900,707.345,693.162,745.252,717.519,727.544,760.359,730.749,685.800,705.927,677.368,648.527,621.800,585.016,570.269,530.826,516.900,467.456,461.608,438.856,417.050,411.451,437.273,426.051,413.688,438.393,434.623,426.595,383.073,340.727,325.782,301.604,295.836,282.559,274.940,277.083,242.764,225.202,221.443,211.850,213.765,256.952,372.259,490.902,623.906,683.640,645.308,481.632,311.905,201.306,126.796,96.239,86.368,80.125,76.581,65.702,74.480,77.844,86.102,84.408,77.441,61.536,56.684,52.104,50.644,42.151,50.843,50.792,68.694,308.302,1881.212,7676.688,15330.326,20467.159,25568.995,21062.956,13893.168,6837.999,2126.692,529.847,76.757,30.574,28.129,25.487,22.275,22.103,25.134,22.129,20.547,23.834,22.169,25.311,25.766,25.782,24.139,23.722,26.494,26.479,24.204,24.977,25.754,26.393,28.145,27.220,
446,4704.446,4566.129,4526.161,4531.239,4226.570,2987.103,2990.571,3331.419,7314.272,12563.175,17182.210,15996.658,10215.317,4664.412,1855.252,986.585,835.592,814.691,794.822,700.111,760.747,711.559,727.572,643.147,619.102,555.665,576.832,575.764,587.857,593.459,559.927,567.334,527.091,533.632,505.672,529.578,544.600,537.057,529.369,538.807,584.527,573.371,596.601,624.615,656.959,651.399,665.846,650.251,685.659,731.350,678.038,733.716,726.316,702.030,720.020,687.926,684.198,664.640,648.286,593.599,582.491,548.369,508.967,494.485,476.583,452.758,444.315,424.263,427.277,409.831,413.259,414.579,438.501,434.493,425.838,379.937,327.857,330.776,316.596,282.545,260.596,287.141,263.173,242.840,213.523,219.044,208.097,206.947,214.948,266.634,368.207,510.222,647.084,661.938,568.014,423.086,272.412,164.117,109.104,85.517,76.261,68.113,63.757,68.040,68.657,77.898,84.224,80.450,68.356,60.338,55.318,47.984,47.411,48.374,45.366,45.278,69.857,336.471,2393.453,6827.284,12747.646,22433.319,24629.667,20906.921,14023.574,6769.770,2667.706,690.305,82.214,26.248,24.499,27.781,23.063,23.790,20.854,21.897,22.092,26.614,25.108,29.066,23.445,26.048,26.986,24.798,21.912,28.954,23.283,26.126,26.354,26.473,28.191,
448,4895.513,4187.894,4935.643,4794.808,4243.910,3324.663,3073.160,2593.899,5226.724,9854.831,15218.481,16888.921,12911.858,6855.349,2661.480,1100.635,836.166,790.187,801.666,755.242,716.099,731.466,637.069,614.764,559.488,524.903,571.359,543.817,526.466,551.243,553.576,578.958,560.699,569.750,529.584,592.360,533.136,525.680,528.671,564.758,557.363,574.114,567.965,620.858,625.280,618.586,654.589,638.716,700.545,675.791,680.357,710.312,697.030,703.353,680.444,671.500,665.988,649.418,633.556,594.816,592.269,550.794,510.035,502.343,476.417,436.358,439.229,410.898,414.358,419.649,391.491,418.990,412.070,418.642,417.456,392.372,314.911,312.805,313.763,290.338,268.400,273.664,272.300,239.051,236.176,217.852,209.911,199.402,196.675,226.234,279.493,388.758,549.987,663.896,617.749,514.826,366.975,233.662,136.155,96.715,79.689,75.478,74.225,67.216,65.485,76.028,79.482,75.990,71.818,69.719,60.596,51.366,49.085,46.161,46.135,45.488,50.304,72.316,490.222,2143.011,6253.992,15639.275,22560.996,24550.121,21895.376,14510.811,7313.036,3037.092,636.834,88.641,26.865,25.611,24.732,19.969,19.598,20.498,21.885,24.485,25.974,27.504,23.836,25.084,23.221,27.134,23.405,28.315,22.606,23.907,25.560,25.629,26.855,
450,4477.333,3117.953,4549.464,4906.194,4318.569,3348.428,2788.367,2132.211,3594.201,7084.639,13675.882,16834.270,15739.592,10013.233,4294.062,1765.667,968.871,762.488,651.753,783.347,668.266,650.053,633.019,641.676,621.383,578.045,564.384,566.628,567.082,552.948,531.289,557.207,543.172,573.502,536.095,557.019,508.447,531.744,514.956,540.908,548.262,579.263,592.266,617.603,611.614,624.006,639.168,638.489,650.419,669.033,630.637,669.903,698.266,664.214,668.521,668.000,648.504,629.910,617.328,607.030,561.851,531.511,528.867,477.528,453.521,448.732,412.439,408.959,390.621,396.390,410.414,396.391,412.069,416.768,415.586,367.870,311.761,311.210,313.359,278.352,255.908,261.574,261.285,234.672,214.934,214.171,204.279,187.763,192.594,193.040,226.477,276.817,412.538,553.158,622.067,590.071,456.998,319.932,194.568,128.015,85.383,80.271,65.878,65.381,69.415,67.653,70.980,71.751,82.667,72.291,67.744,56.663,51.729,48.257,41.874,42.732,49.593,49.901,69.204,347.467,1939.520,7840.714,15655.439,22297.379,27196.055,23845.278,15451.459,9932.328,3114.517,890.264,76.161,27.407,25.692,23.126,25.785,23.465,21.986,27.092,22.508,28.907,23.241,26.731,21.845,22.008,24.721,24.762,25.302,23.767,26.497,22.571,24.808,
452,3908.364,3453.378,4224.248,4814.550,4741.600,4117.361,3400.705,2127.685,2486.367,4719.948,9209.607,15171.100,17084.839,13461.096,6934.577,2822.164,1074.506,751.356,719.356,753.869,727.013,623.188,646.704,626.463,588.100,524.595,516.766,545.578,561.886,513.003,481.508,550.443,560.422,535.580,511.432,531.927,523.850,507.324,512.934,552.928,514.062,545.369,566.638,568.239,624.876,598.188,617.511,644.685,612.255,660.174,669.481,634.431,644.309,654.465,679.101,671.339,650.739,626.265,612.645,579.866,545.424,525.879,487.297,459.789,439.946,456.541,414.379,410.419,398.294,395.477,376.068,402.005,418.131,400.187,369.302,355.625,313.035,305.889,303.391,284.637,270.471,272.536,266.903,252.542,227.636,213.326,192.960,199.252,180.092,184.119,190.552,224.176,309.076,442.215,548.231,596.903,556.065,416.491,262.575,175.431,102.860,88.520,69.676,65.411,63.997,64.396,66.990,67.930,76.703,75.846,77.597,66.875,52.560,47.598,41.462,42.517,49.195,44.973,51.996,65.273,423.212,2693.245,7697.493,15177.421,26064.835,28481.123,23419.414,19995.761,8541.018,3601.818,684.700,64.085,24.297,22.374,23.338,26.488,25.806,21.962,23.756,24.929,23.527,26.827,25.752,27.095,26.065,23.275,23.828,25.931,27.529,23.161,28.240,
454,3288.757,3271.046,3033.792,4584.249,4419.608,4323.647,3324.369,2763.995,2107.660,3258.897,7033.776,13089.439,17148.745,15424.126,9442.705,4240.662,1584.745,813.134,694.059,735.184,731.287,595.564,578.433,619.844,523.042,510.048,558.338,556.893,534.963,513.623,540.721,547.709,521.212,538.590,540.417,520.536,447.645,512.553,477.732,507.687,516.177,522.226,531.671,535.975,578.442,597.831,598.163,616.750,628.493,631.396,625.428,654.337,629.861,654.651,630.852,621.717,618.329,606.704,571.497,544.927,557.941,523.623,489.810,460.141,443.445,421.567,404.849,400.084,395.690,392.162,390.177,379.176,398.121,394.663,383.820,337.987,325.917,311.963,298.718,274.671,263.239,248.409,248.802,228.428,220.774,206.927,202.598,190.060,184.767,182.551,173.901,179.271,237.718,335.171,437.934,574.472,572.476,499.726,337.473,230.135,138.504,90.224,74.383,67.390,64.471,64.001,61.730,64.120,71.236,74.378,75.470,74.434,59.178,48.534,46.891,43.198,42.009,42.047,46.707,43.976,68.611,571.446,2818.863,7967.506,19060.254,25539.003,26953.140,27796.278,15644.526,8687.549,2724.319,416.452,60.692,19.671,23.597,25.165,24.796,23.578,22.979,25.443,23.131,23.790,24.942,27.136,24.365,21.243,20.304,25.332,22.543,22.094,28.961,
456,3325.918,3495.470,3565.413,3945.912,4322.380,4684.693,4065.983,2715.703,1885.870,2176.756,4621.680,9963.246,15693.765,16891.461,13038.835,6624.501,2528.669,1000.872,763.638,708.646,679.618,600.858,587.504,564.075,528.720,569.441,503.222,506.576,558.278,536.635,501.199,547.339,528.892,508.484,548.119,534.291,467.152,494.301,494.340,495.746,499.547,521.707,550.342,560.576,585.455,606.920,593.865,591.278,597.344,645.132,652.999,619.035,627.093,612.736,639.774,641.356,605.732,605.345,576.736,540.527,532.801,516.584,467.038,462.748,425.270,423.571,414.854,374.517,391.355,379.234,380.538,373.417,398.421,381.728,375.413,343.782,299.223,300.046,286.097,269.416,257.947,263.336,268.633,229.251,213.190,203.818,191.530,186.351,179.875,169.157,172.328,164.578,195.707,250.574,340.457,481.031,556.984,508.175,433.575,316.473,192.416,117.198,84.464,68.217,68.419,63.246,55.363,61.100,60.223,68.532,76.564,71.393,71.036,60.730,49.910,43.370,44.228,42.616,42.322,43.818,46.359,76.132,540.988,2628.815,9811.018,16994.022,24025.607,30984.334,22524.911,16160.307,7673.854,2031.858,501.455,62.509,25.475,24.652,23.231,24.484,25.847,24.145,27.327,22.802,23.965,23.736,26.821,21.214,25.552,28.647,24.661,24.387,26.290,
458,4271.313,3363.838,3436.507,2331.169,4251.787,4244.465,4521.798,3007.982,1844.141,2246.502,2985.378,7004.033,12255.249,16427.701,16403.439,10071.609,4505.986,1511.937,779.108,697.996,689.069,613.452,563.481,622.883,540.146,507.561,549.192,508.063,534.570,515.284,522.106,518.099,539.268,514.253,550.388,519.582,487.068,483.995,515.537,495.914,544.972,505.424,491.412,559.750,533.385,536.933,573.261,573.710,580.083,595.751,626.052,607.695,612.507,620.747,594.145,608.994,570.701,565.550,559.779,548.028,513.861,494.765,466.088,450.116,424.352,410.898,409.786,376.605,383.083,371.207,365.768,392.057,405.554,386.530,370.279,329.154,288.952,304.261,272.970,260.223,252.515,245.463,251.276,229.458,214.253,197.545,182.944,185.680,177.867,167.226,173.252,163.384,165.535,180.154,250.418,364.175,473.735,524.196,474.781,398.810,263.880,160.091,109.137,81.743,70.074,59.167,56.112,57.018,60.241,59.100,71.881,71.778,72.590,70.868,61.144,50.055,45.159,42.863,40.222,41.152,41.738,50.319,69.912,393.867,2801.217,7547.348,15325.293,24384.448,26007.279,24032.559,16058.395,6867.390,2849.057,643.520,101.033,26.676,23.377,27.764,24.085,26.688,24.681,23.115,21.067,23.374,23.468,23.875,23.029,25.366,24.554,24.367,26.610,
460,2896.476,2988.788,4055.833,3039.343,3881.270,4406.610,4140.171,3306.013,1668.975,1859.187,1953.220,4823.811,9421.705,15052.582,17604.047,13301.744,6363.197,2413.621,1100.388,711.654,715.335,598.598,614.397,648.017,586.226,572.960,539.707,571.092,528.280,553.221,539.367,491.657,491.628,501.396,509.864,495.959,505.639,499.414,489.951,457.344,492.068,495.318,536.866,525.798,539.180,546.968,562.426,583.231,599.798,597.950,572.589,603.467,567.726,595.662,600.618,600.374,593.797,550.760,542.929,511.564,499.023,492.798,451.733,448.668,421.055,407.315,377.054,397.064,383.713,374.524,369.324,357.018,367.648,359.591,375.412,324.216,292.228,291.906,288.171,278.979,240.110,255.608,255.592,216.551,214.576,203.307,194.208,182.576,176.437,174.726,162.883,147.760,156.089,162.704,199.065,277.404,376.105,470.281,509.410,440.193,332.903,218.718,146.889,87.633,67.996,62.034,59.890,59.516,57.437,56.056,64.223,68.189,71.756,68.678,65.363,57.335,49.961,43.925,39.458,36.270,36.415,43.670,47.756,69.669,529.165,2614.269,7697.550,16285.096,24042.826,28016.012,22659.665,13383.274,7349.951,2454.961,620.891,63.658,26.290,26.143,24.322,25.937,23.494,26.584,25.504,26.431,24.963,20.706,22.034,28.380,26.166,27.371,27.064,
462,3678.877,3916.081,2676.145,2767.957,2633.131,4061.666,3819.245,3432.126,2711.355,1859.683,1557.180,2903.598,6233.908,12672.252,17565.250,15547.076,9803.090,4271.832,1636.512,818.706,589.390,578.549,551.247,550.487,541.957,516.141,499.556,504.157,510.796,517.276,503.971,490.191,518.947,512.741,498.242,475.061,489.412,481.046,462.088,469.466,492.238,486.732,516.947,533.277,497.414,516.030,541.693,562.189,542.433,561.031,589.845,552.463,568.449,561.681,581.166,563.528,544.612,541.317,522.942,521.318,506.629,461.665,458.900,418.935,406.692,389.214,367.094,356.243,359.755,372.335,352.358,357.239,369.345,364.857,358.443,320.935,307.445,275.129,276.600,254.763,256.292,247.406,236.012,217.568,194.752,198.314,183.477,179.996,162.514,175.983,163.273,156.778,144.015,154.763,156.659,210.507,283.005,388.483,469.882,485.203,403.701,291.379,196.213,119.360,79.884,74.209,59.091,58.399,54.283,54.229,56.585,59.171,65.356,72.053,73.421,65.230,54.281,46.854,40.274,38.058,39.478,42.803,44.668,49.464,74.408,574.853,2469.414,8238.417,17309.234,26198.559,26106.309,20554.445,14422.768,6698.293,2543.580,509.601,65.599,30.349,28.286,28.202,25.254,22.861,25.211,25.432,22.528,27.339,22.388,22.865,25.191,24.153,22.472,
464,3347.429,2984.809,3434.785,2688.138,2689.650,3628.881,3877.634,3635.634,2951.649,1886.259,1301.953,1951.690,4074.890,8787.455,16404.443,16803.947,13015.499,6792.200,2724.418,917.870,628.793,584.774,544.876,519.580,553.914,505.872,580.504,492.249,474.508,477.746,485.321,489.975,498.745,435.874,520.452,484.630,477.267,486.840,451.167,457.186,479.559,475.884,501.308,487.025,487.234,525.201,547.430,539.285,524.420,536.209,562.395,570.706,552.870,578.570,573.926,543.933,570.412,523.807,505.949,488.791,487.397,456.930,447.821,421.923,390.436,383.894,366.390,362.618,363.327,367.556,348.914,353.456,364.464,362.673,354.125,319.833,286.330,277.442,269.298,256.736,248.157,240.579,255.517,224.819,206.796,198.369,181.037,184.680,169.049,171.044,155.073,148.074,149.630,143.052,143.646,164.204,204.446,287.702,387.943,457.972,447.856,377.467,267.987,162.770,103.296,80.120,60.417,53.833,51.760,53.422,58.524,56.606,58.970,73.562,72.950,70.704,67.269,46.683,42.607,39.358,37.927,39.059,40.232,46.931,45.119,80.488,437.030,2634.908,8923.949,17983.997,22239.879,23638.953,20918.318,13914.240,7480.543,2761.959,626.019,70.991,30.109,23.761,25.120,24.683,26.037,25.333,20.946,22.451,22.661,23.980,25.722,25.780,29.566,
466,4379.573,3212.286,3261.058,2559.652,2837.090,2659.198,3752.095,3819.680,3318.739,2067.334,1661.676,1441.983,2614.065,6178.414,14050.840,16677.748,15270.093,9945.003,4370.708,1443.227,679.905,582.850,578.564,522.425,549.281,539.666,539.851,512.787,480.087,485.447,490.761,484.979,498.624,479.299,474.514,480.659,497.711,456.663,476.677,464.414,513.064,501.630,479.354,482.250,490.822,512.535,503.054,521.153,525.534,535.880,549.741,521.100,561.493,565.827,571.386,525.655,517.888,525.576,490.944,498.297,472.961,443.993,437.871,403.142,387.745,393.129,376.891,373.893,357.333,355.150,337.304,339.943,351.882,355.697,328.254,311.012,288.551,277.927,274.510,258.441,240.080,239.136,243.392,207.731,194.656,197.368,193.419,186.386,168.608,159.711,157.153,144.548,139.791,146.103,145.143,143.253,158.371,208.584,304.344,391.447,426.559,417.274,323.045,236.174,138.393,93.475,63.437,56.561,56.485,52.251,55.999,52.360,56.734,58.428,70.147,68.846,71.700,55.048,52.294,43.819,41.445,40.694,41.256,39.744,47.488,46.368,69.271,480.770,3171.012,8784.674,14339.959,20153.303,22737.554,20204.340,14557.243,7648.615,2720.307,523.978,84.531,28.400,25.489,25.239,25.949,24.724,26.588,22.574,19.903,25.562,22.330,25.757,25.496,
468,4080.301,2611.279,2911.802,2120.428,3199.873,2819.925,3560.166,3755.826,2797.289,2488.771,2028.710,1429.493,1718.280,3833.292,10283.897,15250.901,16803.362,12819.779,7038.752,2573.440,936.570,586.971,613.124,522.046,484.699,527.139,538.640,515.420,491.138,493.084,449.754,523.771,469.001,483.237,464.327,468.444,451.670,456.576,476.619,456.531,499.106,450.496,474.026,458.118,480.954,486.501,496.806,542.554,490.164,530.021,532.091,514.884,536.951,520.653,522.268,517.016,511.581,509.654,502.638,481.103,456.014,429.375,405.114,407.542,376.085,365.822,364.225,360.100,331.456,350.609,335.111,327.988,351.714,337.841,335.115,313.484,281.030,279.020,261.376,242.260,247.398,230.061,230.924,223.053,207.218,200.945,190.787,169.982,164.426,155.517,163.218,150.987,144.414,142.274,138.372,125.430,139.090,150.737,225.699,315.875,386.841,421.862,374.906,293.918,189.574,122.281,76.738,66.672,55.848,47.495,56.803,52.927,53.401,52.430,59.081,65.873,70.586,69.212,52.229,50.224,42.453,39.938,38.864,37.770,45.156,43.838,45.845,75.857,676.560,2794.426,6705.739,12884.876,19289.744,22492.883,21306.170,14063.047,6925.543,2209.537,582.760,63.026,27.064,26.180,26.440,26.475,24.960,22.829,24.330,19.435,24.308,20.843,25.815,
470,3603.888,3912.382,3094.166,2118.382,2401.524,3086.423,3288.984,3781.053,3136.280,2886.076,2279.662,1318.932,1302.539,2455.089,7480.063,12250.686,16580.301,15782.553,10074.637,4245.467,1465.114,687.743,511.771,476.223,506.370,503.879,503.536,506.378,500.204,429.601,477.092,479.412,488.800,451.507,441.861,456.431,462.945,450.562,468.354,448.000,420.810,453.864,457.772,478.378,459.909,473.641,473.632,491.015,510.616,517.585,503.800,488.721,506.342,498.631,504.635,501.145,519.425,482.206,483.002,473.006,454.768,438.608,393.839,395.856,380.382,341.741,337.168,348.091,346.529,323.278,332.598,326.817,339.572,339.863,323.076,302.198,271.877,265.430,262.574,246.970,238.411,234.158,233.524,212.792,199.777,186.000,176.844,170.823,174.139,164.673,151.727,146.141,138.966,131.376,137.116,126.026,118.941,131.269,163.518,237.224,324.134,394.384,401.293,347.878,251.542,173.432,110.135,68.973,60.573,55.700,57.757,54.259,46.044,50.948,57.135,62.158,71.814,67.356,61.459,54.073,47.658,43.902,39.470,36.805,40.160,42.415,39.430,49.905,87.067,516.067,2030.214,5928.508,12112.576,19052.958,24082.589,21168.046,13719.779,7277.457,2596.046,491.805,58.973,32.884,28.838,26.131,23.735,21.613,24.396,23.477,23.435,23.927,25.521,
