428,6109.789,5259.107,3762.762,4710.108,7812.858,12916.421,16356.843,13895.046,8379.051,3864.919,2070.127,1420.201,1377.533,1137.148,1035.168,999.059,850.543,794.859,820.373,702.725,699.946,762.846,626.373,612.025,652.327,541.968,540.729,570.994,550.312,538.223,534.143,497.267,498.140,518.054,490.959,513.270,509.937,568.905,535.871,548.497,555.525,597.317,585.400,645.790,657.227,675.389,705.865,710.372,734.216,724.203,744.911,734.620,745.002,733.846,706.889,696.552,711.375,632.961,615.229,606.452,590.243,554.243,518.028,506.629,462.352,446.209,422.797,401.009,381.070,382.694,349.695,334.273,330.505,314.441,293.544,287.090,277.226,256.564,245.444,245.021,245.518,252.315,285.450,392.389,564.571,744.484,832.177,768.307,600.685,379.067,240.059,167.636,151.005,146.346,136.187,132.459,126.741,120.512,124.488,116.384,88.760,83.640,66.260,66.462,61.913,51.015,59.767,68.413,311.198,1586.109,5859.926,12395.159,21792.646,28469.332,26935.107,17444.626,9281.855,3587.273,753.750,106.914,30.771,24.996,25.490,24.769,20.845,20.180,23.406,21.292,26.338,23.258,21.912,22.948,20.570,20.572,19.045,19.365,22.495,21.639,22.760,21.707,22.573,21.763,24.281,22.701,22.819,22.169,23.548,24.680,26.218,26.891,24.747,
430,4816.108,4954.589,4120.606,4847.301,6426.087,10606.326,14790.210,16289.231,10886.105,6121.885,2785.118,1312.788,1299.996,910.536,1003.217,980.680,927.343,792.358,808.039,683.779,715.123,656.778,585.925,617.825,544.424,595.296,528.128,484.710,519.402,526.543,534.241,518.219,541.244,503.004,487.054,539.177,514.044,547.352,579.388,552.267,587.086,560.968,596.150,637.805,652.526,654.424,711.094,687.577,731.496,726.463,712.542,737.576,735.453,714.472,688.883,712.737,658.018,649.842,637.158,602.571,588.114,538.496,518.693,514.516,478.002,449.168,411.412,395.885,393.436,367.513,363.246,318.756,321.861,294.871,288.431,300.099,270.936,259.359,247.598,243.685,245.141,238.511,243.698,310.709,422.150,574.643,773.900,828.147,697.894,503.695,334.317,194.361,163.197,150.975,139.293,122.300,120.015,121.049,117.029,113.500,89.375,90.261,78.272,66.764,57.077,55.086,56.199,55.810,78.499,308.278,1895.675,5667.396,13834.192,24935.295,29857.623,25252.054,17449.651,8749.078,2871.546,751.939,129.552,25.167,25.660,25.548,22.017,20.450,20.706,23.169,23.657,26.142,20.913,22.646,22.979,20.465,19.825,20.483,23.355,23.818,23.256,22.571,23.332,20.180,21.955,22.393,22.452,23.224,20.526,29.094,24.076,26.961,23.161,
432,6635.141,5827.868,3740.742,4029.817,4663.476,8534.990,13227.318,16915.717,13250.824,7915.658,3754.484,1649.144,1251.973,1000.338,1103.829,913.976,909.909,813.452,799.110,743.047,757.804,708.745,581.006,640.740,596.285,555.069,554.425,516.463,537.078,503.694,495.195,492.092,502.014,526.907,544.638,476.650,534.294,555.339,504.526,508.746,570.520,573.483,561.228,631.416,652.141,661.049,661.829,709.374,710.731,743.844,722.374,722.165,709.979,728.307,717.860,683.887,672.649,640.320,618.586,591.982,567.575,545.195,527.753,491.588,462.479,444.743,425.720,407.349,402.556,373.253,377.356,335.247,317.264,310.098,295.277,281.322,260.064,259.799,274.386,244.032,238.297,221.854,225.936,248.375,319.132,452.584,645.868,774.861,775.506,638.115,465.894,285.532,204.837,163.580,146.685,133.031,125.310,112.205,116.981,115.633,95.580,97.621,87.541,77.999,57.670,55.227,53.559,51.429,55.334,69.157,369.202,1694.394,6166.951,16902.940,26310.473,29122.688,25790.964,17307.022,7949.066,3358.672,1038.368,118.293,29.943,25.554,23.463,21.596,21.086,20.767,23.437,23.358,20.643,20.252,20.940,20.490,20.084,20.005,19.447,20.436,19.916,22.073,19.155,21.070,21.750,23.959,25.647,20.700,21.047,25.642,26.417,21.306,26.591,
434,7356.884,4300.665,5067.667,3630.171,3442.538,5470.755,10548.369,14535.370,14875.944,11772.931,5742.911,2215.041,1222.232,1086.593,1064.520,812.830,828.450,786.483,704.745,687.272,638.365,671.976,645.399,641.729,541.917,554.355,527.910,555.213,543.957,464.350,518.883,553.877,516.026,491.979,507.028,523.964,504.803,507.747,521.180,556.928,568.499,557.537,575.583,643.690,630.554,638.764,645.928,667.195,725.761,700.368,718.257,696.004,692.743,722.864,711.978,707.247,654.712,648.070,598.545,604.233,582.098,548.348,496.754,506.811,459.176,446.678,417.738,399.106,378.725,357.030,351.207,340.303,329.135,314.742,298.093,298.624,270.823,268.869,249.243,250.760,239.804,227.853,206.396,223.366,240.347,334.447,497.028,684.907,755.885,737.446,595.722,402.877,269.247,196.559,139.635,125.769,122.523,111.559,104.476,98.136,85.245,95.227,88.880,79.084,59.022,55.599,49.335,51.983,55.593,51.548,70.982,267.792,1628.075,8129.076,16896.878,25582.936,30263.145,26692.520,16125.976,9454.097,4404.551,990.678,93.129,24.451,22.973,23.663,22.647,24.445,24.213,22.890,25.790,19.109,20.355,19.782,20.736,17.813,18.492,19.622,23.604,22.057,20.950,21.900,21.595,25.987,25.839,23.594,23.185,24.068,22.470,22.508,24.552,
436,5600.315,5193.374,5019.100,3230.139,3660.515,4338.152,7809.368,13601.014,15523.615,13639.635,8038.216,3468.507,1653.695,934.548,1074.210,910.013,805.344,796.095,753.502,727.827,721.326,688.465,608.064,627.704,601.133,548.617,534.796,504.349,538.872,500.646,481.870,529.686,495.838,504.704,518.992,508.769,510.040,524.766,492.271,538.253,548.065,532.518,584.265,589.547,631.080,658.970,647.594,670.694,698.100,668.929,700.893,686.829,684.086,693.575,732.192,673.777,645.882,643.225,600.433,597.381,571.083,536.225,503.206,474.024,477.881,474.653,422.807,395.877,387.186,381.624,361.175,333.947,324.721,307.622,292.831,279.590,289.299,259.011,258.295,239.845,242.670,222.731,220.285,215.087,205.915,253.023,359.709,527.687,677.554,748.411,671.648,537.087,361.688,250.124,171.076,129.389,126.806,115.449,106.623,103.392,83.526,96.966,96.067,91.770,74.533,68.664,57.946,49.209,54.885,46.971,52.587,62.675,272.506,2777.310,7816.461,16774.133,26898.536,30302.529,23041.332,17058.017,10295.674,3665.641,732.110,100.075,30.642,22.367,24.477,24.026,25.055,24.530,20.130,23.479,21.223,17.415,20.285,18.336,21.267,19.622,21.865,24.486,19.809,21.167,23.313,21.415,23.038,23.658,26.303,23.761,22.444,23.578,22.886,
438,4937.160,5924.501,5086.215,3331.353,3665.689,3224.733,5896.894,11219.511,14908.221,15960.070,10596.960,4665.726,1993.451,1173.127,961.740,690.812,755.924,750.809,694.375,728.420,699.041,622.635,627.768,521.446,587.730,572.090,526.592,545.890,511.217,521.601,510.356,532.128,522.585,500.870,544.575,538.320,473.909,474.091,513.085,545.072,527.881,547.050,560.416,625.682,598.004,626.039,660.211,634.339,677.887,685.568,671.309,673.766,690.472,682.028,663.696,665.869,642.970,613.904,615.899,566.066,558.767,538.722,511.991,488.263,456.517,429.925,411.775,393.367,389.594,374.988,363.618,351.492,322.494,315.506,302.391,299.777,288.756,268.509,247.241,243.952,237.161,222.115,205.269,203.253,200.264,214.344,297.128,397.886,545.528,677.626,714.336,634.621,487.339,336.415,219.907,155.386,133.371,114.066,106.465,100.630,81.447,86.116,83.792,92.981,76.832,73.796,64.200,53.413,52.647,47.713,48.509,55.621,62.001,483.573,2326.991,7934.987,18270.497,26406.650,25467.994,23622.077,17882.932,9037.628,3140.886,748.422,103.322,29.406,25.706,23.843,27.911,21.968,23.927,22.406,19.639,19.067,21.604,18.987,20.927,22.411,22.838,21.953,21.963,21.908,23.849,22.205,23.536,24.482,24.748,19.755,22.155,23.015,24.669,
440,4770.640,4792.341,5216.630,4962.913,3174.211,2741.497,4233.958,8433.487,14080.171,17059.986,13533.521,7418.803,3244.630,1467.065,851.015,936.076,687.146,807.424,752.213,707.658,699.095,648.580,676.952,564.374,635.501,496.813,478.907,550.008,518.310,536.727,493.523,485.495,503.115,500.156,519.854,511.138,490.870,480.153,509.482,555.129,504.025,528.233,578.077,573.301,614.291,634.252,614.614,638.298,651.491,634.148,664.425,693.897,665.049,646.465,700.865,639.767,643.027,601.066,602.206,583.970,565.391,535.953,505.631,470.728,436.762,434.770,417.901,393.178,380.935,352.468,344.796,331.284,323.464,303.150,297.046,285.477,277.753,276.052,257.607,254.229,236.472,229.916,206.019,209.102,199.388,208.230,240.470,315.243,425.984,567.267,692.007,708.277,599.374,451.905,293.950,189.533,143.174,114.461,98.482,98.789,76.136,77.875,81.008,86.343,86.966,78.750,68.613,56.097,52.334,48.665,46.270,45.662,48.205,65.684,318.427,2106.602,8574.500,16531.432,21568.143,25772.249,24773.851,18053.561,9217.892,3844.310,1216.764,114.973,28.364,23.784,24.312,22.234,21.354,23.717,20.983,20.189,19.702,19.921,21.892,22.784,21.981,21.357,21.232,22.691,21.146,21.218,20.591,23.194,20.496,23.122,24.113,25.084,23.605,
442,4828.330,4914.647,5135.652,4938.529,3775.838,2637.489,3328.174,6234.083,11385.652,15220.850,14949.921,9538.100,5348.611,1912.118,1087.777,889.031,824.447,723.163,661.255,672.137,694.122,629.913,548.169,602.776,589.818,522.196,527.109,531.750,579.824,532.928,486.176,502.771,510.504,500.940,521.929,524.008,493.981,475.039,515.488,521.711,513.471,530.266,543.932,574.990,594.223,632.923,622.924,628.914,647.448,675.730,647.985,668.639,690.416,657.233,648.365,657.290,637.362,610.202,593.295,566.378,545.612,525.076,494.680,462.089,449.786,429.491,404.125,398.912,382.195,367.577,355.504,328.521,319.231,309.214,281.422,289.257,278.384,271.550,246.975,239.495,234.578,224.612,215.068,202.203,195.867,183.947,220.946,257.524,312.016,440.915,580.096,682.033,678.930,557.321,384.764,254.721,169.237,122.048,114.336,91.709,76.411,73.703,75.276,80.395,80.974,79.480,78.272,64.932,52.076,49.341,47.657,41.699,43.077,47.031,67.202,389.931,2813.876,7583.200,14301.089,22029.567,26887.940,26066.455,17273.181,9779.825,4972.172,946.175,77.026,25.136,26.398,26.409,23.667,23.131,20.568,21.327,21.786,20.376,21.153,24.091,19.906,20.142,23.907,18.512,23.255,20.964,21.509,23.703,20.552,22.304,24.476,24.785,25.260,
444,3717.082,4542.220,5553.244,4336.794,4160.649,3314.753,2925.268,4446.916,8983.765,13566.368,16217.003,13224.774,7488.879,3109.152,1458.368,907.462,829.948,751.652,656.105,702.462,625.770,543.357,567.220,603.852,545.532,539.790,577.511,499.381,512.484,480.487,475.226,516.014,510.047,495.735,504.246,513.686,468.233,479.691,543.558,521.867,528.289,569.297,565.619,566.717,582.679,599.326,610.451,633.017,638.846,634.678,656.772,624.707,671.893,664.224,649.642,634.377,633.741,606.495,578.325,562.415,533.664,517.576,495.232,496.154,439.346,416.674,421.022,396.090,377.319,362.654,346.416,320.738,325.164,299.251,294.274,291.250,279.365,270.890,255.853,252.056,239.805,221.071,213.444,202.603,181.818,190.570,218.237,221.579,240.979,333.590,457.126,632.221,690.226,645.456,501.500,335.823,222.340,153.186,111.685,94.095,73.430,76.373,71.068,73.468,72.902,75.396,84.081,70.081,62.528,53.986,47.100,49.675,46.867,42.915,47.500,63.223,479.018,2251.512,6771.446,14518.879,22953.507,29385.776,24128.383,17716.028,11426.422,3383.453,522.404,82.350,29.280,27.029,22.287,24.595,20.360,21.273,20.603,19.010,20.875,19.367,23.093,22.166,22.613,21.384,20.851,24.441,22.500,22.461,22.756,21.931,24.120,25.896,21.952,
446,4412.004,3283.690,5322.268,4652.598,4150.466,2728.459,2984.505,2921.257,6405.061,11252.379,15815.641,14794.359,10707.269,5002.199,1935.603,974.588,865.023,725.491,652.064,664.745,654.720,580.805,585.066,578.484,545.551,550.380,527.531,548.745,550.275,503.527,498.793,502.689,520.983,512.305,501.108,494.770,470.535,482.875,459.058,482.235,531.317,476.722,516.805,551.608,574.486,579.868,597.734,632.062,629.455,617.916,620.986,615.384,624.988,677.218,650.682,625.033,596.351,605.954,603.532,546.845,510.740,490.490,497.458,477.531,454.011,413.083,397.061,368.783,386.660,364.815,333.514,334.734,332.148,319.113,299.269,288.057,270.890,259.321,255.701,237.722,235.662,215.046,205.921,203.221,199.360,174.781,191.470,217.806,210.100,250.605,335.166,492.792,647.036,681.873,589.781,427.147,309.325,198.193,123.609,106.014,77.275,80.336,64.585,64.543,69.854,67.694,75.193,75.176,71.772,57.897,48.191,47.147,40.959,43.981,41.116,46.045,64.073,377.281,2139.233,6778.986,14616.405,24956.273,25416.907,23277.111,18894.328,8374.710,2431.779,643.254,78.459,27.581,23.571,27.020,21.777,21.383,20.153,18.407,19.719,21.077,23.801,23.003,21.619,22.159,22.264,22.369,23.141,23.737,20.568,24.810,23.280,24.275,23.305,
448,3600.241,3176.161,4854.492,5238.579,4650.622,2805.694,3140.262,2852.116,4259.718,8622.311,14974.351,15863.411,12833.070,7078.254,3083.697,1183.511,880.843,616.888,709.832,618.141,654.812,588.517,574.952,557.869,575.716,450.261,492.863,528.418,523.030,499.321,509.369,521.923,453.766,525.255,480.682,510.482,487.228,486.679,508.125,502.342,524.587,485.667,521.304,523.212,560.462,568.026,582.263,586.046,598.772,617.458,640.805,587.118,639.148,618.417,620.223,616.183,594.128,565.841,543.636,560.303,534.701,497.344,471.144,447.334,427.514,418.025,413.329,376.695,361.927,361.379,342.698,333.398,313.294,299.799,300.194,292.922,275.914,260.673,258.385,234.656,223.437,221.684,208.695,189.068,190.513,176.957,190.650,209.361,196.831,207.157,266.154,381.702,527.395,627.314,645.959,537.322,391.711,259.580,156.672,113.702,75.102,73.084,71.268,67.410,65.141,67.170,73.906,75.899,80.949,65.515,54.696,48.443,45.886,40.922,41.834,44.153,44.898,61.084,396.224,2263.500,7033.212,15920.697,20632.031,23632.980,23275.780,14574.443,6509.331,2418.316,464.021,78.603,30.156,25.178,18.250,19.340,18.805,20.951,20.749,20.133,20.932,23.785,20.714,22.422,21.195,23.203,24.683,24.823,24.762,18.727,18.089,24.332,20.531,
450,3979.077,3749.808,4571.303,4641.702,4425.179,4132.244,2883.615,2424.670,3028.361,5965.852,11020.559,16432.031,14996.662,10162.744,4620.034,1898.947,822.848,723.679,688.652,645.617,588.864,579.544,586.769,531.652,546.538,521.287,486.439,561.102,547.518,480.048,490.791,482.990,459.868,527.268,484.686,486.810,481.357,461.159,467.406,475.298,483.498,541.198,511.858,535.472,538.399,592.150,568.278,541.736,615.048,573.896,584.331,596.335,618.177,607.620,591.280,586.917,582.750,575.882,538.038,509.880,507.799,460.124,482.097,462.084,432.567,398.548,382.867,390.847,381.388,343.785,335.932,325.732,321.089,298.958,289.422,280.751,275.943,257.155,243.731,252.066,227.121,219.507,205.171,199.786,184.096,189.450,185.898,191.813,181.159,177.949,190.806,283.367,424.546,555.082,632.175,595.616,480.533,342.633,212.715,133.500,90.785,79.457,71.084,67.564,61.976,57.612,71.696,67.120,72.669,69.258,59.620,52.457,45.567,42.361,39.733,40.745,44.196,45.892,66.045,359.374,1962.725,6849.560,12689.352,18828.081,24935.702,21696.062,13915.631,7256.362,2400.589,664.047,116.460,34.739,22.499,22.019,21.160,21.343,20.657,19.043,21.504,24.222,20.232,23.021,21.646,21.772,23.060,23.820,23.021,21.979,22.417,22.296,22.526,
452,4947.903,4141.252,3460.958,4635.711,4823.811,4217.838,3000.781,2339.255,2226.399,3893.791,8290.556,14291.252,16170.918,12737.626,7546.816,3052.455,1096.810,705.638,645.949,615.375,639.315,614.585,567.399,556.271,467.448,477.713,504.002,500.858,489.954,458.246,470.021,506.347,479.358,502.747,477.203,483.046,468.445,496.324,451.568,467.264,495.852,502.374,515.535,553.819,521.366,552.356,551.494,583.985,557.726,587.107,605.332,596.298,581.234,589.490,615.539,592.996,568.207,546.635,516.309,527.932,502.378,483.237,430.034,449.426,388.027,405.270,397.387,392.225,367.645,351.511,350.071,316.383,312.263,307.257,274.853,290.132,265.084,253.533,251.186,230.919,228.139,215.491,192.104,206.751,194.507,183.560,190.281,199.660,169.732,180.300,179.225,217.335,306.448,435.216,558.965,605.721,556.769,441.566,285.743,197.626,108.614,81.756,65.009,65.325,57.992,58.619,61.453,61.530,66.114,71.561,67.371,64.656,54.884,46.412,40.443,42.148,40.115,41.575,47.754,68.324,364.869,1942.054,5809.330,11753.060,22024.278,26358.195,22031.066,15863.583,8797.520,4374.832,1730.323,656.014,26.131,22.477,21.096,21.466,20.213,19.441,20.275,22.583,19.897,22.888,20.202,22.317,21.548,20.854,21.060,25.184,23.426,22.155,23.212,
454,3317.537,3033.078,3261.968,3813.131,4175.797,4312.477,3029.808,2458.459,2011.478,2566.728,5513.692,12185.504,15930.010,14613.003,9979.963,4823.640,1712.043,774.282,722.392,604.857,598.927,544.210,565.450,496.081,510.778,518.732,501.692,470.947,501.897,476.498,466.528,501.769,486.709,493.928,464.881,472.324,477.522,478.075,447.642,480.207,476.754,466.790,476.039,508.169,542.579,555.445,545.317,567.900,564.865,566.870,577.517,586.917,569.857,577.863,593.480,556.041,525.672,541.518,520.082,480.989,480.440,450.211,446.957,436.179,419.618,393.043,360.992,366.745,358.006,360.979,326.527,321.115,302.969,293.784,286.423,270.000,278.290,265.504,249.032,240.764,216.667,215.704,208.671,194.389,194.478,182.630,189.008,188.201,165.864,159.269,168.695,175.033,240.768,333.616,462.682,570.757,596.439,509.625,363.038,245.308,144.438,98.272,80.707,69.027,58.423,59.485,66.666,59.586,65.659,68.601,70.744,66.130,56.992,47.051,45.076,39.949,40.333,38.808,42.136,45.383,65.904,407.114,2053.767,5789.015,16736.752,26321.309,26136.107,24579.736,18428.394,11915.593,6826.658,3548.594,69.385,23.355,21.915,21.569,20.080,22.094,22.275,20.116,20.613,21.778,22.006,20.277,23.299,20.181,21.975,22.998,25.940,22.076,24.887,
456,2545.516,2394.133,3798.269,3832.475,3726.440,4407.163,3897.277,2783.400,2017.386,2162.922,3877.446,8801.795,13623.660,15583.955,13173.510,7158.358,2846.440,1011.260,661.048,616.205,554.884,578.516,500.190,482.742,481.682,542.559,481.068,438.234,524.732,481.096,465.471,488.119,459.119,499.987,482.915,456.124,484.034,475.012,451.422,462.190,477.385,481.220,455.241,487.569,496.647,511.522,556.986,514.505,570.467,533.245,556.254,552.488,555.148,563.104,577.776,543.086,547.755,531.840,499.867,506.130,497.362,473.897,452.717,399.708,404.832,372.389,369.589,357.757,348.346,338.173,324.525,319.001,304.550,296.906,281.655,271.331,267.344,252.108,244.235,237.521,222.937,216.821,207.617,183.614,187.122,173.514,181.564,180.997,172.732,158.324,154.797,160.584,191.595,250.082,340.540,480.114,553.946,557.176,460.625,331.361,198.789,126.623,80.786,66.480,61.701,60.301,57.428,52.207,61.154,59.570,66.381,71.772,70.954,58.204,48.200,43.747,38.801,35.935,41.185,44.312,43.481,65.713,439.637,1821.828,9467.965,20409.820,24973.787,29779.985,28851.380,23036.612,15650.557,9387.588,552.125,61.303,23.371,20.995,21.901,24.624,22.742,22.898,22.987,22.477,23.525,19.636,20.544,21.884,25.158,25.395,22.460,24.552,24.071,
458,4306.743,3271.464,3850.971,2684.982,3945.603,4137.763,3739.705,3106.252,2282.105,1808.981,2544.688,5950.935,10802.973,15450.932,15153.780,10418.158,4850.307,1781.108,710.091,659.722,549.891,570.448,477.642,512.225,438.432,498.675,447.386,471.817,486.433,513.146,495.655,501.840,432.088,472.330,467.379,433.273,460.347,433.087,444.731,465.798,438.754,452.452,459.251,505.886,513.814,522.920,536.800,509.998,533.354,518.790,551.746,541.096,541.714,553.674,516.714,530.363,501.049,524.782,485.924,494.871,468.998,431.340,443.939,413.058,393.135,388.997,380.259,354.055,335.420,322.193,323.756,299.413,298.770,295.044,285.784,274.842,259.361,250.667,245.411,222.301,228.467,220.303,197.785,186.250,183.407,180.903,177.660,179.987,156.430,146.060,152.938,148.461,162.806,193.178,255.587,368.919,466.359,526.591,514.266,412.511,260.302,168.769,109.308,78.949,59.148,56.090,56.804,57.693,56.442,56.158,65.373,70.335,69.188,65.742,53.781,49.143,44.282,40.809,36.708,37.461,41.635,44.286,67.895,286.960,3366.767,10787.901,17375.800,26252.599,31708.231,30422.035,23894.639,17085.848,2590.142,489.544,70.922,24.211,19.277,22.050,24.484,20.895,21.993,22.917,22.597,20.964,23.694,22.949,15.860,23.686,20.315,24.596,23.844,
460,3476.025,2685.547,3302.808,2496.218,4181.574,4260.827,4410.111,3442.402,2612.297,1871.163,1776.955,3940.844,8408.163,13547.754,16263.463,13074.333,6992.753,2920.868,991.990,649.442,602.922,597.644,491.681,487.556,534.486,488.069,494.841,452.126,450.954,460.999,436.103,448.715,475.273,463.977,450.274,462.115,442.270,421.575,416.436,468.279,451.899,471.977,447.473,484.946,485.919,537.150,477.853,515.256,529.817,512.501,520.406,539.367,535.430,545.847,541.967,523.575,502.989,518.406,479.023,478.412,471.663,448.470,399.321,384.838,396.284,357.942,349.976,342.592,336.122,327.131,304.279,305.015,291.196,288.539,293.838,269.229,267.928,256.436,233.014,230.227,223.668,209.521,200.080,190.807,179.924,189.242,180.383,181.818,169.467,153.398,145.169,152.174,159.489,172.851,206.885,284.518,365.693,475.024,519.284,450.277,337.060,223.544,148.067,92.282,71.977,65.020,54.421,55.924,52.742,52.192,59.070,60.335,69.367,70.886,62.959,51.935,49.423,38.361,39.206,36.980,39.963,45.675,41.570,63.052,811.853,4316.967,9391.130,18487.203,26250.289,29413.707,26636.797,21491.187,6242.539,1787.345,386.391,65.140,26.116,22.447,20.788,20.952,24.991,21.066,19.770,21.085,25.526,24.013,21.868,23.544,23.235,23.002,21.686,
462,3523.348,3564.300,3105.203,2763.737,3547.148,3524.994,4043.472,3477.933,2758.885,2350.241,1742.987,2524.304,5424.578,11100.918,15665.510,15044.632,10091.399,4655.951,1687.253,637.025,607.601,527.935,486.683,477.975,475.520,489.628,484.610,472.596,481.283,444.750,441.154,466.323,437.891,453.407,459.070,430.123,429.060,442.518,422.190,440.694,453.178,418.180,447.107,498.473,463.596,508.840,497.581,511.954,507.318,523.261,533.787,528.752,551.215,497.673,510.880,517.348,495.319,484.670,463.486,451.928,446.511,414.841,417.474,379.394,380.706,370.239,369.758,346.149,328.848,321.814,300.405,289.772,283.025,282.005,268.641,271.218,253.858,248.220,248.046,221.851,210.280,208.449,195.638,191.859,180.821,170.899,186.087,173.423,164.459,163.024,145.891,148.375,157.572,169.228,163.274,205.756,282.492,385.421,482.281,484.819,409.653,303.230,202.351,130.747,78.934,60.707,61.905,50.191,52.517,48.451,50.119,55.487,63.188,70.989,66.937,62.389,50.836,37.655,35.942,33.046,37.528,38.414,39.913,43.857,96.796,830.862,3278.102,9061.501,16117.211,21905.352,24335.705,23131.156,12293.020,5504.429,1894.769,543.985,88.355,22.996,21.918,26.742,23.353,22.476,18.884,18.707,24.125,21.311,23.420,22.517,18.563,23.150,22.484,
464,3354.818,3086.074,2665.236,2505.897,2791.087,3704.648,3823.594,3821.480,3315.613,2229.606,1359.562,2052.148,3360.008,7799.834,13993.872,15893.189,12971.519,6924.766,3009.681,967.241,585.726,578.687,542.702,499.193,498.172,485.731,467.038,456.928,463.039,406.165,448.975,472.701,461.653,518.346,437.168,431.703,436.972,411.700,423.422,427.519,442.720,434.976,455.013,460.478,477.190,490.651,498.798,486.858,498.842,483.243,524.604,489.978,489.017,505.990,494.785,501.123,479.651,495.273,466.168,454.627,428.156,422.196,393.214,392.318,378.256,367.160,349.055,331.476,299.709,318.463,295.363,284.684,287.890,274.903,280.633,255.718,256.130,235.838,232.797,229.056,217.264,206.039,195.000,192.024,179.566,171.428,175.703,175.346,164.791,154.379,150.685,147.445,148.595,155.409,146.406,156.455,208.638,279.632,406.616,459.629,446.099,370.493,266.542,163.896,108.582,76.249,59.302,58.166,54.049,48.806,48.591,52.867,61.263,64.099,66.287,68.278,62.493,48.317,43.528,38.775,39.587,39.669,35.928,39.600,41.601,71.855,576.849,3070.160,7201.217,12671.052,18250.588,21332.509,18757.441,12632.294,6725.747,3051.925,834.793,118.909,24.281,24.801,21.262,25.001,23.372,22.312,22.465,26.797,19.410,23.344,26.894,21.140,20.422,
466,4406.472,2621.916,3036.003,3275.051,2874.660,3716.556,3458.409,3596.879,3385.295,2476.971,1567.537,1437.570,2024.440,5575.503,11178.829,14981.170,14999.620,10200.184,4916.574,1592.067,652.287,472.368,500.900,516.572,505.284,465.600,480.297,421.362,448.223,464.738,421.254,424.766,443.467,447.769,425.563,424.129,404.799,418.600,409.483,436.321,414.342,436.930,426.359,444.736,447.078,476.477,459.130,464.698,483.797,468.594,515.432,479.201,495.943,482.762,486.765,476.855,453.080,445.327,449.800,441.227,407.378,414.444,403.280,370.335,365.126,327.108,333.906,315.121,315.758,312.315,296.680,305.202,280.755,280.961,268.970,254.981,242.208,247.264,217.103,217.242,213.289,200.866,189.853,188.963,167.177,177.168,182.002,174.230,165.551,145.293,142.706,142.851,155.977,149.720,142.021,144.508,167.332,203.979,297.617,390.120,427.516,412.915,344.709,223.569,140.111,92.428,64.914,60.206,50.107,51.021,40.281,43.678,47.693,55.072,63.143,63.858,71.911,63.173,45.588,37.385,41.454,39.585,30.674,37.288,40.175,38.467,95.446,688.342,2453.505,5851.384,12157.032,17487.450,21790.321,19997.129,14297.960,8438.134,3308.738,882.564,94.237,30.572,21.184,19.447,24.811,22.064,20.915,23.502,18.600,20.965,21.033,22.683,22.200,
468,3574.363,3741.162,3604.336,2421.166,2457.043,3146.787,2982.457,3405.791,3368.260,2795.694,1917.120,1269.095,1433.982,3507.945,8057.483,13399.063,15957.890,13047.893,7457.610,2770.960,957.946,531.855,503.823,503.341,509.494,482.242,451.900,479.682,434.302,440.892,434.904,430.975,442.586,448.250,408.379,418.123,393.178,426.147,419.756,432.209,428.596,418.930,427.546,429.034,422.522,433.087,455.713,441.905,475.303,474.367,474.420,512.762,457.631,459.724,473.929,478.541,444.803,445.905,428.741,431.670,402.445,396.552,397.010,369.156,320.583,360.357,329.280,321.001,325.561,297.101,291.847,291.472,275.269,268.328,248.540,242.193,233.463,238.905,231.631,211.263,212.542,203.889,186.485,180.071,181.233,163.314,166.607,176.768,156.621,151.965,152.494,137.170,152.620,146.880,134.094,137.402,135.900,168.331,233.254,308.923,385.147,412.712,375.105,289.215,187.646,117.469,76.892,59.700,53.178,50.112,45.899,44.394,48.440,52.986,53.754,66.065,73.947,60.755,56.678,44.245,42.783,33.940,32.917,36.903,40.814,41.395,42.387,87.354,542.841,2020.363,6649.553,12302.882,20096.558,24204.092,22176.460,16618.706,8852.071,3281.521,800.449,83.019,26.224,23.572,23.194,19.156,19.525,23.171,19.202,21.331,22.483,20.667,26.187,
470,3463.042,3130.728,2988.347,2180.971,2760.163,2563.356,3179.713,3227.201,3713.556,2684.913,2236.244,1258.281,1136.810,1964.986,5269.160,10536.866,15184.597,15171.669,10542.287,4933.434,1597.530,598.237,570.590,513.541,450.955,486.927,458.558,438.450,420.687,468.440,426.114,429.944,428.937,454.140,417.358,384.605,398.864,384.429,382.272,432.058,426.016,386.453,424.507,399.366,456.960,427.759,442.178,421.920,433.613,465.159,431.814,461.183,473.340,444.713,452.164,442.987,440.385,433.678,426.946,418.277,422.431,372.302,366.732,360.141,345.989,345.329,324.972,314.212,311.104,297.100,295.075,271.176,263.847,257.600,265.237,253.995,231.976,227.395,228.052,210.568,213.673,195.546,188.676,186.948,158.543,167.383,171.975,166.428,161.889,136.425,144.346,137.848,144.258,143.922,136.529,130.289,132.489,135.517,166.605,225.689,312.411,384.198,404.556,332.149,265.503,168.186,102.063,77.463,57.269,51.396,46.408,45.014,46.753,50.025,47.048,55.913,62.137,64.120,57.920,52.752,48.512,34.778,38.927,36.272,36.111,36.940,41.278,42.803,70.635,397.206,2562.135,6274.365,13812.622,21440.490,25286.961,23995.048,17561.279,9134.110,3983.531,995.229,88.895,26.255,26.473,24.633,22.468,20.006,17.432,21.979,22.744,26.055,25.836,
