430,5970.893,5313.458,3812.490,4690.553,6229.119,11146.357,16154.005,16914.949,11841.024,6838.521,3342.291,1996.655,2121.923,1929.271,1873.951,1623.515,1608.709,1414.185,1494.297,1378.060,1447.064,1455.896,1408.815,1350.002,1238.255,1271.020,1289.726,1309.331,1177.723,1277.184,1258.296,1231.578,1208.798,1236.825,1143.347,1172.343,1140.715,1178.062,1193.678,1158.070,1195.403,1189.750,1169.854,1207.477,1200.015,1197.213,1220.944,1212.437,1230.904,1222.895,1232.889,1262.498,1244.983,1311.302,1324.657,1321.406,1299.810,1271.190,1248.744,1253.787,1246.652,1211.515,1218.139,1217.157,1188.369,1153.014,1155.645,1099.068,1099.669,1047.071,982.105,944.352,885.641,845.705,781.945,755.362,728.080,672.093,634.642,583.231,569.981,541.655,522.703,571.597,659.245,824.857,970.335,975.987,854.628,653.907,475.895,334.204,254.502,222.696,198.843,172.010,171.489,159.922,152.741,150.660,153.006,133.158,108.399,103.611,91.890,81.540,83.690,75.868,97.108,579.873,3706.068,10875.700,25016.118,39045.014,41922.441,34833.296,22310.284,10762.376,2971.634,620.378,111.584,40.152,33.361,32.776,29.480,34.291,35.388,34.715,32.991,37.360,32.171,31.856,35.986,31.983,31.271,33.792,34.051,40.513,37.342,42.784,44.130,39.416,38.866,43.586,44.295,46.257,40.499,43.136,45.113,46.752,44.299,
432,6239.409,5375.831,5532.804,4926.204,4461.165,8770.162,13275.146,17445.338,14880.419,9037.146,4301.842,2565.836,1879.781,1953.762,1805.251,1607.864,1555.055,1529.836,1522.159,1458.201,1336.116,1492.042,1321.179,1364.374,1344.709,1274.766,1246.248,1294.999,1221.143,1165.684,1195.573,1191.006,1212.562,1169.135,1236.592,1228.318,1132.498,1139.559,1171.093,1142.871,1184.705,1228.855,1186.979,1182.131,1245.227,1205.711,1236.246,1199.851,1255.118,1213.563,1234.339,1230.029,1241.156,1223.431,1279.663,1249.750,1240.618,1281.892,1274.602,1240.135,1241.859,1206.338,1205.257,1188.157,1180.904,1142.363,1157.303,1116.787,1076.181,1053.391,956.040,920.467,895.144,819.873,781.985,757.272,702.651,674.884,631.080,621.274,559.907,533.582,499.245,517.596,573.222,683.068,846.539,959.609,928.569,774.931,589.816,416.926,302.669,236.101,201.643,183.378,180.114,167.439,161.461,147.827,147.942,142.446,123.877,103.824,94.981,78.175,83.035,85.922,79.339,99.740,596.078,3141.193,10361.338,24286.486,34549.359,40341.993,34845.007,23556.889,9801.487,2849.247,667.806,88.520,35.249,37.738,30.299,33.500,34.244,36.407,33.919,36.154,32.821,33.274,32.701,32.763,34.853,35.340,33.497,38.039,41.576,41.353,36.362,36.970,43.002,41.856,43.585,45.153,44.730,46.871,47.631,42.997,46.386,
434,6722.495,5195.146,5103.818,3925.138,4314.333,6380.430,11153.702,15828.739,16452.567,12168.634,6598.847,3009.262,2210.835,1932.823,1698.458,1526.726,1556.354,1514.388,1420.378,1422.841,1345.905,1351.770,1272.287,1364.516,1321.427,1296.808,1268.225,1231.164,1191.335,1240.155,1160.986,1230.636,1212.999,1201.333,1133.137,1226.218,1158.395,1153.192,1187.423,1179.348,1173.544,1142.926,1168.066,1194.565,1158.512,1213.662,1205.230,1196.926,1227.717,1193.165,1190.640,1202.355,1214.243,1227.730,1265.683,1255.820,1217.720,1230.948,1239.706,1201.017,1244.716,1194.636,1200.110,1201.823,1157.033,1146.758,1138.609,1089.198,1036.784,1031.048,1002.932,898.992,866.996,836.105,794.730,744.963,702.836,675.754,637.564,600.397,567.917,524.906,503.549,482.530,492.487,573.299,697.347,871.909,931.239,886.226,746.024,553.556,369.707,286.587,220.892,196.731,183.661,159.609,160.543,150.594,147.738,144.684,134.567,112.928,99.615,96.936,79.277,80.799,78.486,79.500,96.777,412.305,2814.293,9720.072,20509.174,33380.624,40353.704,36881.056,21762.139,9830.037,3235.748,648.577,87.548,38.649,33.328,33.495,34.740,38.525,35.028,30.788,36.830,33.425,32.267,29.901,30.587,34.836,34.358,35.197,40.432,39.912,39.141,39.328,36.870,43.361,44.189,39.519,43.112,42.636,47.135,46.194,44.648,
436,5298.220,6083.440,5497.218,4272.009,4178.901,5365.059,8498.902,15091.126,16930.397,15841.089,9054.538,4206.225,2289.634,1785.852,1628.079,1566.061,1499.121,1467.479,1417.913,1516.720,1310.895,1333.715,1344.733,1327.758,1315.876,1273.860,1229.891,1217.469,1195.679,1251.964,1182.702,1175.268,1147.753,1157.705,1169.588,1198.889,1145.088,1166.056,1154.446,1152.769,1181.872,1104.715,1182.356,1153.083,1176.496,1132.830,1161.513,1152.709,1174.008,1185.965,1170.553,1208.861,1222.250,1202.708,1229.053,1245.446,1244.932,1278.156,1232.743,1232.599,1192.137,1167.582,1174.383,1148.467,1158.256,1134.048,1114.786,1052.436,1053.330,1002.748,927.581,911.338,861.115,829.735,783.335,752.573,713.252,688.732,638.089,604.464,588.289,530.757,508.453,484.359,459.378,500.676,572.464,721.175,864.214,909.236,847.425,671.013,475.852,341.032,262.632,214.556,193.066,159.861,161.362,146.604,143.517,140.605,144.322,131.308,116.633,104.188,88.406,84.880,74.985,75.617,75.988,86.952,390.424,2812.041,8674.454,21269.116,34386.430,41084.272,32342.530,20208.552,9623.732,2823.043,606.877,96.934,33.881,31.508,32.225,36.877,37.114,31.628,31.792,34.373,29.309,34.386,32.816,31.396,32.287,35.782,37.562,40.922,41.069,40.125,39.152,43.228,43.445,44.544,37.782,41.124,44.915,42.568,44.855,
438,4214.262,5695.581,6000.187,4076.370,4060.895,4536.148,6802.819,11822.752,17400.649,16819.681,12859.967,5812.828,3042.106,2085.913,1722.538,1639.657,1499.416,1595.159,1520.475,1484.218,1358.550,1311.663,1308.104,1196.388,1218.807,1228.969,1153.661,1224.156,1236.603,1273.658,1160.505,1203.287,1146.807,1164.873,1182.880,1148.207,1136.339,1136.670,1179.495,1138.386,1158.226,1135.985,1157.046,1178.850,1140.914,1144.510,1154.242,1158.340,1202.158,1142.253,1145.033,1170.347,1185.233,1218.364,1202.555,1229.780,1188.752,1208.803,1211.133,1181.844,1192.978,1166.735,1163.327,1158.569,1141.289,1131.254,1102.564,1082.239,1033.784,1014.782,966.582,891.736,865.924,820.472,781.941,741.203,704.777,658.781,644.576,607.507,577.409,539.087,519.129,480.333,457.917,445.733,493.744,609.871,736.269,853.947,905.855,786.410,599.827,420.965,307.001,225.038,193.555,171.630,162.789,156.161,140.629,139.135,145.399,133.646,122.183,113.209,94.750,87.656,76.392,72.522,71.981,76.186,83.919,443.106,2706.226,9770.583,22597.041,34336.728,35500.866,29506.275,18808.513,7913.491,2893.290,683.393,84.880,34.192,34.946,35.795,35.812,35.219,32.836,32.789,33.351,31.641,32.301,33.902,31.827,36.929,35.801,39.832,39.029,38.238,38.841,39.061,41.474,42.289,41.321,41.046,43.966,45.648,45.643,
440,4301.600,5748.920,5505.262,4277.484,3860.173,3786.625,4674.646,8836.882,15916.298,17947.069,15693.722,8121.458,4342.794,2217.716,1764.285,1462.634,1406.248,1537.184,1417.789,1387.195,1435.871,1375.628,1262.441,1315.956,1276.702,1286.553,1261.704,1197.239,1225.203,1192.936,1208.359,1195.032,1145.033,1166.938,1200.150,1123.698,1094.195,1158.793,1125.582,1093.040,1142.569,1127.909,1155.041,1102.564,1165.661,1130.104,1171.668,1152.730,1153.239,1113.971,1087.968,1175.208,1152.293,1174.963,1202.609,1179.309,1197.408,1150.634,1160.358,1195.021,1146.491,1167.413,1111.732,1146.139,1140.285,1111.486,1099.312,1066.222,1029.612,1002.098,955.671,896.229,854.567,805.498,766.790,742.782,689.506,664.173,641.733,606.592,583.881,543.400,506.522,481.662,472.187,443.152,444.296,508.267,611.089,758.251,865.262,852.844,708.830,554.932,369.415,263.655,213.091,189.431,164.490,150.291,142.910,148.345,134.892,132.728,135.551,122.738,103.824,94.302,78.923,74.222,70.442,73.230,73.167,85.852,395.060,3105.421,10121.361,21175.023,28890.417,31770.642,27065.274,16065.616,8767.505,3657.785,773.691,80.083,36.458,33.209,37.473,33.496,31.597,32.874,34.225,30.966,29.106,34.892,35.480,34.180,37.290,39.132,34.494,40.049,37.403,41.673,44.228,40.190,38.870,40.583,44.273,44.565,45.595,
442,5914.201,6117.686,5157.792,5409.649,4449.843,3415.466,3848.405,6429.423,12371.947,17087.209,17722.659,12034.452,6260.822,2726.587,1704.544,1419.920,1485.439,1414.447,1417.436,1343.514,1349.320,1305.978,1225.361,1297.055,1255.887,1171.108,1189.097,1153.314,1232.730,1181.145,1246.244,1154.478,1156.139,1159.766,1138.288,1149.260,1136.843,1095.614,1081.827,1080.889,1100.015,1091.945,1106.616,1163.442,1134.131,1114.818,1154.019,1125.593,1126.525,1144.912,1110.235,1143.819,1131.914,1159.443,1178.826,1135.146,1166.197,1181.716,1152.872,1146.334,1127.573,1131.495,1100.272,1114.295,1102.340,1071.496,1043.032,1041.672,1010.529,989.975,938.884,876.406,830.271,817.797,752.050,750.215,685.505,653.546,619.960,600.777,563.852,546.378,507.209,472.586,469.005,423.087,423.211,446.268,492.678,647.829,778.463,854.621,780.028,666.133,475.222,336.343,248.145,197.894,175.849,151.572,147.996,147.395,127.561,123.953,132.948,120.576,114.175,103.979,86.915,80.391,81.886,74.902,68.252,75.338,83.789,513.506,3442.425,9645.852,18497.740,25849.448,28555.799,22896.382,16697.096,9564.101,3678.745,667.084,82.445,34.532,39.409,34.494,33.323,30.904,29.343,30.653,33.075,31.930,34.462,35.849,39.034,39.273,34.834,39.702,42.074,43.667,42.730,42.273,40.599,40.478,40.655,41.855,41.213,
444,4625.498,4465.012,5873.618,5594.227,4766.519,3307.487,3367.684,4669.210,9756.150,14605.773,18506.561,15361.799,9728.562,3920.106,1877.190,1486.903,1477.115,1440.967,1471.832,1256.107,1273.276,1316.171,1250.598,1264.755,1239.075,1204.481,1213.924,1217.069,1150.119,1268.173,1186.805,1198.004,1166.310,1162.081,1193.390,1120.277,1076.879,1098.297,1102.150,1032.654,1089.025,1086.909,1045.103,1098.863,1136.317,1117.696,1099.124,1097.588,1118.659,1103.820,1119.120,1130.649,1109.989,1124.314,1162.603,1163.713,1119.282,1133.508,1111.894,1138.207,1125.541,1109.010,1094.593,1084.611,1089.206,1076.365,1031.484,1034.263,990.487,963.283,895.944,858.007,840.192,796.192,760.185,711.951,687.508,656.207,631.206,608.633,561.799,543.505,514.258,484.875,457.748,427.308,418.081,415.464,431.269,523.129,637.586,772.011,823.618,739.452,587.346,424.756,301.908,218.205,188.354,160.867,143.026,140.651,125.117,120.837,130.080,123.220,123.557,105.983,100.899,90.455,76.966,72.909,70.890,65.635,65.024,81.297,511.697,3049.798,8638.375,16497.454,23555.280,25030.315,23189.215,17224.539,9555.667,3468.108,715.257,88.737,39.421,35.956,33.630,30.154,30.246,31.143,28.944,30.004,31.472,34.866,40.752,38.240,36.724,40.797,39.167,38.425,42.600,40.647,43.307,40.622,39.947,45.182,42.275,
446,3873.907,4112.378,5335.717,5759.546,4678.204,3716.826,3395.798,3724.675,7514.318,12583.383,17641.682,17457.159,12413.369,6116.624,2703.343,1567.307,1413.942,1308.892,1277.065,1287.032,1298.632,1173.627,1246.015,1291.338,1209.383,1192.992,1203.988,1176.060,1142.557,1151.350,1161.309,1161.667,1146.350,1153.568,1111.098,1091.838,1046.727,1063.560,1076.711,1133.128,1140.145,1062.720,1062.314,1080.364,1094.793,1057.834,1051.500,1023.947,1078.087,1047.651,1053.617,1119.726,1064.017,1099.966,1116.484,1099.158,1099.258,1138.473,1090.926,1122.451,1098.108,1100.360,1078.691,1053.853,1055.980,1059.795,1029.943,1010.075,966.920,949.734,889.376,835.595,838.234,772.175,743.947,749.643,689.658,665.059,628.937,599.721,563.435,545.279,513.976,478.897,443.514,420.357,414.251,400.035,403.865,443.290,515.136,672.577,779.986,789.522,700.318,545.874,375.662,267.809,207.466,179.971,142.430,142.618,133.945,129.499,120.800,127.953,125.886,118.824,104.740,91.841,84.364,74.935,68.520,68.891,66.258,69.786,78.333,469.362,2976.604,7977.854,15804.507,21618.448,24547.148,22359.764,17160.940,9323.136,3677.978,723.385,98.113,38.534,37.047,32.912,30.925,31.504,30.846,33.979,31.608,34.781,40.608,33.172,35.616,38.061,39.418,40.614,39.496,38.629,41.427,42.791,40.959,43.977,39.608,
448,3292.870,4569.409,4694.982,5080.304,4712.744,3590.891,3183.443,3071.548,5166.292,9042.911,15310.691,18635.936,15708.076,9068.368,3703.889,1854.241,1415.909,1342.769,1448.896,1286.045,1217.885,1191.053,1247.999,1206.335,1161.827,1214.527,1215.686,1161.694,1127.967,1178.523,1084.807,1123.943,1109.335,1138.212,1065.409,1130.650,1076.027,1033.053,1072.042,1072.261,1126.857,1055.904,1042.307,1110.060,1068.644,1034.462,1098.589,1045.468,1034.117,1057.099,1049.881,1078.991,1041.182,1093.686,1095.266,1078.924,1075.129,1090.185,1083.236,1083.642,1084.002,1023.744,1037.944,1041.484,1021.961,1010.389,1023.525,966.464,986.061,957.264,883.681,857.062,798.908,768.967,762.511,701.080,660.932,657.284,623.930,586.021,561.043,531.265,501.787,486.726,461.340,418.313,415.359,391.058,389.901,395.944,445.233,550.603,675.945,764.507,760.169,617.170,465.328,325.643,238.294,181.279,157.593,145.061,137.146,122.660,122.222,126.209,121.994,116.247,116.044,103.363,87.682,83.273,73.257,68.248,64.337,64.192,67.703,87.341,572.561,3218.152,8906.599,15784.574,20842.950,22551.415,21963.728,16442.619,9071.734,2964.110,651.312,101.851,37.864,31.009,31.308,28.601,30.667,33.221,32.677,36.376,37.596,36.289,38.700,38.514,39.236,38.301,38.903,38.162,43.106,41.146,39.700,43.923,41.882,
450,4456.818,4382.760,3915.106,5034.928,4734.847,4732.350,3329.742,2930.073,3894.293,6606.680,12401.419,18131.641,18541.562,12528.980,5946.307,2389.413,1439.680,1339.800,1285.604,1199.849,1215.947,1204.472,1249.469,1185.447,1217.126,1111.917,1182.640,1146.869,1142.772,1139.006,1156.589,1119.328,1083.910,1106.479,1117.903,1032.819,1033.021,1064.662,1019.476,1032.192,1051.852,1038.064,1056.536,988.162,1072.734,1060.887,1029.652,1020.771,1058.148,1022.536,1035.569,1034.757,1032.858,1058.856,1080.197,1065.982,1067.970,1062.371,1062.829,1076.386,1046.341,1058.311,1011.033,1016.470,1003.502,1024.533,1009.161,938.647,925.245,929.505,870.380,819.594,801.530,762.116,732.064,718.711,655.983,664.213,600.330,584.981,567.686,539.265,506.734,480.560,454.066,437.858,428.654,402.648,379.753,377.756,385.189,449.517,572.862,674.591,748.682,705.982,594.589,420.075,289.657,213.195,176.724,149.698,140.943,135.019,116.360,118.330,110.740,117.341,106.587,111.725,99.738,87.560,71.478,70.981,63.631,63.181,64.414,61.774,93.772,586.161,3524.440,8954.935,14490.420,18358.786,22121.683,21505.752,16327.176,7680.840,2748.824,814.468,102.861,35.896,34.678,29.220,31.424,31.440,32.961,35.922,35.779,33.160,39.874,35.349,37.024,39.361,40.198,39.154,38.582,40.699,40.800,43.261,42.667,
452,5131.478,3708.198,3669.529,4419.278,4806.427,5333.812,3732.091,3369.761,2789.450,4660.277,9086.359,16060.835,18968.565,16144.942,9397.538,3972.090,1784.171,1398.768,1184.551,1185.957,1194.607,1223.152,1153.122,1150.066,1136.234,1137.339,1162.544,1180.719,1118.869,1100.698,1089.216,1081.562,1062.383,1083.386,1069.604,1091.756,1025.965,1030.497,1025.457,1067.937,1045.902,1030.737,1036.800,989.698,1039.061,979.823,994.732,971.403,991.584,1014.979,1032.323,1032.778,1016.794,1052.608,1021.151,1018.906,1027.024,1047.513,999.004,1033.990,1004.682,1012.183,977.332,981.975,1006.343,979.482,969.920,933.848,927.868,889.008,824.875,824.247,777.799,772.220,729.504,698.116,669.012,647.820,598.756,587.419,551.103,519.215,493.673,472.776,455.757,431.049,417.701,387.560,380.890,363.630,363.446,392.546,447.880,561.535,668.182,731.225,659.214,510.556,376.384,266.175,185.488,169.624,140.521,132.448,120.016,112.249,113.013,116.399,111.409,112.408,111.841,99.654,83.939,73.062,67.028,67.874,62.627,58.809,68.758,86.880,775.732,3801.895,8319.572,12072.300,17330.169,21594.716,20834.880,13840.927,7118.720,2951.862,726.161,94.584,30.300,30.829,31.682,27.389,32.664,35.577,34.622,37.730,36.752,37.132,40.238,37.548,39.301,36.052,38.794,44.225,42.319,42.440,41.268,
454,4667.031,4039.291,3299.948,3599.547,4610.654,5269.695,3776.466,3263.917,2743.898,3456.936,6896.473,13284.386,18666.124,18606.092,12382.315,5966.909,2336.852,1394.366,1224.400,1219.928,1140.076,1218.777,1111.311,1153.715,1099.513,1148.499,1137.246,1100.099,1110.081,1053.597,1056.897,1078.551,1057.932,1067.905,1099.423,1050.233,981.665,995.129,975.973,1018.955,998.505,1051.772,985.396,994.618,991.739,991.406,984.641,1014.371,1007.586,985.380,945.430,993.231,995.116,990.632,1017.180,983.180,1001.776,1016.610,1018.072,980.452,1000.988,995.440,989.822,970.141,975.762,977.490,941.603,945.271,900.172,878.805,854.260,810.235,777.472,719.895,735.983,712.990,650.673,631.802,624.375,576.707,548.470,520.323,493.095,467.604,449.080,423.056,400.702,391.226,369.536,360.602,352.879,350.734,390.980,459.850,567.127,688.311,692.495,601.035,458.742,322.397,217.386,172.718,153.143,125.771,120.899,115.337,106.616,108.001,104.814,119.092,109.327,113.599,92.003,82.445,71.508,63.375,66.126,62.772,64.739,62.087,96.034,1059.812,3812.580,6827.735,11191.951,17111.818,20836.364,18270.309,12469.947,6900.591,2411.490,520.251,68.985,29.033,30.198,32.913,29.175,37.061,37.775,35.731,38.476,37.297,41.287,37.178,37.184,40.521,40.732,43.409,36.544,41.025,45.165,
456,3473.383,3424.202,3900.762,3774.736,4915.631,4428.334,4576.484,3151.519,2413.587,2567.548,4684.860,10165.720,16458.743,20099.024,16060.336,9168.360,3722.115,1663.541,1273.401,1130.731,1161.238,1169.626,1082.792,1157.896,1045.876,1056.391,1170.283,1042.338,1100.964,1107.227,1040.227,1068.019,1024.342,1027.144,1091.687,1041.966,1008.034,1009.444,1011.235,1023.619,1002.663,1002.944,985.295,979.495,991.516,972.764,977.767,961.567,975.780,976.490,914.570,943.999,946.968,1008.549,995.253,986.385,992.469,975.472,984.041,956.294,964.085,949.550,958.138,958.380,943.712,938.901,924.138,922.153,893.034,859.392,815.251,791.528,741.112,733.446,715.339,678.890,651.611,603.410,600.037,563.199,539.523,517.544,490.400,467.519,444.077,416.530,415.377,396.514,373.654,355.228,348.549,340.432,333.218,369.865,479.496,584.240,652.355,639.239,559.082,406.780,275.706,203.542,159.120,136.298,128.399,115.120,109.748,104.642,106.413,107.104,113.796,108.615,97.185,84.281,77.940,68.332,64.670,59.014,63.643,58.596,63.231,116.833,1060.105,2701.656,5479.434,10605.691,16412.652,19451.702,17496.885,12349.326,6190.331,2017.565,448.307,72.653,35.114,32.343,31.554,34.821,33.897,37.729,35.136,38.623,37.181,37.904,36.310,38.568,37.051,37.678,40.938,41.660,42.689,
458,4063.691,3782.255,3795.242,3968.833,4298.326,4469.267,4526.542,3525.507,2809.527,2212.053,3280.366,7093.328,13064.931,19382.816,19175.765,13299.906,6065.253,2307.642,1337.657,1173.642,1111.803,1163.895,1107.441,1068.264,1057.156,1054.986,1059.577,1066.663,1075.199,1070.764,1105.830,1015.435,1057.463,1068.535,1018.329,1059.376,978.615,1015.641,953.212,980.703,960.009,986.761,953.494,987.608,958.059,936.853,948.525,907.842,944.732,924.106,948.888,919.707,977.331,969.052,960.006,968.506,963.851,941.988,933.619,946.652,944.881,941.730,924.244,918.624,906.856,889.803,896.465,884.617,855.004,831.861,797.637,767.960,760.737,714.455,690.633,659.711,647.465,617.874,568.421,550.187,546.297,497.746,487.987,459.030,436.880,417.060,397.278,394.535,365.971,357.666,348.128,312.118,314.435,334.237,377.650,489.390,586.318,634.077,599.021,496.291,365.073,262.199,190.757,155.015,126.272,120.106,119.130,110.768,101.976,106.133,110.265,104.292,97.538,97.837,89.390,73.736,64.818,60.859,61.157,55.462,58.842,57.841,105.183,582.407,1770.316,4773.255,9630.624,15809.140,19119.459,17686.894,11784.463,5796.289,2090.321,505.928,83.691,36.746,27.718,36.480,34.269,36.040,35.546,38.021,35.962,35.757,36.403,39.974,38.582,40.903,40.018,42.264,39.974,
460,5108.743,3496.960,3440.260,3667.275,3494.049,4373.850,4687.249,3760.788,2847.553,2087.440,2369.025,5010.846,9909.262,16846.958,20559.079,17045.396,9117.282,3707.209,1577.047,1110.734,1244.977,1091.991,1083.963,1009.949,1082.807,1040.850,1071.562,1116.458,1118.626,1048.817,1032.969,1032.968,1003.544,958.664,1062.930,996.762,946.531,961.573,948.194,1011.766,919.521,975.675,995.015,956.958,951.890,925.061,943.352,907.100,929.148,910.179,902.361,874.981,896.939,948.056,959.241,940.894,943.091,911.453,954.814,898.105,916.477,925.548,918.787,908.654,873.000,901.691,916.213,863.514,852.181,813.387,772.013,754.346,737.768,710.980,691.208,650.328,624.063,603.125,568.717,557.137,524.785,512.406,496.740,459.390,440.705,413.428,396.380,385.264,362.955,345.561,339.086,320.453,315.504,301.038,327.709,395.312,499.219,589.595,605.492,550.661,434.234,320.002,221.113,169.397,135.384,128.843,120.502,104.553,105.329,94.215,105.006,105.948,108.442,99.538,97.521,79.498,67.936,65.882,66.963,53.876,62.547,56.894,61.637,102.944,431.272,1715.416,4725.372,10372.910,16525.481,19241.436,16441.601,10671.396,5277.456,1840.239,415.080,80.504,30.265,36.806,35.476,33.891,34.595,36.391,37.178,38.139,37.669,35.566,38.195,37.564,42.911,39.342,41.569,
462,4020.597,4131.150,3685.195,3676.836,3873.044,3991.313,4726.661,4365.460,3003.792,2612.156,2200.216,3301.036,6872.893,13239.129,19982.735,19347.096,13410.912,6053.316,2382.339,1218.382,1121.487,1041.083,1055.403,1079.618,1053.881,1042.775,1107.079,1022.822,1071.094,1102.172,1002.611,1053.670,979.525,1004.950,1007.189,984.332,967.042,956.135,945.931,948.930,936.276,920.707,905.265,940.427,906.069,908.973,906.155,895.199,943.433,895.824,875.998,871.627,916.821,906.749,910.905,903.641,893.771,916.107,908.416,911.328,926.815,900.063,876.502,856.712,872.244,867.118,845.720,850.290,839.561,807.278,764.921,745.873,695.988,690.701,667.377,652.865,607.341,585.247,566.947,537.398,522.248,503.504,484.329,452.653,424.144,420.209,403.934,388.740,363.630,345.131,336.182,318.286,303.815,298.697,300.935,326.678,404.598,497.175,580.420,568.324,508.116,381.937,282.093,198.675,145.577,134.006,118.913,109.090,105.554,99.117,105.157,100.824,99.034,106.154,99.649,86.788,77.469,65.567,66.099,58.830,60.056,56.512,55.726,57.273,79.044,389.723,1558.409,4901.425,11047.580,16630.266,18600.952,15876.196,10625.927,5179.143,1789.681,488.446,78.809,36.398,38.475,36.375,36.823,31.851,32.103,39.359,41.742,32.793,35.332,36.139,38.559,38.958,44.629,
464,4111.662,3092.240,3147.254,2841.155,3558.290,4019.122,4733.196,4542.857,3132.185,2507.478,1962.646,2238.966,4530.361,9554.634,17379.074,20856.308,17127.709,9469.134,4061.914,1625.460,1119.327,1080.869,1002.965,1036.241,992.422,985.865,1033.524,1019.623,1024.293,1039.006,1074.392,984.531,1013.732,989.083,949.313,973.150,931.251,913.978,882.826,887.045,914.640,893.943,922.777,892.276,883.320,901.890,872.825,896.045,869.913,868.575,886.010,880.259,874.255,886.266,876.513,882.579,894.898,892.448,863.698,859.381,889.886,845.861,867.831,850.257,835.757,829.034,829.422,799.027,805.073,784.315,749.041,714.595,714.315,684.516,654.275,625.081,602.837,592.690,561.795,520.818,517.620,494.674,467.312,439.866,430.931,408.876,412.547,379.767,364.636,362.874,340.176,320.332,296.813,300.251,277.405,293.594,331.625,410.819,490.812,560.339,535.233,469.851,349.216,249.272,178.463,147.920,120.809,113.811,106.472,98.909,93.921,98.280,98.559,99.551,103.991,95.353,87.901,70.576,68.814,58.028,57.880,50.682,52.211,56.637,57.921,78.080,309.190,1470.307,5088.756,10835.108,16065.696,18120.766,15758.061,11141.666,5443.727,2276.919,620.926,85.866,38.819,38.112,36.722,35.138,36.948,34.217,39.479,37.408,36.300,38.378,38.490,39.570,43.116,
466,3646.390,3797.644,3820.905,2621.858,3426.982,3560.408,3753.887,3735.128,3693.160,2462.177,1849.225,1762.522,2981.661,6429.542,13927.301,19470.276,20151.120,13325.877,6761.941,2270.856,1186.906,1060.366,1064.011,1010.923,1006.908,960.537,1000.174,1028.941,953.683,1038.260,1027.599,963.934,965.136,959.085,1044.894,924.226,910.455,912.305,909.967,935.667,879.921,922.964,866.202,890.308,877.930,863.060,822.764,807.112,851.572,881.500,815.159,808.879,857.011,866.872,871.266,853.268,860.177,855.114,878.104,831.161,865.634,805.204,819.685,827.207,817.515,791.433,809.928,784.008,766.341,725.180,722.737,692.405,674.218,663.940,619.568,620.751,582.826,564.790,553.410,524.982,490.073,479.134,469.429,449.953,426.912,409.895,383.329,371.894,350.459,358.338,335.003,326.611,296.975,286.517,273.817,274.957,277.334,328.844,406.772,493.601,526.296,509.276,429.960,303.281,217.695,160.367,130.703,117.128,104.840,101.037,98.092,97.444,87.311,93.040,94.145,100.576,93.054,88.479,73.183,62.545,54.054,57.261,54.856,56.489,54.996,56.263,77.863,302.770,1696.701,5197.825,10649.244,15675.877,17747.081,16702.860,10756.613,5959.542,2642.878,699.305,94.075,40.171,37.262,34.695,38.843,37.710,37.738,34.103,35.573,39.061,39.195,36.116,41.283,
468,3809.261,3111.308,3370.800,3472.626,2667.331,2851.873,3664.095,4579.333,3835.496,3044.257,2052.618,1756.863,2036.900,4062.318,9952.422,17317.294,20977.646,17544.369,10454.309,3921.354,1474.516,1031.999,1027.746,1055.383,980.590,999.240,1027.885,1010.522,957.053,977.263,996.496,956.591,969.995,963.207,946.220,959.005,914.079,920.537,863.252,883.250,905.262,883.532,821.376,893.393,864.692,880.877,833.826,840.336,769.094,822.597,827.163,821.477,824.756,818.187,826.679,828.089,824.996,870.019,829.913,818.594,846.573,814.549,808.099,810.990,805.326,781.046,802.277,763.234,758.433,748.640,702.726,685.536,680.235,639.737,626.847,615.480,570.100,550.181,530.778,502.212,499.167,479.269,465.874,428.386,406.845,408.571,393.689,370.818,357.789,351.270,323.351,314.457,296.836,279.712,257.195,259.125,267.160,274.019,335.666,418.979,494.430,506.901,472.244,363.778,264.185,195.959,137.845,115.087,110.102,104.659,97.337,96.038,86.681,88.312,92.973,98.804,100.799,90.142,79.301,72.292,60.956,60.482,56.184,52.592,51.374,50.873,54.235,73.393,382.836,1736.586,5147.133,10472.068,15766.945,19308.205,15615.645,11030.687,6525.136,2821.817,508.130,84.919,35.885,35.062,39.228,39.861,37.429,36.875,35.140,36.671,38.602,34.793,36.765,
