426,5191.768,4852.190,5217.439,8266.366,16678.036,23522.354,24695.780,18721.777,8915.134,3356.706,1870.438,1183.229,999.497,781.379,628.652,644.152,585.173,591.628,543.409,460.270,419.128,435.745,394.504,407.435,381.977,438.557,352.549,374.757,328.992,351.164,353.926,345.661,339.795,319.348,350.109,362.664,296.651,340.878,323.123,336.204,330.036,334.985,330.553,330.762,316.653,337.306,330.062,339.016,326.140,325.864,327.141,317.093,320.373,325.096,329.474,335.818,313.540,300.683,326.852,318.121,296.816,298.406,291.946,319.618,292.570,288.889,276.883,259.762,261.051,256.250,247.180,255.719,240.449,233.780,220.376,210.337,214.897,195.632,198.917,186.901,193.695,236.075,328.049,516.454,695.897,813.391,759.987,629.810,410.547,241.147,148.645,111.927,103.435,106.380,91.792,95.357,103.272,108.858,110.059,102.943,88.100,73.315,71.227,65.992,61.961,75.520,123.248,1119.299,5660.076,19634.311,45863.319,70871.196,86914.127,81728.605,59523.253,30860.731,11557.638,2882.213,323.425,37.356,33.102,29.644,29.273,21.706,23.726,26.371,24.362,24.634,22.600,21.835,21.855,22.266,21.376,22.040,21.564,18.762,16.184,20.842,21.810,21.777,20.165,18.059,22.734,21.339,23.699,23.164,18.664,23.883,20.358,24.302,20.274,
428,6210.410,5602.979,4631.545,6240.688,11483.038,19793.850,25471.683,23706.890,13216.596,5614.924,1952.263,1033.512,882.774,813.108,682.125,603.304,557.492,601.443,580.649,419.707,431.638,444.255,436.429,437.344,367.250,387.515,335.049,367.632,321.859,323.886,330.520,328.777,354.183,326.724,335.174,345.845,308.718,302.305,353.954,326.904,336.497,329.466,338.083,326.295,329.155,326.710,317.311,330.136,339.628,331.243,320.624,329.420,311.064,318.367,319.637,320.375,315.564,328.887,333.698,320.395,306.762,303.201,289.863,300.506,288.472,282.372,295.475,272.275,257.206,265.039,252.625,246.747,238.500,227.610,228.336,210.223,206.259,199.756,190.236,178.969,186.628,199.414,233.645,344.516,521.945,694.549,792.402,729.348,561.572,373.753,222.932,136.642,104.705,97.413,85.069,84.791,99.543,99.579,109.835,105.577,98.306,92.415,72.971,64.436,58.374,63.177,71.556,120.092,826.878,5363.590,18944.551,39626.848,66706.956,84910.908,82320.820,58675.804,31543.741,12167.683,2998.592,309.776,43.691,32.662,29.395,22.709,26.555,26.723,26.368,26.872,25.646,20.459,23.039,22.543,21.764,21.808,15.697,18.790,19.050,19.878,17.194,22.196,18.073,15.071,22.406,23.057,24.090,20.767,22.373,20.154,20.264,24.551,21.608,
430,5600.834,4988.265,4428.907,4633.005,8360.159,16083.789,22953.858,24935.175,18095.985,9240.316,3149.536,1517.489,1032.506,886.387,660.453,635.370,495.731,571.579,599.101,502.154,424.227,485.750,407.778,409.380,347.081,353.750,353.846,336.651,353.091,322.914,346.237,315.192,343.366,303.751,316.200,364.478,306.858,327.237,348.039,344.811,313.019,316.404,319.542,344.063,315.663,336.827,324.534,317.140,345.481,314.545,301.907,285.947,319.207,323.551,316.450,324.486,306.935,302.992,312.851,309.024,309.956,292.180,277.201,296.644,296.151,272.815,287.692,269.267,266.141,260.851,244.423,223.367,236.987,232.773,229.395,222.539,198.256,200.355,184.532,175.917,170.244,178.877,199.995,265.961,379.037,572.262,724.016,771.439,665.738,497.373,311.501,187.771,126.919,106.076,91.040,84.721,97.135,96.830,89.196,101.476,97.276,90.632,80.279,64.383,54.928,59.789,68.231,68.197,107.891,960.393,6201.838,17304.804,40450.588,68112.080,84027.974,78556.716,55935.853,28723.436,10642.012,2280.078,277.323,37.712,30.440,27.354,25.827,26.793,29.798,24.675,23.669,22.610,21.550,17.162,21.591,19.360,21.182,19.667,23.430,17.741,19.506,19.617,20.367,20.408,20.260,22.760,21.699,18.660,20.976,20.470,23.243,24.875,20.061,
432,6360.754,4921.798,4525.985,3818.536,6209.150,13567.085,21594.866,26016.385,22270.268,13356.661,4990.587,1531.273,1048.423,875.994,825.861,760.769,585.200,569.225,480.744,447.194,457.224,411.296,382.929,400.572,336.851,345.887,367.875,352.344,350.501,361.838,339.850,295.763,319.219,320.042,316.436,355.220,293.240,331.692,346.925,334.102,326.937,313.453,310.469,332.199,328.220,317.547,317.588,327.901,310.160,300.462,309.830,315.274,313.722,330.724,305.995,304.171,310.917,306.018,311.675,289.918,299.856,295.801,287.322,289.610,289.504,272.497,281.636,279.991,265.970,256.475,247.009,239.836,232.069,228.159,222.310,218.739,191.103,195.980,189.275,179.581,171.155,167.863,173.237,203.012,271.423,408.207,595.439,726.666,725.759,593.622,455.786,275.061,166.048,120.227,93.673,90.970,84.322,93.657,87.345,87.970,95.067,95.676,92.001,75.485,63.019,61.521,54.005,61.477,65.150,104.928,1059.555,4796.701,17284.993,41009.870,66179.571,82924.019,77938.985,53273.295,27415.751,9317.985,2308.841,219.764,33.503,34.259,24.448,26.410,24.093,20.925,25.123,20.272,22.868,20.632,20.870,19.959,18.723,16.545,20.089,20.358,19.562,21.012,18.867,19.484,18.376,19.886,19.294,20.534,16.095,22.031,22.053,21.592,23.230,
434,5905.515,5448.671,4521.607,4050.001,3777.442,9060.471,16121.365,24862.973,26141.737,18843.628,8673.088,2765.054,1159.570,737.989,724.080,647.493,601.206,569.967,422.188,423.592,414.095,417.316,393.032,358.265,365.395,316.479,349.295,367.911,349.273,359.068,367.785,355.399,312.922,306.076,335.414,347.268,325.321,324.771,340.516,324.276,334.166,314.677,336.005,326.086,344.398,319.536,331.576,319.176,300.063,317.988,297.773,298.841,312.559,304.974,318.699,316.374,307.105,314.226,311.085,291.269,290.308,287.751,279.484,296.679,278.591,274.268,284.718,267.064,262.478,262.411,248.697,247.788,240.103,212.915,224.923,215.291,197.855,189.991,189.342,182.249,163.561,162.728,166.112,180.754,199.374,277.064,444.026,611.319,721.533,714.030,570.066,387.711,234.052,154.405,105.605,95.390,84.716,91.303,81.878,79.201,85.874,94.382,89.332,88.885,70.813,60.676,53.438,61.670,56.100,58.474,111.408,676.410,4544.448,16715.407,37854.960,65386.614,82278.803,75192.806,53022.435,27151.326,10637.520,2211.672,216.031,33.734,30.814,28.061,24.709,23.260,25.913,23.275,21.653,20.501,20.453,21.018,22.313,19.071,22.051,19.158,22.678,20.611,21.480,20.116,19.451,19.872,18.304,22.954,19.946,20.661,22.929,24.218,21.156,
436,6077.680,6436.915,5242.976,4183.254,3801.832,6383.216,12573.293,22129.421,28567.371,23301.708,13692.122,4657.495,1734.183,845.292,794.555,622.619,580.407,515.231,513.941,499.328,409.195,388.105,405.190,376.730,373.251,364.641,381.728,355.994,311.724,353.704,347.949,315.793,319.783,383.876,360.639,319.410,319.265,329.818,307.421,339.040,327.818,315.171,324.888,339.316,310.284,318.108,330.110,313.592,294.162,305.598,295.539,292.851,310.120,296.384,288.297,299.099,310.639,297.622,292.064,298.598,302.757,300.242,286.005,288.000,279.327,277.708,269.395,258.629,243.534,258.613,235.885,236.584,244.482,235.549,215.492,198.452,198.144,187.420,188.154,179.736,161.303,167.951,162.587,170.519,174.080,208.334,312.105,466.473,625.190,708.597,650.049,502.819,323.099,210.388,132.221,96.435,92.569,84.620,81.236,81.411,80.818,89.607,98.507,88.621,77.882,66.071,54.296,55.111,51.005,59.572,59.569,88.506,711.308,4824.166,15787.028,39537.927,66683.550,80516.386,73513.400,51645.381,28364.019,8991.889,1771.989,223.439,38.704,26.832,27.901,25.434,24.345,22.639,21.439,23.402,18.481,18.490,19.814,21.952,18.842,21.303,23.638,22.214,21.308,19.134,21.186,22.433,19.571,21.584,17.673,21.128,22.562,21.791,20.002,
438,5153.673,5491.518,5784.452,4402.662,3831.898,4774.945,7911.392,17360.564,26562.833,26441.317,18011.227,7411.398,2880.556,984.553,696.219,579.822,551.826,540.449,497.547,479.800,425.592,456.297,410.113,383.135,326.933,396.682,380.408,326.484,345.934,368.415,340.311,365.105,297.676,340.623,330.080,319.538,291.999,327.482,297.640,310.225,308.205,291.605,316.990,300.794,327.345,330.196,306.085,317.464,307.765,289.543,293.616,315.355,310.788,304.384,312.413,298.835,297.836,311.363,292.179,289.075,287.333,281.063,269.943,279.195,275.326,288.751,278.817,254.703,249.740,264.434,252.575,242.554,242.154,235.394,226.537,206.779,203.225,185.422,186.001,175.856,169.373,166.181,165.061,160.314,159.322,173.647,227.841,354.766,502.291,671.746,697.358,620.124,444.197,297.397,183.910,110.672,93.814,88.026,81.541,76.864,73.020,77.371,81.022,89.606,87.540,74.129,63.601,60.572,48.880,49.672,60.138,57.310,92.430,792.348,4534.301,17217.064,41739.008,67204.568,79372.593,73344.814,53605.729,24114.914,7508.311,1792.154,197.122,36.215,29.501,26.540,26.215,26.798,21.737,23.742,20.807,22.720,18.991,18.132,19.636,18.869,22.730,20.493,22.562,17.535,21.380,24.496,21.461,20.314,22.306,21.173,21.417,21.453,20.183,
440,5320.618,5207.166,5631.304,4508.344,3368.169,3630.386,5715.743,12775.785,22568.813,28217.839,24271.149,12268.771,4656.470,1689.378,806.202,630.119,582.391,546.446,556.130,453.841,406.756,391.895,398.560,411.290,335.856,359.067,329.110,350.334,313.383,334.625,323.994,371.135,341.421,336.652,324.054,353.667,302.290,371.191,309.586,305.060,299.158,320.880,305.435,316.672,320.775,281.310,293.761,326.788,300.326,311.240,279.053,301.436,295.549,291.524,306.597,288.347,290.000,298.266,298.055,303.522,285.123,281.839,273.994,264.772,270.689,269.511,276.949,277.543,265.694,246.493,254.140,241.714,221.047,228.739,214.264,206.035,190.279,196.767,179.410,166.827,172.359,157.707,154.409,156.880,155.475,161.169,174.515,250.989,357.942,541.895,669.784,674.328,561.614,397.012,244.482,151.128,108.537,83.740,81.233,78.189,64.749,76.552,74.717,81.280,83.414,86.148,72.213,59.825,52.976,47.263,57.145,52.133,60.328,90.170,654.998,4733.740,18164.128,42704.625,65752.053,79767.832,75180.594,49271.984,22798.767,8360.787,1920.362,193.040,32.965,31.173,23.745,26.147,25.121,22.998,22.218,23.710,18.863,20.925,17.308,19.671,22.527,22.939,24.026,22.665,18.413,19.229,23.322,21.196,20.187,22.764,20.256,23.300,26.616,
442,5470.669,4929.712,6419.144,4512.973,3769.353,3580.045,4136.678,9537.578,19132.810,26336.068,27131.223,16919.572,8342.412,2785.447,1062.984,544.413,511.542,575.845,437.309,448.693,442.371,440.837,425.949,356.880,332.482,363.969,354.892,318.996,345.252,333.125,330.448,322.800,332.663,354.556,289.500,333.171,276.854,350.744,322.832,296.845,314.014,289.938,285.630,329.116,304.817,311.088,332.353,312.750,337.161,285.675,272.593,297.757,317.700,268.798,305.328,306.938,287.827,291.820,296.436,287.011,297.978,260.947,270.913,276.062,277.481,266.554,259.133,254.566,267.226,247.375,232.187,247.362,231.245,218.046,202.928,203.824,189.742,193.878,178.876,173.701,173.065,164.984,154.103,154.240,152.639,142.190,164.492,189.729,269.625,411.126,556.080,666.868,640.957,519.039,348.397,221.152,131.666,93.882,82.032,77.410,70.634,66.647,76.625,77.784,84.158,83.844,79.496,68.109,57.699,52.110,51.102,52.576,52.783,55.870,97.723,755.390,5601.026,20354.322,43555.629,67561.783,79496.404,70666.954,45230.339,22799.852,8039.995,1698.771,205.342,34.531,28.028,26.253,24.812,23.318,24.607,21.527,19.585,18.335,20.537,20.765,21.245,21.059,23.007,24.363,20.318,20.261,19.311,20.174,19.759,21.781,20.749,19.772,21.151,
444,5610.645,5119.654,5552.329,4375.338,3496.046,3644.032,2817.669,5972.971,13658.627,22244.870,28709.979,22467.863,12797.189,5024.917,1463.821,763.923,696.189,540.786,493.633,422.313,429.595,413.881,354.286,358.800,358.655,313.717,328.160,366.763,331.688,321.643,301.935,334.778,328.862,347.910,330.682,327.345,284.080,325.404,283.303,296.051,269.683,336.972,312.640,293.289,273.001,294.449,310.996,300.071,332.567,278.172,279.602,324.199,278.365,292.438,291.327,278.055,282.239,288.021,284.243,269.970,291.595,273.501,270.926,273.115,266.067,258.719,257.299,248.935,249.005,239.941,232.353,234.946,231.695,211.486,212.764,206.864,194.932,176.771,182.157,172.685,168.035,163.250,143.835,145.834,146.703,145.866,147.443,159.848,179.771,286.998,409.852,579.697,652.317,599.843,461.226,310.354,186.935,125.858,88.788,76.079,69.282,62.618,64.529,67.218,72.224,83.153,80.335,77.819,63.361,60.777,50.415,49.969,49.611,49.446,53.620,95.228,824.647,6393.773,21014.528,43473.092,64220.624,77140.041,68142.550,46187.428,22828.405,7566.965,1857.771,216.676,33.610,27.480,28.926,25.074,23.390,22.203,19.199,17.124,21.434,23.975,21.187,21.558,22.802,23.270,19.263,20.027,17.816,20.591,21.461,22.497,21.887,22.562,22.828,
446,4411.225,4609.267,5244.858,5007.212,4760.765,3886.698,2603.439,4190.046,9435.867,18516.217,28055.400,26575.666,17775.648,8028.148,2679.532,837.692,584.541,540.793,503.511,439.147,424.386,372.000,383.650,344.753,399.825,366.212,350.124,331.334,350.398,345.773,291.154,384.446,303.508,327.114,305.580,323.745,325.781,279.581,320.100,261.032,297.872,307.977,283.145,307.998,313.242,309.996,303.209,297.779,295.735,271.119,279.803,290.142,293.673,285.577,283.804,293.803,279.174,277.329,278.745,274.846,284.582,281.565,264.502,272.481,259.423,260.953,254.568,241.235,231.613,239.967,223.476,231.797,218.895,217.284,199.549,189.344,190.497,177.657,169.261,164.696,157.265,164.043,146.620,149.602,141.327,134.987,138.754,143.925,159.215,196.508,312.712,458.357,602.705,628.947,544.533,402.712,266.558,163.577,104.256,81.631,62.782,64.914,64.226,64.848,69.350,79.090,86.713,82.361,73.417,59.841,55.862,50.151,49.491,45.136,51.926,58.019,91.617,983.209,7093.772,20978.124,39188.105,63542.272,76305.554,67528.721,45615.803,22083.665,8860.053,2154.268,237.977,34.759,29.252,21.228,24.309,20.796,22.314,19.334,19.724,21.336,25.607,21.396,17.395,18.054,20.395,23.611,18.809,21.404,18.770,21.080,23.681,23.217,23.641,
448,4438.199,4180.777,3873.101,4946.905,4893.407,3570.212,2337.000,3175.477,6918.359,14150.092,24640.495,28216.627,23112.905,12481.147,4531.266,1273.909,649.562,522.218,451.036,420.907,404.934,406.079,367.394,324.410,374.603,347.890,345.415,374.323,333.622,310.401,339.398,348.025,345.602,367.355,312.626,313.516,345.830,325.385,301.944,292.697,285.206,272.122,297.286,285.584,301.856,319.651,290.489,282.463,295.191,286.641,262.854,275.807,288.503,280.012,286.162,290.123,284.195,287.124,274.569,273.382,273.080,279.432,266.738,259.491,247.283,257.662,251.182,243.857,241.346,244.522,221.988,226.492,218.670,219.562,201.604,199.223,185.970,179.119,180.876,172.771,155.309,158.016,152.976,143.722,135.339,130.588,128.199,133.491,146.776,165.473,232.336,343.353,488.982,574.020,588.790,497.738,354.300,220.004,134.157,85.963,66.119,61.405,64.543,58.663,62.123,69.058,73.950,77.546,77.151,69.546,61.024,53.974,51.816,42.878,50.625,47.905,56.975,97.086,1446.554,7910.093,18709.047,39425.526,65362.826,75364.839,66685.739,43446.907,23615.722,8801.380,2040.610,198.151,32.801,27.421,24.215,21.865,20.316,21.056,20.083,20.590,22.142,18.641,23.008,18.258,19.717,24.655,21.994,22.317,19.098,20.212,22.573,20.918,23.290,
450,4528.628,4247.621,4155.063,4365.997,4507.799,3999.145,2632.126,2337.261,4230.905,8698.739,18804.950,27987.084,26428.537,17813.482,8081.290,2510.246,744.815,502.853,451.547,448.127,404.642,405.775,401.047,354.461,379.520,352.965,332.409,362.599,325.012,379.415,315.708,318.439,325.372,327.141,326.683,306.529,312.826,313.733,301.433,281.841,306.126,288.739,300.764,294.068,283.666,297.254,295.298,285.595,281.140,267.265,279.849,276.286,272.890,276.666,278.009,284.856,283.030,281.664,275.274,273.905,255.348,283.322,264.005,252.047,246.367,255.249,253.182,258.053,236.832,249.408,225.601,212.311,205.355,214.716,210.067,195.204,186.929,182.450,168.172,164.555,165.914,153.567,144.906,137.171,133.464,135.810,134.988,135.504,130.692,139.236,167.333,233.866,370.676,521.267,577.861,579.923,464.229,330.255,194.627,120.072,84.691,73.082,58.610,55.825,51.575,58.930,68.250,74.454,76.812,78.040,71.918,62.340,47.185,43.978,49.262,52.136,52.708,51.260,102.272,1490.387,5975.348,17013.783,41218.279,63975.204,75916.061,66256.053,47265.251,24694.485,9492.090,2111.693,178.708,28.805,25.863,23.035,24.091,21.331,20.251,22.488,23.307,20.229,22.986,23.532,22.997,21.884,21.659,23.720,19.876,21.063,21.415,22.767,21.488,
452,4696.908,4672.986,4848.921,4893.379,4674.239,4727.329,3005.677,2008.876,2745.634,5807.256,14363.294,25048.071,28593.347,23866.515,12693.066,4845.849,1306.572,581.431,453.464,445.785,378.535,417.255,390.649,340.845,396.750,362.194,343.024,332.775,349.423,351.971,297.237,288.729,309.141,366.514,313.567,312.317,319.155,305.204,301.585,282.841,282.602,327.943,291.885,308.751,302.570,294.575,279.922,301.117,291.446,269.371,273.898,276.932,271.294,279.512,280.892,267.851,278.766,279.029,260.668,277.798,243.068,258.868,252.086,243.076,257.401,235.155,247.697,237.779,249.994,226.362,229.442,223.434,216.097,197.120,199.039,183.802,173.192,183.823,181.563,156.928,152.045,155.759,151.740,143.974,136.459,134.754,127.185,131.858,132.923,133.831,141.185,177.979,272.777,376.929,528.167,573.645,548.216,418.365,273.885,163.216,99.735,75.657,69.487,58.179,59.962,55.687,57.182,67.674,67.685,74.824,79.081,64.928,56.802,44.029,46.962,43.407,44.624,49.643,52.312,112.953,1160.385,4969.586,18483.913,39705.370,63710.557,74479.647,67453.304,47324.583,25460.354,9724.165,1865.310,189.802,31.672,24.479,25.693,22.507,19.362,19.195,19.909,23.401,22.824,21.498,18.985,24.966,22.555,21.189,19.186,23.490,23.260,19.988,26.040,
454,5125.982,3682.597,3430.573,5276.867,4532.375,5734.893,3734.889,2515.757,2152.212,3684.488,9569.134,20589.139,27991.993,26981.237,17622.410,8187.701,2436.199,691.341,497.906,460.054,445.586,420.278,387.838,372.285,358.859,380.529,366.936,344.847,340.129,329.627,333.601,319.515,349.305,329.764,342.820,323.018,302.685,273.878,304.722,260.420,282.899,283.903,296.120,302.361,303.672,280.543,300.713,285.311,261.530,263.230,244.697,259.084,270.633,273.992,296.272,265.426,271.592,260.285,258.440,259.930,252.478,264.556,258.852,260.638,258.143,239.784,247.195,236.235,243.797,219.126,218.108,219.014,221.248,204.955,193.269,191.210,181.365,177.489,168.800,161.850,155.916,147.625,155.759,148.251,141.521,132.933,135.867,123.154,119.215,127.775,126.374,145.797,191.295,270.266,411.304,525.050,543.930,473.635,355.078,226.868,136.190,82.783,66.567,58.272,55.062,56.654,54.995,60.277,64.635,71.423,75.823,73.923,62.425,56.119,46.610,41.585,45.546,47.394,48.330,54.501,117.451,1000.785,6330.650,19082.470,42086.076,63802.343,72806.542,65066.917,47178.867,25277.636,8338.947,1609.520,165.601,30.650,23.875,23.953,21.067,20.389,21.048,22.780,23.359,21.636,19.141,21.835,23.489,21.033,20.712,23.257,23.415,21.112,25.406,
456,3623.036,3718.812,3486.779,4831.571,4408.008,4601.813,3896.314,3283.624,2081.748,2585.203,5530.698,15085.381,24895.113,28732.415,23164.411,13245.393,4712.241,1159.295,471.878,446.887,440.736,434.359,397.281,375.708,323.517,330.426,389.869,329.527,319.863,340.071,347.366,331.456,331.420,314.640,314.017,338.155,310.966,286.025,280.831,277.401,284.179,259.522,279.771,273.304,299.187,261.538,266.114,265.385,269.390,251.765,260.093,273.164,252.973,284.300,256.643,265.579,254.506,254.733,263.099,250.490,253.327,250.412,239.534,237.172,238.382,233.321,244.244,228.536,227.800,219.328,221.154,223.003,211.000,201.066,199.139,195.706,182.394,171.443,170.085,163.410,152.275,152.920,140.295,143.120,142.698,132.460,128.299,131.645,113.231,117.129,116.379,131.122,145.734,197.357,303.485,437.871,527.756,523.681,446.177,318.140,185.241,111.224,75.324,61.289,57.402,57.160,54.144,50.434,52.928,62.966,74.841,79.328,68.552,65.444,54.711,42.341,45.572,42.297,41.681,46.486,52.382,116.872,1191.087,5918.206,19277.843,40612.309,60337.856,71378.504,67577.863,48639.241,23420.859,7683.420,1619.763,166.328,27.105,27.209,25.766,24.146,22.120,22.398,21.436,23.985,19.424,21.787,16.549,19.635,23.266,21.992,26.889,24.503,25.009,
458,3961.596,4018.768,3100.194,3695.369,4541.110,4534.679,4428.747,2885.870,2225.249,1781.675,3326.364,9751.349,19717.087,28439.028,27606.838,19091.993,8784.850,2527.997,662.722,399.108,459.111,411.476,356.551,354.285,290.022,307.119,302.540,319.770,310.353,321.174,297.497,324.783,272.972,303.817,317.468,294.237,287.350,298.420,301.239,298.455,293.180,264.239,279.960,244.983,265.686,285.560,276.240,253.558,264.269,252.994,245.844,266.895,252.072,241.503,258.497,274.029,252.322,263.055,247.488,253.439,245.908,248.243,219.176,246.195,234.142,237.197,231.717,234.930,238.238,223.751,221.759,214.342,198.275,195.736,193.380,180.760,175.949,163.356,175.617,172.129,155.379,141.872,154.455,142.422,138.424,130.642,127.000,121.257,122.973,117.592,113.755,117.313,120.542,155.821,226.258,317.511,436.418,490.463,493.880,391.220,263.643,171.350,103.427,70.913,61.954,54.255,51.956,51.166,56.567,56.014,70.144,70.721,70.566,73.982,57.699,49.687,38.903,41.891,40.048,44.215,46.238,54.045,104.437,884.501,5504.056,17923.484,36273.285,58174.066,73288.832,69540.513,47943.793,23929.527,8247.770,1865.149,209.523,32.318,25.389,27.871,23.248,26.921,22.554,22.814,21.554,22.426,20.213,23.640,21.014,21.001,20.687,23.425,24.748,
460,3752.901,4216.388,3862.783,3524.991,3801.084,4349.955,4005.461,3238.949,2352.899,1477.452,2221.486,6012.342,14257.590,24979.399,29131.842,23840.425,12951.968,5141.018,1262.566,461.974,363.899,385.126,347.546,315.611,370.367,306.610,323.838,357.208,294.012,307.756,285.119,317.745,293.456,338.380,319.978,310.619,283.127,307.051,282.338,293.117,272.728,283.866,281.039,263.917,280.540,273.257,255.271,262.680,258.586,270.141,255.330,255.260,252.864,249.974,240.328,255.199,233.553,262.992,248.183,238.520,257.404,241.102,235.565,247.544,239.884,233.232,216.611,216.728,212.443,216.069,209.419,211.874,199.020,200.507,193.164,181.471,172.951,164.556,166.277,157.716,144.852,148.298,140.814,134.861,133.565,123.272,125.765,115.884,107.980,117.158,111.653,115.577,115.331,124.504,153.610,241.379,356.726,452.098,486.198,448.657,332.840,234.365,138.899,86.156,63.540,52.349,45.906,50.492,51.570,55.052,61.288,60.156,67.132,75.650,67.950,52.234,46.233,44.145,39.998,37.594,45.463,46.828,50.612,107.362,1071.891,6268.607,17613.566,38206.699,61485.515,73521.692,65957.125,43842.345,21415.923,7363.367,1537.381,179.528,31.273,26.696,23.513,24.175,24.825,25.456,23.878,25.836,22.575,24.211,18.761,21.224,17.742,21.401,24.490,
462,4194.492,3787.909,3598.325,2711.405,3293.491,4276.753,3852.279,3960.314,2866.184,1691.061,1735.057,3403.383,9902.753,19702.592,28891.528,27729.561,19157.395,8752.712,2476.010,645.902,298.998,394.221,415.747,302.299,340.935,340.580,354.170,336.528,316.681,298.209,302.784,342.791,277.353,329.093,295.598,327.800,270.162,289.665,267.987,293.526,245.030,264.907,277.755,260.808,271.261,272.435,258.652,250.042,248.514,260.885,239.581,245.798,232.777,244.432,248.772,242.783,246.531,263.494,231.236,238.124,233.360,230.611,232.336,239.373,221.345,235.936,236.202,214.519,227.175,206.637,210.192,196.935,206.067,183.744,196.998,186.817,168.975,172.657,163.502,158.853,142.208,152.673,133.653,131.465,125.082,121.276,119.629,118.390,118.182,117.203,110.811,111.136,108.113,116.470,123.393,175.662,243.879,356.395,442.717,469.444,401.563,306.957,193.450,116.585,79.319,56.770,51.238,48.201,49.925,50.050,57.811,53.710,61.572,67.765,70.206,57.504,49.055,42.419,43.225,44.424,41.002,39.919,42.388,54.449,101.076,1214.056,5652.857,17685.383,39253.603,60535.328,72096.246,65098.266,42515.595,20619.826,6986.253,1716.710,176.657,30.218,26.430,27.975,27.120,22.971,25.425,21.608,27.978,21.974,23.062,19.674,19.578,25.219,25.947,
464,4224.895,3525.495,2729.037,3794.238,2906.097,4259.786,3427.445,3220.803,3351.456,2186.409,1564.392,2185.234,5425.392,14262.252,25463.770,29753.434,25233.209,14122.869,5448.200,1287.559,418.100,389.358,377.725,349.631,384.479,321.428,329.280,352.401,331.858,333.138,325.318,327.202,347.551,303.284,300.746,303.744,283.466,296.813,260.746,305.991,275.249,251.541,281.325,275.239,259.833,253.126,259.880,254.648,236.816,256.753,236.945,260.696,235.705,236.013,243.207,250.278,234.420,247.112,240.028,228.786,258.720,242.713,225.276,247.085,229.866,224.976,214.773,207.170,227.355,211.774,215.298,199.552,183.358,190.615,186.967,180.963,177.085,169.739,162.291,155.767,144.650,149.316,134.396,141.207,133.306,122.599,120.361,117.610,109.531,113.839,106.513,111.135,93.105,109.087,103.137,128.388,180.233,256.392,384.288,430.642,449.244,370.724,267.251,164.205,105.783,60.865,57.878,51.144,52.356,49.047,46.429,53.991,52.792,66.667,67.861,68.781,59.401,54.525,40.476,41.096,39.088,44.296,39.952,43.033,48.276,116.383,967.572,5409.762,17655.830,36887.884,59410.137,71250.601,63022.855,42171.523,21545.158,8573.776,1961.369,196.428,30.044,29.077,26.046,22.239,24.677,23.181,26.392,22.595,23.344,20.997,20.988,21.248,25.548,
466,3692.691,3648.047,3066.615,4005.948,2701.285,3834.089,4363.049,3758.124,2979.831,2101.636,1956.882,1499.986,3305.635,9164.253,20277.273,28842.665,29119.970,20435.802,9541.350,2681.218,655.989,396.222,331.364,380.226,329.465,320.666,329.380,339.569,333.594,346.941,276.683,314.159,346.252,321.418,267.494,280.880,271.231,307.204,268.365,263.842,256.133,277.130,253.583,254.688,258.007,260.877,266.260,243.711,232.693,233.922,235.149,228.796,232.272,233.625,248.726,235.062,226.284,232.097,216.920,214.875,240.620,227.960,226.220,229.313,225.167,205.018,213.889,216.545,211.388,207.976,197.573,196.254,195.789,185.590,173.393,171.971,160.097,157.119,157.165,145.968,142.530,137.665,140.501,128.740,127.055,125.692,118.786,118.259,118.755,115.324,106.416,98.987,95.256,107.835,103.877,112.127,132.159,178.259,281.677,374.782,424.137,401.540,333.898,228.194,136.670,87.430,63.785,54.199,53.134,52.309,48.481,47.999,51.757,59.734,63.344,65.945,65.966,61.260,52.897,45.871,38.747,39.101,43.952,43.505,45.997,50.245,102.055,1004.834,5901.044,17056.915,37562.855,59996.556,70082.233,60772.958,41259.729,22348.324,7894.655,1589.419,190.096,33.986,28.626,26.646,26.023,24.215,23.260,20.879,21.385,22.523,24.450,23.064,24.666,
468,4601.795,3235.557,2266.047,3784.656,3287.110,2903.848,3574.471,3771.897,3631.098,2834.296,1912.797,1320.518,1774.281,5208.111,14464.950,24696.026,30331.653,25947.205,15024.793,5088.149,1212.650,438.922,350.768,384.796,331.161,312.340,326.016,283.907,336.890,327.962,304.019,308.327,303.085,299.365,305.006,272.783,300.460,285.119,305.616,273.469,272.641,274.955,274.180,255.075,251.656,219.978,260.127,250.883,242.741,249.566,218.022,233.703,230.982,230.870,227.385,223.899,241.063,224.868,227.606,222.450,232.032,219.852,226.067,219.844,201.419,221.795,218.251,210.800,199.095,204.105,190.906,196.656,187.605,193.688,171.474,176.133,162.593,160.163,151.290,140.800,146.848,151.551,135.145,128.963,125.511,119.967,115.950,120.956,108.016,117.234,102.315,104.496,97.783,97.533,99.383,98.714,110.223,134.671,204.728,285.257,389.456,404.323,370.218,284.515,179.822,119.638,73.924,56.491,48.708,45.024,44.283,45.934,45.865,49.361,57.477,65.776,66.531,65.700,53.093,44.614,44.406,37.706,40.608,41.983,46.291,41.613,52.441,101.632,1182.103,5503.641,17522.192,39231.116,59857.725,67393.921,59327.477,40965.686,20176.747,6741.271,1539.796,195.762,27.946,25.359,25.806,24.728,24.625,24.475,22.549,25.670,22.675,22.587,22.175,
