428,5742.860,5920.921,4667.685,5502.515,11087.028,22467.371,27235.724,21426.841,8831.278,4080.787,1721.501,1098.543,931.606,870.208,799.262,658.635,608.577,621.121,479.415,444.677,420.857,399.786,364.326,378.333,354.555,316.486,345.930,305.843,309.210,250.843,261.732,254.589,290.244,272.776,270.458,266.545,281.341,274.731,264.591,281.562,280.789,263.725,268.230,305.798,302.095,286.327,291.273,266.836,291.411,268.654,269.460,291.026,280.849,264.990,269.250,256.656,256.191,319.816,325.459,358.306,357.265,357.711,323.129,330.390,267.890,246.090,239.179,218.500,217.805,194.093,191.262,194.859,189.946,183.054,173.679,174.122,155.253,162.157,155.860,153.445,154.114,161.666,216.290,339.190,512.310,679.656,774.213,695.334,515.662,316.229,202.796,110.319,88.991,78.632,71.864,78.765,80.839,80.062,92.501,90.154,75.053,71.876,58.754,52.931,51.587,52.636,56.051,82.239,287.721,1496.312,5267.098,11917.679,20073.322,24905.510,24358.960,18176.372,8450.361,2998.210,657.932,94.125,28.763,22.640,19.826,20.581,22.772,21.900,20.546,21.123,22.132,22.077,18.783,18.643,18.946,19.115,16.351,17.254,19.453,16.080,20.075,21.261,18.453,18.551,21.800,20.353,18.926,19.196,20.944,21.572,20.778,20.782,24.577,
430,6800.801,5330.426,4429.777,4527.120,9669.953,16773.715,26432.130,24283.619,12237.330,5758.007,2420.401,929.635,1140.734,708.869,619.275,620.196,616.200,628.976,483.729,509.308,460.847,395.567,413.043,358.953,381.452,363.420,328.797,302.738,315.067,293.418,240.996,305.557,260.717,286.218,276.649,274.826,290.196,251.315,240.614,270.737,257.934,271.592,264.364,268.490,286.979,269.384,267.253,251.184,280.756,277.524,267.375,273.079,265.537,267.067,265.520,271.415,260.630,331.048,349.552,353.328,352.297,363.286,328.417,328.810,248.710,226.356,230.414,228.717,220.818,211.524,196.825,195.101,195.184,181.744,177.493,173.966,160.695,164.723,153.126,152.928,142.901,153.939,166.295,251.796,383.679,550.296,694.361,752.065,648.055,437.863,278.322,158.114,102.273,73.805,74.508,70.442,74.491,71.424,85.930,80.854,84.487,70.915,66.168,53.773,54.496,48.719,50.120,51.512,67.764,305.612,1667.915,5358.369,12865.882,20935.253,26295.257,25444.173,15099.107,7638.973,2746.633,607.867,98.369,27.320,23.183,21.445,19.826,21.896,22.000,20.872,20.061,19.387,23.237,17.617,16.905,17.097,18.571,18.954,17.740,18.835,18.840,19.859,19.457,18.780,21.395,22.045,18.886,19.833,20.717,20.497,18.572,21.797,22.727,
432,6861.526,5409.404,3528.978,3908.148,5602.110,13682.989,22511.244,26865.052,16604.198,8512.308,3654.229,1376.384,881.198,800.456,838.009,589.116,640.470,587.490,501.086,472.419,443.113,402.997,331.913,401.412,331.251,332.478,316.643,327.022,318.904,294.837,284.302,296.805,243.805,263.524,277.116,270.147,248.830,280.292,255.968,266.118,261.379,253.849,291.254,260.959,267.056,256.269,264.225,274.077,268.867,284.871,268.988,283.657,268.569,267.567,262.409,281.783,265.070,310.550,336.403,340.174,369.371,334.815,323.003,321.285,260.201,214.906,221.069,225.766,216.199,213.432,200.412,195.139,196.418,178.224,161.250,166.354,148.887,152.319,144.548,145.576,138.126,142.204,143.496,178.603,256.314,405.774,576.098,701.566,708.635,573.754,402.403,244.621,133.993,91.470,83.391,73.790,70.299,64.135,74.224,77.890,79.002,84.252,82.751,56.776,61.181,49.580,45.381,54.982,49.036,64.708,292.926,1523.584,5748.415,13073.748,21669.290,26962.055,21448.244,14899.462,7739.728,2513.434,730.971,68.614,25.487,21.517,19.743,21.272,21.123,20.710,21.322,21.842,19.020,17.782,19.879,18.063,15.056,18.051,18.487,20.139,20.381,18.972,17.042,19.572,21.148,21.845,21.849,19.213,20.473,21.640,18.491,19.450,18.957,
434,6023.540,5451.697,4776.112,4041.916,4362.991,8511.361,15838.439,24223.606,19283.658,11893.171,5925.898,1863.541,1008.330,865.044,598.298,671.304,598.276,504.387,462.397,426.729,477.157,400.653,355.827,335.568,317.617,335.809,357.738,324.849,291.548,297.810,282.937,295.153,299.252,257.490,260.359,247.670,271.860,261.378,250.885,256.376,264.028,281.842,273.517,281.828,249.132,265.559,250.072,272.815,280.429,252.494,271.680,250.274,272.608,256.521,248.697,275.111,249.150,311.519,346.325,369.046,352.020,355.491,344.470,306.568,252.242,214.676,219.519,218.919,208.749,204.189,203.651,193.736,187.326,179.394,160.597,174.243,161.556,160.447,151.225,142.443,148.508,134.404,137.216,151.392,183.255,271.729,421.489,609.256,689.166,677.576,538.145,339.535,199.425,130.126,82.222,70.985,69.154,68.962,74.039,66.613,82.187,82.445,84.074,67.971,63.554,46.722,43.094,48.840,48.154,48.435,63.565,280.906,1663.508,5703.957,12727.448,21597.927,23637.374,21975.328,15595.229,7235.304,3271.926,619.645,68.491,23.399,20.757,21.482,23.521,21.318,23.090,20.427,20.595,20.168,19.645,19.015,16.268,17.332,14.865,20.657,21.141,22.275,18.611,19.224,20.254,18.817,21.843,19.789,21.487,20.926,22.248,22.641,19.892,
436,6349.832,5655.318,5536.406,3510.649,3596.014,6082.275,11048.620,20973.990,20315.656,15507.843,8647.465,3125.170,1141.362,872.970,764.645,659.200,572.090,457.762,503.740,352.521,408.238,385.049,400.183,343.520,300.019,301.760,313.328,276.278,299.348,279.680,274.627,282.879,279.476,290.815,291.378,270.814,238.807,276.236,275.420,270.830,265.175,258.352,271.707,253.304,261.849,278.866,270.756,254.258,257.621,262.507,254.298,263.012,265.329,248.043,262.294,260.238,250.553,326.861,328.030,366.669,366.265,353.017,332.418,303.509,254.302,218.598,220.294,214.427,205.057,199.594,213.138,193.546,174.875,188.652,179.160,167.143,163.554,155.653,141.399,151.439,140.273,141.831,136.092,135.895,147.387,190.321,301.207,465.443,622.447,698.888,633.916,469.471,306.306,191.721,108.384,77.110,64.472,62.738,65.695,62.442,69.018,74.429,83.784,77.412,73.247,51.976,46.128,39.762,43.635,43.012,48.871,58.633,306.991,1750.203,5457.504,12792.024,19709.588,23486.641,21561.729,13445.601,8262.724,2513.118,494.635,74.173,21.755,22.398,23.851,20.961,23.931,19.684,23.504,19.632,20.280,18.317,19.420,18.618,20.104,22.165,18.178,17.162,19.459,17.267,20.594,20.137,21.915,21.127,19.624,20.455,22.645,22.765,20.267,
438,7079.584,6737.354,5478.811,4375.872,3168.653,4602.758,7178.872,15703.864,19849.653,17688.903,11578.882,4884.772,1743.668,818.817,779.428,590.732,588.293,497.557,479.850,412.090,439.569,416.293,367.214,354.811,320.352,329.466,293.266,300.851,289.694,280.803,288.725,277.082,295.243,284.652,281.413,264.561,232.097,248.615,261.645,274.516,244.338,265.850,262.883,267.777,242.607,261.685,243.843,244.336,266.501,260.357,270.348,243.798,263.447,242.744,259.645,253.977,251.559,311.187,345.754,367.352,336.113,340.531,329.426,308.648,262.640,216.064,212.923,205.533,214.477,209.549,195.253,191.843,189.379,171.964,180.051,169.738,166.968,150.118,152.098,143.992,141.171,135.926,131.558,122.789,133.750,139.838,206.853,326.844,476.926,623.042,690.820,585.987,419.221,259.584,150.730,91.207,71.867,63.574,65.116,61.106,63.655,68.792,79.248,81.398,75.485,58.021,45.331,42.921,44.328,43.341,44.664,44.081,59.068,310.363,1577.392,5812.535,12494.019,19183.132,22618.606,18754.926,14739.768,6906.905,2296.422,560.696,77.443,23.399,24.538,21.760,21.174,22.502,20.669,20.631,20.341,14.757,17.671,17.996,16.586,16.521,19.603,21.037,21.430,19.339,20.884,23.311,20.538,17.710,16.645,18.239,21.009,22.440,22.320,
440,6280.258,5414.344,6390.036,4379.154,3783.124,3803.626,5186.160,10606.641,17521.081,19046.603,15340.223,7500.193,3012.217,1102.408,729.971,633.078,625.658,517.885,510.149,429.376,389.559,356.680,361.335,320.283,341.360,294.251,333.961,293.496,269.436,291.771,288.656,273.938,283.394,284.585,253.797,263.352,249.281,241.518,259.603,236.817,239.686,223.399,243.807,250.060,243.404,286.488,238.385,237.043,239.116,234.199,252.072,238.158,242.914,241.368,261.418,254.775,246.281,316.495,331.292,355.946,358.501,339.185,322.424,323.449,252.420,228.280,213.752,221.109,212.940,200.715,204.819,185.259,188.811,186.490,177.970,160.832,162.955,151.641,152.469,134.281,135.718,134.280,135.295,126.866,125.286,129.224,161.070,223.772,340.622,525.592,633.486,631.646,537.788,376.570,236.814,127.397,86.933,68.944,65.331,62.214,53.393,62.461,64.809,79.081,81.633,64.683,57.248,49.296,46.643,36.642,42.244,44.521,43.654,60.241,249.832,1575.632,5221.074,11307.101,17984.076,20189.582,20474.024,13447.429,6669.027,2573.160,664.163,69.355,23.087,18.069,21.557,19.329,22.520,18.475,17.191,16.523,15.602,19.479,20.441,20.295,18.420,24.465,24.138,18.465,21.552,21.533,19.109,18.723,19.571,21.992,19.215,23.181,23.742,
442,6199.012,5565.731,5737.704,4606.798,4452.920,3080.083,3984.100,7381.956,14359.339,17695.663,17572.158,11115.365,5156.177,1830.905,842.147,487.508,568.957,468.774,482.059,484.307,431.029,456.370,311.574,358.200,346.182,294.437,333.435,274.749,296.269,277.858,265.608,257.525,304.643,276.537,258.122,263.777,245.379,246.793,248.346,263.430,262.806,244.140,246.339,251.483,239.161,278.552,261.588,242.442,264.631,236.434,250.125,261.339,255.841,250.240,271.204,241.003,246.098,289.573,334.055,349.839,348.822,342.099,329.567,315.399,249.306,222.690,209.709,205.516,210.621,197.462,199.999,179.811,194.015,173.519,168.736,165.901,163.071,145.473,147.988,137.352,143.493,138.786,130.048,123.542,120.642,118.865,129.434,150.698,248.289,403.838,539.131,642.576,602.335,496.848,323.061,186.959,116.934,82.668,65.358,62.233,48.143,55.355,58.613,68.246,71.456,68.848,66.855,53.038,51.759,39.752,40.192,43.331,43.091,43.639,51.932,291.417,1524.805,4863.364,10808.708,16561.177,20989.894,19114.607,12920.444,6784.699,2614.141,524.731,67.295,22.529,23.624,19.872,22.190,20.229,19.766,18.190,16.615,17.601,19.011,17.472,20.372,19.962,19.127,17.879,21.812,20.549,20.063,17.564,18.747,19.370,20.321,22.763,23.221,
444,5307.335,5510.070,5850.820,5221.684,3903.420,2754.049,2728.797,4717.431,11139.524,16300.349,18568.346,14283.573,7770.971,3216.557,1048.518,609.073,587.701,612.269,462.415,441.543,392.746,325.295,351.925,341.136,333.721,296.721,324.955,301.448,278.750,271.876,274.243,264.232,253.441,278.730,257.208,279.950,259.753,233.590,240.855,232.816,222.418,257.193,264.930,245.343,245.600,243.897,236.777,230.950,246.126,244.538,253.214,238.708,249.028,248.395,237.276,240.504,243.261,286.099,336.458,341.448,341.160,327.005,334.631,300.075,241.573,196.199,206.094,206.302,202.582,187.647,180.140,182.461,182.607,168.584,177.375,169.771,153.331,144.073,147.857,142.827,136.901,128.607,120.483,122.358,114.531,117.963,114.741,123.976,171.536,263.510,412.419,569.821,634.717,580.400,435.695,279.370,158.434,101.201,70.924,58.054,53.889,51.965,52.409,58.287,72.798,67.023,70.002,63.864,55.758,43.209,39.362,42.219,41.791,42.221,44.546,57.219,244.243,1355.310,4680.493,10337.839,16881.585,20664.161,18502.480,12904.752,6919.014,2300.980,523.792,71.997,24.815,21.411,21.857,20.271,19.828,19.954,17.492,15.542,19.044,20.341,20.245,21.365,20.338,21.124,19.185,19.739,22.797,21.361,21.279,19.133,22.067,22.883,21.885,
446,4700.957,5036.529,5112.038,5730.150,4328.658,3498.764,2939.096,3426.426,7087.499,12955.835,18543.995,17277.262,11650.874,5028.457,1678.970,716.146,539.882,491.845,454.224,409.418,397.282,421.127,378.700,363.791,363.594,347.527,318.126,279.929,298.870,263.663,268.765,258.140,231.154,281.046,250.482,255.417,262.018,247.475,254.941,253.513,235.568,214.287,224.978,258.370,222.918,250.612,242.307,262.032,231.516,252.028,237.642,247.365,232.871,246.897,256.864,220.324,259.098,299.744,324.438,318.896,338.988,322.894,316.700,295.661,232.606,212.483,195.449,205.610,200.844,208.503,180.089,181.264,179.049,161.726,161.294,155.952,152.493,143.058,148.563,131.047,129.000,124.362,122.838,118.289,124.397,120.923,112.363,112.610,135.712,189.816,277.544,448.422,561.933,603.266,523.238,363.392,235.569,142.609,88.380,61.202,52.490,50.992,52.530,53.702,57.111,65.981,69.682,71.091,61.944,51.476,43.996,44.502,38.217,42.825,41.019,42.857,55.903,242.293,1395.408,4718.078,10267.208,17001.121,20017.070,18172.752,13050.388,6563.290,2316.078,570.068,62.589,24.000,21.541,21.659,19.295,19.912,19.298,20.817,18.446,21.057,21.228,20.629,18.538,21.972,17.478,20.620,20.698,19.967,19.696,20.260,22.136,21.338,19.581,
448,5620.461,4794.438,4872.865,5743.432,5096.830,3853.638,2756.840,2759.443,5270.838,10337.693,16813.949,18792.873,14477.272,7663.781,2978.194,1068.009,511.186,453.121,361.751,436.116,442.630,359.402,394.224,401.901,328.686,291.223,290.566,290.499,306.483,295.447,258.688,275.650,282.626,275.111,254.141,273.095,239.331,247.081,230.036,254.104,233.234,233.543,252.719,250.650,239.548,243.455,243.639,231.923,241.290,238.688,241.798,232.036,228.423,242.336,246.423,220.026,224.001,285.814,305.745,320.282,305.866,312.704,307.156,298.896,232.785,204.884,202.718,190.421,191.753,191.146,182.786,182.217,176.731,169.170,152.526,156.620,149.409,140.582,138.632,132.548,131.436,129.831,119.936,122.749,116.364,115.576,104.878,99.941,113.544,138.779,210.054,325.895,475.703,578.681,566.866,440.626,318.771,201.369,119.590,65.242,57.242,56.931,44.139,48.244,53.540,57.814,62.490,65.616,68.328,58.032,52.104,43.434,41.811,41.581,38.226,39.320,41.208,53.996,302.814,1604.757,4844.590,10727.286,16808.946,19466.997,18021.173,12216.594,6042.006,2165.228,461.601,59.550,20.806,22.675,21.622,18.198,20.046,17.836,20.798,17.302,18.576,19.529,19.250,20.338,19.537,23.345,18.200,19.879,21.782,19.439,22.576,22.414,19.785,
450,4993.817,4872.175,5314.936,5654.437,5050.289,4254.825,2701.024,2479.645,3503.705,7021.637,13245.411,18450.398,17093.036,11236.920,5008.204,1613.305,668.631,482.524,467.944,379.854,336.949,390.014,402.279,349.632,322.478,284.905,302.918,297.096,284.468,275.982,255.572,267.900,254.672,282.458,250.935,278.744,258.734,260.271,250.234,237.582,225.858,206.919,232.432,238.849,246.156,229.149,227.825,205.452,226.155,238.946,234.128,224.918,234.272,233.113,239.109,212.577,240.329,292.266,306.961,308.863,320.084,310.103,318.047,303.058,229.427,193.538,186.793,198.446,198.187,180.466,183.047,182.143,166.701,165.313,159.360,157.015,149.609,145.199,134.445,135.000,124.824,128.839,119.329,119.113,115.411,113.764,98.910,100.109,99.132,111.860,140.128,225.398,346.832,500.674,565.629,553.046,441.792,290.892,169.930,93.843,67.886,53.619,49.368,47.022,45.939,51.869,54.263,66.680,67.596,65.495,55.283,53.606,42.914,41.402,39.672,40.072,37.848,40.939,53.497,294.371,1414.467,4740.320,10502.637,15920.123,19426.545,17384.206,11793.917,6090.485,2216.406,441.355,63.722,23.224,22.053,16.393,20.145,18.224,19.486,20.822,20.709,21.226,22.394,19.894,20.460,23.476,20.459,19.970,21.808,19.349,18.291,25.229,23.629,
452,4600.974,4253.789,4094.088,4833.575,5440.468,4741.143,2942.729,2136.418,2698.700,4633.505,10510.715,16121.542,18219.089,14789.433,7900.390,3117.592,1075.962,536.173,437.384,334.920,377.672,356.037,347.193,329.823,332.091,272.199,258.396,289.955,255.950,274.004,306.960,262.663,267.524,264.595,275.212,250.055,233.317,256.179,239.710,238.405,229.654,220.392,243.263,239.881,228.541,231.503,245.478,232.928,224.716,243.447,222.342,234.784,234.045,221.106,224.570,216.070,227.158,281.335,303.373,318.179,301.153,298.242,313.213,276.225,225.809,213.061,191.598,195.605,179.484,180.858,185.949,175.241,170.503,160.959,156.442,158.510,138.607,133.751,138.617,135.630,123.842,122.683,121.760,125.147,117.774,117.168,109.109,104.143,98.970,101.202,113.831,153.756,247.053,383.761,507.640,559.941,506.358,389.863,248.667,138.592,79.834,60.182,47.884,44.292,45.101,45.774,45.431,57.047,61.395,64.004,67.673,58.146,45.989,38.313,38.815,40.581,38.288,34.581,43.647,56.293,247.473,1378.811,4643.993,9903.046,15837.902,18703.366,16717.140,11689.840,6188.001,2150.798,558.188,64.262,21.017,16.795,19.584,15.114,19.058,21.350,19.400,20.806,21.769,19.846,18.930,18.883,19.051,19.042,17.112,19.974,20.446,21.234,23.816,
454,4771.037,3782.671,4611.456,4515.843,5458.066,3990.488,3829.017,2346.557,2131.615,3214.152,6806.235,13498.882,17602.961,16868.495,11164.460,5100.931,1675.342,577.409,470.076,393.279,349.813,397.433,357.432,308.357,302.559,321.714,310.176,261.507,259.097,263.886,288.883,280.477,279.335,259.172,272.898,273.027,231.771,234.630,218.071,230.510,232.659,234.419,233.311,219.125,221.318,230.348,207.076,228.367,218.079,218.029,217.567,226.720,230.118,228.344,229.682,234.599,238.161,266.288,280.686,318.071,284.223,289.282,289.541,263.702,210.459,194.420,190.620,182.232,173.979,175.466,181.392,174.331,169.043,162.232,153.588,151.725,150.601,150.101,133.387,127.289,129.963,128.824,113.041,115.264,116.109,115.173,107.480,108.319,97.665,95.574,108.955,120.906,177.725,268.830,407.454,506.385,527.962,451.980,308.189,208.796,121.522,73.126,59.398,47.477,41.379,43.598,43.297,50.808,58.078,67.634,67.301,57.185,47.023,46.898,36.386,37.787,38.193,40.437,35.982,40.231,54.412,279.696,1598.268,4776.293,10130.980,15580.612,18011.965,16446.296,12360.451,5650.129,2150.717,437.126,58.228,22.930,20.406,18.870,17.663,22.343,25.460,23.688,19.376,21.408,21.570,19.019,19.636,21.495,20.356,19.897,21.065,19.808,20.014,
456,4384.596,3381.478,3934.173,3789.426,4319.918,4180.373,3954.270,2639.938,1734.140,2361.424,4591.884,10489.363,15612.357,17723.634,14359.999,7867.784,2958.021,933.256,517.436,446.768,358.913,346.998,346.126,345.480,343.945,290.984,305.388,272.057,269.849,268.703,297.951,231.607,240.536,276.335,260.645,246.541,240.271,232.546,235.441,234.616,233.797,219.140,203.333,227.926,240.829,218.189,234.543,226.170,204.727,238.237,228.563,218.499,234.011,218.835,216.126,217.651,234.237,251.914,303.340,307.654,294.655,278.285,269.279,247.152,219.740,190.643,187.236,183.649,167.083,165.249,175.679,173.061,162.890,164.988,160.397,146.971,153.991,143.512,139.429,133.826,127.319,118.877,116.008,114.904,105.040,111.412,91.477,97.216,92.208,96.753,103.084,101.963,122.754,177.210,294.580,422.797,503.269,507.954,407.038,282.713,171.535,90.246,66.420,52.496,47.527,46.935,46.053,47.247,49.402,61.472,63.766,62.496,56.903,50.663,52.011,40.663,34.811,40.125,34.410,36.937,42.740,56.957,323.230,1516.541,4571.884,9759.076,15065.085,18233.014,17919.762,11228.808,5920.180,1959.110,454.214,76.550,20.211,20.173,17.273,19.250,23.315,19.309,19.266,21.991,22.289,18.796,20.659,21.126,21.684,21.838,23.491,19.527,20.384,
458,4273.329,5000.945,3303.254,3904.459,4541.886,4555.784,4004.657,3041.227,1812.843,1981.783,2671.594,6914.562,12626.791,17471.866,16744.807,11386.999,5218.949,1670.676,624.872,447.750,400.345,346.053,327.978,319.240,309.166,346.194,295.543,268.070,281.354,251.325,257.098,253.591,244.117,262.416,269.109,233.942,223.394,206.639,239.120,237.879,221.010,253.051,227.300,247.741,223.429,225.532,221.916,237.436,198.380,198.216,222.928,230.295,221.426,208.981,215.539,221.016,221.212,265.702,271.394,276.503,289.697,276.726,254.211,269.335,216.786,189.768,179.655,182.864,166.373,169.686,164.365,160.297,174.518,165.058,144.285,144.280,145.425,143.652,143.054,127.837,125.816,118.084,109.870,119.035,104.990,101.483,101.270,97.964,88.485,86.180,92.766,98.196,99.103,129.755,202.235,312.744,440.678,496.258,466.530,374.186,243.270,143.898,91.295,60.918,50.775,45.524,45.546,46.608,40.962,47.989,57.782,64.466,68.355,65.018,52.777,46.233,33.463,38.644,34.828,31.986,33.361,41.090,57.740,258.422,1336.398,4225.011,9230.496,15114.799,18817.961,16674.290,11420.130,5704.436,2154.847,590.369,54.774,21.763,19.038,22.306,22.383,21.065,19.078,20.030,19.022,19.979,20.129,21.850,19.026,19.508,25.061,23.429,18.231,
460,3810.212,3849.813,3434.775,4259.958,3693.993,4703.078,4038.039,3619.089,2148.117,1697.871,1681.671,4719.026,9379.061,15379.275,17845.763,14360.703,7603.952,2946.253,853.154,478.010,353.019,320.466,349.175,307.688,313.226,306.686,307.690,254.544,280.444,271.938,241.855,281.030,243.150,242.341,267.993,250.929,249.338,236.202,249.638,222.215,229.984,249.122,230.052,230.544,229.481,206.300,225.116,215.973,214.462,209.137,202.997,206.853,211.801,217.304,222.008,199.122,222.375,251.674,270.806,275.506,289.437,271.874,270.399,249.167,209.117,172.273,180.852,177.730,171.104,176.315,181.167,161.319,161.328,165.869,153.461,133.527,145.064,133.632,123.299,123.746,121.225,127.309,115.629,113.977,105.807,103.124,97.764,100.088,96.459,88.668,89.619,92.302,82.295,107.368,139.845,220.439,332.379,450.122,462.764,426.832,316.982,202.470,124.306,74.453,61.351,45.814,42.233,46.141,42.300,44.942,53.423,54.718,65.732,62.698,53.117,48.203,37.730,37.902,31.324,32.278,33.898,37.269,38.432,60.197,300.634,1496.419,4508.543,9738.997,16001.070,18080.463,15677.213,10316.290,5293.312,2009.270,331.380,54.641,19.643,20.324,18.920,20.255,23.207,21.598,21.900,19.495,23.725,18.547,22.088,18.385,20.161,22.466,21.381,
462,4519.976,3781.129,3389.327,3839.295,4187.061,4013.503,4160.743,3544.554,2852.717,1492.980,1250.064,2547.586,6281.891,12894.181,16928.982,16091.228,10694.382,4801.302,1622.828,473.049,352.797,372.046,381.835,337.031,318.248,333.347,286.040,290.075,284.349,259.073,251.365,272.135,265.224,268.521,229.023,231.446,248.778,230.832,210.838,244.435,230.724,232.317,226.536,220.003,219.061,227.399,223.023,226.622,210.517,201.691,196.796,219.812,208.164,190.452,206.425,195.899,208.828,256.969,266.913,263.071,270.620,261.107,260.019,255.876,200.379,171.612,170.770,167.445,161.427,161.475,163.887,154.863,161.443,158.805,134.879,147.449,144.382,132.966,129.891,123.466,115.212,111.314,106.447,102.814,98.726,104.229,103.724,97.113,90.279,93.058,83.969,89.709,84.643,95.019,110.918,156.902,231.842,352.122,435.654,457.699,380.118,276.521,175.524,105.440,62.538,47.854,41.992,43.090,40.364,42.536,46.530,48.811,54.675,63.519,63.426,56.335,45.991,37.660,34.695,33.657,31.810,39.671,38.912,44.666,58.536,309.407,1433.498,4452.531,10186.177,15147.931,16884.522,14632.001,10259.490,5258.733,1509.393,400.187,55.244,21.126,20.632,20.313,22.865,19.993,21.560,21.005,21.895,21.835,17.408,19.203,20.612,23.267,22.191,
464,5021.839,3679.200,3394.919,3421.885,4215.729,4072.633,4098.797,4108.156,3189.719,2040.577,1546.322,1539.529,3869.574,9092.983,14786.571,17284.783,13696.938,7290.739,2919.225,734.976,368.940,401.302,388.356,335.997,294.586,292.618,256.604,277.942,247.282,244.113,280.570,263.321,198.692,270.790,218.366,251.469,225.436,245.794,221.513,227.949,213.728,211.072,207.107,220.196,218.823,215.301,220.077,188.994,199.149,206.034,199.875,188.699,196.641,215.352,196.444,186.482,224.816,235.277,270.187,261.585,275.688,269.553,258.544,248.406,192.138,177.089,179.608,166.441,171.876,159.631,161.032,160.476,160.145,149.420,146.156,147.622,136.463,135.109,135.906,124.597,112.153,118.037,115.774,106.277,102.173,102.838,95.776,91.807,88.514,87.380,94.505,87.580,81.165,84.038,90.827,117.253,148.449,246.021,367.107,416.665,433.747,354.985,235.716,147.986,87.430,56.019,46.167,39.859,35.828,40.293,36.906,40.689,46.425,58.179,61.418,61.616,54.716,49.176,40.681,36.478,34.563,37.190,39.133,36.861,34.943,54.363,258.546,1256.283,4586.147,9195.089,13897.273,16115.978,15183.081,10522.383,5034.963,2174.353,531.318,59.204,23.789,22.412,21.440,21.851,21.380,19.319,21.849,21.053,19.196,23.904,17.845,17.971,20.663,
466,4247.953,4444.945,3138.539,2990.581,3285.207,3639.142,3405.817,4029.698,3577.109,2430.723,1574.870,1366.447,2073.928,6095.525,11978.704,16553.318,15959.662,10428.286,5014.456,1356.272,464.678,327.916,318.683,308.568,284.591,271.760,301.064,283.612,280.379,238.919,279.614,237.132,275.279,256.660,236.289,264.179,236.773,230.085,220.924,226.005,199.552,223.797,209.685,195.386,192.444,203.141,218.806,192.503,202.832,209.133,207.609,191.336,204.561,201.388,209.317,188.428,198.801,230.484,250.485,251.263,256.511,255.135,262.589,241.352,186.333,171.103,176.925,172.843,167.580,152.937,159.341,148.729,157.261,146.636,144.064,150.730,136.173,134.402,130.464,124.963,124.698,110.409,114.429,105.575,97.963,98.479,94.566,86.589,92.435,93.605,84.223,82.200,81.793,82.216,80.656,89.212,113.862,167.338,281.219,365.750,416.213,399.673,316.020,192.352,125.718,74.857,49.852,36.394,42.417,40.432,42.230,43.031,40.982,53.170,56.189,60.271,63.190,53.213,42.451,37.696,33.885,33.604,31.337,32.591,37.427,38.945,51.661,244.631,1552.066,4319.936,8789.316,13557.402,16693.472,15229.220,10274.353,5887.547,2170.161,450.460,107.894,23.247,22.848,22.572,18.510,19.750,20.634,20.630,22.990,20.770,21.086,21.273,20.679,
468,5254.211,3935.275,3385.770,3247.290,3198.274,3233.647,3992.737,3835.188,3654.507,2787.535,1656.546,1092.415,1474.258,3826.594,8895.490,14560.919,16706.093,13472.631,7466.285,2413.354,672.486,386.992,337.376,319.328,300.200,266.055,281.352,271.337,261.596,282.161,296.741,258.068,258.497,221.744,238.529,237.174,216.503,223.252,226.381,221.468,218.232,219.551,197.183,202.459,211.674,215.130,192.302,234.556,209.926,189.977,193.090,175.053,185.972,207.092,191.348,192.294,210.319,226.294,250.704,249.275,251.538,242.906,256.011,232.502,186.093,169.074,165.104,163.785,148.386,170.955,146.501,145.055,144.299,153.143,150.446,150.039,138.552,130.208,124.083,117.472,117.481,111.472,107.672,109.647,101.621,97.254,96.723,87.687,79.635,89.759,80.744,86.439,80.316,85.980,76.000,82.760,92.329,127.930,190.514,282.322,358.861,406.785,357.728,264.597,168.781,108.818,64.688,44.507,40.786,33.209,42.294,38.337,40.350,42.718,52.095,61.831,61.843,58.661,48.496,43.005,36.257,36.738,33.990,35.156,36.758,36.050,42.052,54.852,355.649,1427.404,4294.576,8900.881,14563.434,16896.852,15399.195,11073.648,5459.954,2165.599,1037.014,74.372,21.381,23.863,21.636,21.097,21.308,22.388,21.075,20.816,22.086,22.081,22.366,
470,5359.455,3817.507,4203.374,3204.764,2767.591,2858.761,3362.823,3458.421,3467.431,2805.100,1930.976,1382.082,1129.751,2207.473,6035.227,11882.307,15980.132,15858.264,10711.800,4421.159,1239.911,466.704,350.519,330.846,341.192,315.536,279.584,284.677,248.406,249.847,240.861,208.700,251.444,254.308,257.872,225.930,193.609,223.030,202.422,220.175,198.997,185.432,208.749,198.527,199.917,187.032,207.730,190.812,191.315,198.151,188.161,187.541,176.061,184.662,182.621,176.787,199.631,227.097,243.485,245.012,237.581,237.214,251.673,228.297,185.035,168.970,162.799,152.178,159.242,156.801,141.680,140.900,157.493,142.850,142.735,135.097,130.431,133.311,124.274,113.153,112.875,107.054,116.704,107.999,113.370,93.685,97.433,87.549,85.747,94.810,88.066,81.336,80.442,80.728,76.110,79.965,80.962,93.657,131.549,193.763,289.973,380.568,372.875,323.566,226.421,154.022,84.418,52.627,41.320,41.485,40.173,34.561,43.846,41.795,46.774,55.925,59.963,61.380,58.245,52.314,41.213,34.302,31.716,30.817,32.942,36.326,31.229,39.271,65.696,288.900,1309.787,4090.205,9277.576,14068.953,16981.653,15392.304,10262.512,6313.982,4151.927,524.301,44.751,25.314,20.091,25.242,22.248,23.460,23.088,20.691,21.978,22.916,23.956,
