426,4899.124,3871.642,3936.373,6239.345,10048.499,11930.892,12448.184,7893.799,3878.080,1766.395,1033.594,731.175,812.173,655.702,602.426,550.454,497.680,377.968,406.461,407.859,310.484,362.934,323.014,316.629,289.470,310.265,320.013,227.340,258.517,261.676,244.635,229.747,239.822,247.223,223.675,219.967,237.945,220.445,238.577,257.455,250.336,236.916,224.434,260.934,290.676,250.954,284.171,287.296,282.106,296.466,303.168,296.728,313.376,300.607,298.801,278.410,259.045,252.643,254.659,223.343,214.604,208.403,202.529,184.559,185.993,179.491,175.007,173.667,164.674,146.682,145.588,130.395,132.774,118.679,122.880,107.366,100.694,94.519,99.197,103.397,122.038,165.354,267.842,465.167,678.461,742.173,704.642,544.722,345.318,192.350,114.985,85.769,77.768,67.580,70.109,60.486,75.079,74.335,80.166,74.270,57.818,49.548,44.339,43.545,45.918,46.600,67.737,408.733,1585.746,5295.006,11228.395,18516.929,24902.344,20715.109,14371.221,7687.118,2962.298,705.768,84.802,20.915,18.312,21.354,19.804,17.805,19.167,17.426,18.376,18.905,17.976,17.658,16.727,14.011,16.842,14.936,13.334,17.459,16.644,16.571,14.217,17.180,14.444,15.214,15.425,15.393,17.741,14.778,16.114,14.685,16.907,18.108,16.873,
428,5646.169,4894.001,4068.868,5230.978,6753.905,11407.872,13515.269,9524.953,5464.331,2651.287,1124.980,926.850,716.576,684.063,529.856,504.818,467.108,483.434,407.419,414.995,335.362,300.252,336.193,327.020,338.749,289.945,258.159,275.972,219.912,221.647,242.017,218.487,239.569,219.167,220.479,234.372,208.124,236.003,212.519,259.435,238.924,271.604,260.198,238.919,246.770,244.780,279.229,280.621,309.462,283.428,285.283,299.580,316.918,287.250,302.224,269.898,250.392,263.934,248.406,226.816,217.532,200.582,188.810,182.419,179.413,184.602,177.839,173.946,164.938,163.865,152.503,141.222,123.524,120.436,119.357,109.470,105.564,99.531,97.110,98.213,101.114,120.626,165.930,300.181,485.074,661.054,726.135,667.701,500.488,296.897,183.192,105.880,76.786,66.398,64.368,60.715,63.416,65.719,68.207,74.799,74.835,53.970,53.366,45.615,37.521,44.519,45.257,58.339,200.404,1151.187,4023.443,10006.989,19781.105,24584.807,22876.020,17064.673,9423.188,4144.540,850.582,81.330,18.164,20.534,19.456,17.407,15.680,17.088,17.448,17.173,20.328,17.072,16.439,17.584,17.296,15.772,15.214,16.210,13.704,14.374,17.734,19.822,16.073,13.527,19.187,16.044,18.250,17.884,16.871,14.991,14.628,13.017,16.436,
430,6663.535,4092.356,2949.297,3768.853,5019.775,9381.314,12052.770,11804.117,7828.301,4142.975,1659.542,767.796,704.186,799.459,577.991,452.708,376.462,459.504,434.528,414.228,372.612,367.824,301.779,314.028,322.435,295.311,259.722,264.113,241.900,228.339,240.069,240.492,236.549,257.691,220.479,218.876,216.202,236.971,225.778,211.996,227.603,257.210,228.903,243.415,249.571,264.933,260.170,283.712,279.182,274.991,278.176,306.729,312.894,279.930,279.373,260.142,266.976,270.602,243.146,213.987,219.563,212.647,201.555,191.534,174.151,171.800,175.338,167.878,165.103,158.425,144.787,134.375,135.325,115.912,125.354,118.007,100.862,105.483,95.619,94.069,97.227,103.318,123.743,209.715,348.275,509.469,682.846,711.583,615.381,416.904,250.965,141.556,93.659,62.896,57.905,57.706,57.921,62.345,66.445,64.250,74.993,67.772,56.772,44.784,41.726,33.918,44.538,45.440,57.553,215.705,1099.487,4093.246,12065.667,21124.161,25798.429,25281.500,17801.961,10120.496,3349.475,487.898,61.846,16.798,19.065,18.140,15.008,14.464,17.131,16.789,17.892,16.588,17.386,15.160,18.250,13.865,13.831,13.858,13.054,17.531,16.925,16.300,15.454,14.213,15.149,16.093,16.514,18.265,15.360,18.131,18.148,18.185,20.736,
432,6037.147,5007.060,3148.113,2954.641,4111.159,7353.836,10803.821,12726.101,10298.392,5608.851,2429.878,1039.714,632.231,759.809,582.525,561.140,549.841,469.157,373.835,427.754,391.692,374.573,334.542,295.203,296.525,257.196,269.061,255.296,240.117,253.657,241.223,246.809,249.806,228.585,226.578,196.746,208.329,226.591,201.415,220.899,235.171,243.442,239.192,263.219,240.694,247.445,259.508,281.344,283.121,264.622,268.457,318.136,307.339,281.270,260.013,260.713,254.492,245.054,230.690,223.968,225.629,204.815,198.809,186.464,180.320,175.507,181.855,174.852,160.142,158.774,143.129,127.320,128.581,120.615,117.837,104.993,100.000,104.144,86.482,93.421,91.284,92.936,99.289,141.132,222.132,377.892,563.256,696.343,694.529,554.354,383.393,213.270,121.848,77.949,58.778,53.687,57.053,56.896,60.646,61.836,70.030,69.583,62.049,46.199,45.949,36.233,35.342,40.600,48.697,57.343,225.387,1152.438,5123.860,13109.927,20784.647,27291.066,24636.787,17987.736,8456.407,1973.661,473.113,56.072,19.873,17.988,16.328,17.597,16.180,17.494,16.651,15.890,16.476,17.140,14.423,13.156,16.324,13.682,14.647,16.501,16.509,14.244,16.169,16.643,13.169,16.671,15.232,17.956,18.125,18.690,16.944,19.161,17.859,
434,6209.885,3880.863,4037.322,2985.846,3201.986,5267.300,8418.053,12226.074,11879.909,8276.033,3766.450,1340.430,829.624,684.642,586.752,630.656,451.431,411.489,412.176,338.092,369.019,353.908,320.626,307.209,324.502,256.913,275.711,281.169,260.102,254.044,262.312,220.081,256.747,228.505,238.719,218.826,198.500,221.898,207.031,221.489,235.946,255.802,234.476,242.734,263.357,236.025,269.319,273.277,273.114,282.985,278.884,295.168,286.824,239.456,243.509,270.494,250.392,249.733,249.873,209.722,221.106,209.104,182.138,170.506,175.191,166.297,176.115,151.696,162.841,171.453,130.638,141.201,124.174,125.138,117.874,106.312,103.995,97.494,93.613,88.472,90.954,84.888,98.335,101.602,155.872,239.463,399.035,576.034,667.704,661.147,526.836,325.464,193.285,105.910,72.783,56.588,51.429,49.714,57.761,56.913,58.414,73.419,66.951,64.743,49.409,39.844,40.806,39.202,39.503,39.851,51.725,190.056,1246.859,5001.474,11511.384,21462.126,24731.994,22691.811,15070.689,5438.962,2083.104,435.577,60.150,18.266,18.903,14.721,17.282,16.876,18.580,17.985,16.776,16.095,13.853,16.499,15.131,13.801,14.350,16.106,16.868,13.201,18.029,16.337,18.749,17.809,14.803,15.607,15.889,16.869,15.529,19.134,21.525,
436,5130.621,5616.174,3316.154,3540.017,2362.111,3522.147,6894.385,10803.123,12845.148,10071.914,5623.744,2110.996,1095.778,606.468,695.838,543.735,499.748,367.766,372.733,370.062,324.230,290.569,360.016,334.059,246.030,256.590,237.843,256.810,245.223,228.135,246.403,218.677,230.953,223.545,224.098,211.337,176.199,218.007,240.131,227.745,259.906,218.258,205.235,230.003,244.550,241.946,263.727,272.668,269.344,284.921,269.391,280.895,302.043,242.752,251.229,251.654,257.174,238.943,239.080,223.492,226.730,217.996,169.591,175.186,176.317,180.184,178.129,158.644,175.783,157.860,139.024,141.225,121.765,121.285,117.258,108.327,95.020,97.545,92.748,86.788,83.478,81.172,88.139,93.534,125.398,162.950,280.456,449.059,595.275,684.850,621.175,452.814,272.132,155.636,86.037,62.366,44.268,45.176,48.358,47.815,56.373,64.382,70.395,67.852,56.820,50.150,40.273,39.192,40.171,35.840,40.302,52.553,199.871,1259.162,4152.781,12116.234,19075.746,21725.036,18950.044,10063.217,5558.870,1873.133,505.870,56.104,20.218,18.782,17.344,21.265,18.806,18.034,17.664,15.082,12.366,16.255,14.747,13.278,13.606,13.279,13.496,16.818,16.688,18.123,17.568,19.289,18.243,13.126,17.201,20.225,18.667,16.808,22.626,
438,5142.924,5655.525,4037.464,3730.605,2362.631,3345.813,5448.876,9652.050,12342.435,11909.412,7751.431,3185.410,1410.848,662.064,568.619,508.610,432.405,371.507,367.201,377.175,354.841,325.487,330.167,293.902,291.818,286.848,285.814,283.036,256.971,235.703,222.816,247.654,234.361,219.943,216.710,206.488,196.773,194.699,196.160,192.722,239.650,224.520,252.099,237.398,233.250,244.572,235.257,258.122,278.949,252.122,247.683,287.572,293.440,252.086,264.233,259.564,268.955,241.043,224.189,216.603,208.777,196.147,182.431,169.699,169.978,174.062,176.841,169.657,166.603,158.681,136.855,137.432,125.862,122.684,121.708,107.661,104.881,99.210,96.851,84.128,83.054,77.355,83.868,94.836,97.199,125.118,185.258,329.363,479.383,617.365,658.839,554.695,394.768,239.589,134.342,79.528,54.280,46.161,45.701,45.746,51.562,60.743,60.682,64.469,59.028,55.552,38.356,39.427,34.972,39.642,34.848,40.080,56.527,227.398,1125.477,5159.198,11420.115,16371.688,19088.440,14478.995,10489.809,5298.885,2092.736,321.016,47.741,20.927,21.918,16.774,17.392,16.705,17.723,15.458,17.246,14.605,13.466,17.669,14.506,14.720,17.050,17.046,14.903,16.887,17.921,16.343,17.862,13.762,15.728,13.832,18.681,16.272,14.471,
440,4546.452,4081.168,4761.245,3282.611,2963.809,2327.287,3759.637,7255.990,11339.337,12536.388,9748.317,5201.240,2103.697,879.985,494.967,430.770,499.403,417.538,367.722,401.827,349.571,296.071,305.010,304.279,266.163,255.472,236.561,243.458,240.915,239.202,244.234,235.047,223.771,235.135,207.028,208.066,231.971,218.516,215.961,223.650,215.875,230.980,220.108,234.456,238.551,252.155,250.647,265.576,249.753,275.968,260.549,288.804,267.039,276.033,254.497,244.859,243.063,230.137,224.535,215.932,201.601,183.919,186.972,185.493,170.484,181.881,177.460,159.933,165.805,151.844,138.244,126.825,126.364,125.992,120.136,108.403,98.804,97.629,90.588,88.095,97.315,84.795,80.230,88.105,103.468,98.695,133.605,197.103,340.226,513.316,627.423,635.827,515.669,349.867,208.225,104.212,68.311,49.377,45.310,42.919,45.537,54.103,54.604,65.175,69.364,62.242,52.567,46.405,34.592,35.287,33.241,37.521,44.833,50.554,178.271,1369.157,5070.245,9710.877,15062.079,16010.999,15288.827,10319.246,5446.787,1447.848,323.845,44.794,20.391,17.279,18.928,17.392,17.289,13.761,15.285,14.477,12.139,16.885,15.128,15.405,19.379,18.410,14.783,13.104,16.950,16.274,17.015,14.975,16.239,17.622,18.732,18.347,15.187,
442,4880.207,5396.107,4631.566,3861.439,3184.258,2815.484,2664.237,5603.473,10073.989,12596.513,11497.096,6941.482,3238.925,1217.933,581.074,510.674,539.896,506.357,348.318,365.098,348.014,324.962,237.200,297.697,256.901,262.690,268.448,265.529,234.849,214.639,226.996,229.860,214.977,245.622,214.544,219.133,211.796,209.699,230.929,219.391,212.046,234.957,236.869,221.485,221.439,229.162,235.581,244.350,259.781,274.526,254.903,290.608,272.284,271.634,232.546,226.582,242.937,224.800,206.663,216.215,207.716,189.127,173.993,185.654,171.463,159.215,174.661,161.117,172.085,154.348,139.061,137.198,130.014,121.589,120.003,106.522,104.853,93.665,94.663,88.566,98.021,88.122,82.585,83.122,86.917,92.628,110.756,145.628,234.372,397.207,530.812,620.180,585.673,464.242,303.791,157.430,93.272,58.900,43.279,39.480,46.158,46.482,47.664,52.501,64.854,68.951,54.306,52.917,40.179,33.344,32.455,34.981,35.512,36.205,48.600,245.981,1618.146,4442.779,9337.932,13473.248,16907.243,14463.379,9586.394,3969.185,1351.890,285.256,48.777,20.740,22.131,15.695,14.957,14.792,15.958,14.512,13.136,17.312,16.444,15.929,16.362,18.215,17.021,13.272,16.392,17.480,15.090,17.142,15.532,17.091,17.441,14.026,17.489,
444,4203.818,4959.454,4357.650,4561.792,4020.397,2374.253,2406.464,3571.040,7841.072,11361.625,12623.781,8978.879,5179.060,1997.011,774.822,499.430,472.114,459.203,407.189,340.946,331.418,356.794,285.215,275.424,320.281,303.744,234.474,253.799,248.538,249.745,260.009,239.975,255.801,219.799,211.573,222.144,228.441,226.756,217.817,236.515,222.412,220.292,208.488,245.039,228.844,230.913,224.411,250.007,256.643,240.298,246.562,279.298,269.612,250.113,246.368,236.296,243.925,236.146,218.800,215.438,212.246,186.187,193.278,185.345,165.448,172.115,166.427,154.138,162.157,163.775,144.743,117.762,133.001,127.277,112.643,102.861,99.195,96.832,94.294,90.278,88.319,84.114,81.414,86.473,100.967,93.208,99.857,110.704,161.674,259.071,412.436,564.185,623.334,549.018,402.351,254.657,140.330,77.492,49.482,44.230,44.633,40.398,43.592,53.616,63.075,64.053,62.831,61.390,46.930,43.141,33.349,29.579,34.747,35.756,39.166,52.364,280.814,1348.781,4242.594,8340.176,14370.069,15979.511,12912.877,8357.292,3934.020,1381.320,385.585,72.823,22.449,15.859,17.583,18.411,12.454,14.373,16.826,14.825,13.240,15.455,14.667,16.180,18.666,16.121,17.336,17.447,17.030,18.299,18.339,15.526,15.005,16.033,18.199,
446,3398.451,4145.732,4270.300,4547.303,3582.144,2651.669,1957.093,2401.092,5760.220,9589.802,12342.798,11069.146,7283.681,3252.117,1201.302,494.032,447.535,400.202,360.021,336.941,331.909,361.308,322.557,278.446,320.658,285.648,262.394,245.170,249.611,218.790,219.176,272.142,232.981,245.892,240.744,215.197,202.563,230.608,201.607,216.692,223.652,225.780,231.303,223.075,243.653,241.720,239.693,246.741,249.032,250.571,249.526,262.261,261.660,253.965,234.539,240.595,222.902,225.275,224.432,208.589,183.511,179.788,165.779,174.709,169.063,175.616,158.246,148.976,169.497,146.012,143.703,132.479,120.912,110.632,114.260,100.518,102.135,92.947,92.148,89.661,87.441,85.202,85.238,86.237,89.020,86.139,92.925,96.237,112.839,169.444,272.682,444.992,554.728,595.663,501.013,346.922,207.916,104.210,66.426,46.865,40.578,37.452,41.454,43.348,44.647,57.847,58.540,60.034,58.537,42.911,37.684,36.121,32.764,34.900,32.371,42.131,46.773,205.596,1135.843,3513.651,9710.981,14157.193,14742.645,14387.860,9381.848,5019.195,2260.236,805.436,58.008,17.460,16.816,15.874,13.381,12.397,16.251,14.047,13.352,15.097,14.375,18.247,19.303,17.288,11.858,16.260,17.245,18.323,17.298,18.785,16.284,15.030,16.731,
448,2878.819,3994.866,4285.804,5145.546,4354.992,3088.374,1979.682,1858.492,3673.608,7179.678,11675.545,12271.646,8981.693,4775.898,1776.757,718.365,375.640,412.517,347.485,334.130,346.323,336.907,331.541,317.382,268.884,242.356,255.385,239.212,235.587,206.866,233.817,207.967,210.021,199.039,203.812,223.154,198.870,200.796,199.671,204.471,218.790,199.862,231.169,217.352,231.265,231.941,238.089,228.281,239.865,238.436,227.272,216.974,273.408,260.491,233.847,226.945,227.041,208.340,218.419,202.313,195.350,181.622,161.965,168.637,175.333,170.944,152.227,157.328,150.910,151.118,134.337,128.208,118.089,117.331,119.038,108.031,100.784,93.389,92.121,88.472,90.375,86.044,83.142,93.188,88.651,87.274,92.434,95.556,101.476,119.820,190.539,320.335,468.298,550.918,546.699,436.892,300.142,168.497,98.252,62.988,43.223,36.820,40.204,40.186,39.596,44.664,53.878,59.858,61.360,54.969,44.473,32.412,29.030,31.656,31.272,38.924,38.573,51.109,217.127,1002.996,5028.673,10738.013,14308.731,19516.721,16345.089,11896.457,7227.643,3223.269,417.349,70.983,19.050,16.858,15.298,17.606,15.525,14.208,15.350,12.922,18.167,17.040,16.684,15.926,15.537,17.771,17.548,13.403,15.034,15.037,17.990,18.148,14.436,
450,4198.121,3342.410,3501.386,4669.906,4907.650,3099.444,1881.164,1571.295,2529.979,5210.779,9829.586,12470.951,11261.206,7325.284,3147.285,1148.859,384.854,349.429,365.776,344.430,272.079,291.398,312.254,292.631,253.754,225.629,231.418,256.132,243.224,249.385,256.771,223.624,223.988,224.359,210.250,217.445,172.352,217.778,207.724,196.739,199.699,206.805,214.104,241.772,197.828,234.784,210.470,220.477,233.345,244.722,237.372,240.621,265.836,227.514,237.083,218.913,220.534,212.162,206.749,211.224,184.089,179.435,175.710,171.473,163.930,164.477,162.149,159.032,156.908,145.025,136.914,135.525,123.854,117.115,111.983,105.933,93.352,87.852,87.843,82.521,85.973,84.763,85.276,83.920,92.345,83.689,91.651,88.983,88.364,91.306,128.034,211.072,355.191,470.545,547.344,520.384,402.364,277.583,139.776,79.928,51.804,41.472,35.763,33.737,37.176,37.437,46.738,53.609,59.497,60.191,53.253,39.213,33.976,33.295,35.120,32.561,35.005,43.481,51.203,186.720,1776.375,6105.889,11560.442,21090.824,22474.646,20446.561,15353.603,8428.678,2217.353,660.804,154.183,17.227,18.182,14.729,15.384,16.859,17.691,17.981,16.717,15.843,14.803,16.414,17.039,18.746,16.058,16.385,15.668,18.021,15.509,16.562,17.745,
452,4293.126,3773.965,4427.538,4036.781,4638.579,4034.225,2692.992,1849.863,1628.228,3593.266,7321.158,11519.337,12328.387,9116.231,4847.178,1891.471,645.795,415.775,380.167,354.019,279.064,294.525,334.361,310.834,289.517,256.392,228.025,235.135,232.875,230.859,201.177,215.414,234.978,224.406,215.011,209.454,197.793,186.413,201.104,168.717,202.443,200.911,213.361,216.650,217.493,217.784,210.166,238.592,242.970,231.492,236.231,261.452,249.864,244.125,234.468,234.362,211.760,221.786,213.814,202.018,170.189,170.082,166.287,147.629,160.982,162.736,155.247,163.461,145.888,139.713,135.887,120.695,116.189,103.643,112.518,111.263,98.894,87.609,89.301,94.675,86.793,86.427,85.761,76.037,86.045,83.761,81.414,83.115,83.119,80.663,101.764,133.593,235.782,349.075,481.442,524.073,483.915,352.752,209.515,123.002,74.906,46.936,37.015,37.111,37.576,35.749,38.016,45.837,56.984,60.344,55.598,48.694,38.327,36.017,30.867,31.586,34.233,32.806,37.764,48.071,292.859,2470.445,6691.967,16271.543,21665.886,24795.050,21683.659,14165.910,6257.480,2744.920,1088.923,51.361,19.016,17.741,17.358,17.180,16.306,16.493,18.242,18.506,15.685,15.611,15.348,16.398,17.496,16.425,15.315,21.075,13.850,19.859,19.595,
454,3994.749,3219.510,3777.807,3767.301,4732.304,3778.704,3237.689,2250.909,1396.853,2285.250,4932.190,9693.814,12496.846,11037.820,6735.678,3055.657,952.783,450.193,399.025,374.397,360.672,287.630,262.924,281.017,281.507,254.709,276.617,247.254,237.547,248.354,214.431,209.659,206.641,220.114,216.498,191.983,193.325,206.899,207.515,188.376,182.296,209.669,200.532,209.524,216.462,207.117,220.609,232.535,237.217,243.018,231.118,216.652,248.047,231.824,218.963,206.146,219.102,215.814,198.770,195.766,177.563,181.113,166.805,162.193,158.581,162.259,150.710,149.266,137.248,136.911,132.450,128.448,126.972,117.527,115.191,101.751,100.014,91.977,95.083,90.062,88.242,87.016,78.487,74.682,85.790,80.167,84.979,84.207,85.325,85.043,86.031,103.590,163.524,255.818,392.234,508.281,516.273,430.306,297.181,182.437,93.116,58.709,40.972,35.604,36.380,37.109,37.089,39.034,51.751,53.989,55.714,51.882,48.429,37.456,34.963,34.061,33.510,29.515,31.348,34.084,49.755,531.299,2801.365,9084.893,14674.574,20262.787,21523.934,17643.143,11491.712,6218.327,2942.849,285.786,39.485,17.947,16.553,16.452,12.977,15.031,15.354,19.343,16.566,17.680,13.775,17.427,14.059,19.428,18.287,19.557,18.336,19.004,22.404,
456,2464.434,3870.143,3167.971,3411.747,4350.984,4216.480,3928.915,2481.875,1718.603,1666.278,3050.821,7643.549,11084.306,12220.115,8732.946,4892.168,1619.293,548.155,382.020,331.494,329.730,335.004,267.742,244.749,247.483,278.717,284.722,224.478,216.517,218.452,222.237,245.016,232.004,222.969,192.117,190.443,187.919,194.438,226.185,200.287,198.965,212.884,208.766,215.157,197.495,216.723,215.297,220.542,240.833,218.032,214.568,231.485,264.078,235.288,214.790,211.436,209.701,200.918,214.327,191.502,167.794,167.619,146.934,161.093,160.178,148.831,155.683,139.410,135.553,136.014,139.615,121.098,119.999,100.596,111.658,103.965,95.892,93.770,94.377,85.645,91.395,78.663,78.935,81.417,92.182,75.331,88.632,79.417,76.215,76.556,82.579,89.418,109.528,168.880,274.828,410.002,495.717,490.637,383.522,270.337,140.172,81.259,48.782,40.147,36.913,32.560,38.425,37.022,39.486,51.979,61.173,63.205,53.853,44.856,42.734,28.441,28.503,30.985,26.480,33.709,36.761,55.302,473.094,2758.812,6307.952,11684.559,15448.971,17672.342,15789.408,10335.157,5916.032,1125.765,227.299,37.738,19.224,18.893,11.961,16.282,16.341,17.694,14.242,18.716,16.409,16.096,14.916,16.535,18.017,15.112,15.644,16.696,16.225,
458,3230.586,3007.062,3165.171,3123.827,3080.023,3529.062,4182.939,2320.570,1861.245,1410.762,2155.535,5003.508,9154.825,12110.529,11102.973,7015.623,3081.470,1007.521,427.064,300.299,359.730,347.068,315.269,217.578,286.757,292.756,244.526,244.634,240.679,215.830,244.351,260.381,251.583,230.640,214.669,233.240,179.854,201.850,212.419,185.269,182.174,201.219,185.520,194.621,216.135,200.878,206.060,199.992,202.839,220.385,213.259,234.211,221.642,211.805,211.608,207.643,190.747,199.446,201.721,190.018,165.368,160.356,161.723,139.429,155.088,148.380,141.725,153.256,131.730,140.409,129.674,122.467,116.143,117.336,108.465,107.309,93.998,96.266,90.179,85.666,80.861,78.025,76.268,81.771,83.815,82.988,84.112,80.278,79.615,69.686,77.617,76.721,89.135,106.636,173.474,298.107,407.094,462.186,446.693,343.932,219.996,123.262,61.328,40.962,38.108,31.924,34.537,33.912,39.444,43.257,49.559,59.040,60.282,50.644,43.792,35.600,28.470,27.813,26.883,31.207,34.409,35.806,54.362,293.626,1299.157,4002.527,7665.709,14404.765,16391.641,13137.565,9232.705,3544.732,1212.458,283.474,43.469,17.773,16.504,14.981,17.123,17.046,13.559,15.159,17.862,15.872,16.314,16.742,14.476,15.707,16.289,19.072,16.365,
460,3159.891,2175.012,2487.393,3299.177,3038.003,3975.771,4279.182,2264.514,2198.419,1420.424,1563.665,3352.860,6645.400,11198.843,11904.631,9218.563,4688.767,1673.138,575.267,351.060,345.024,294.128,287.910,233.647,315.088,291.608,251.664,268.599,225.745,246.283,207.774,226.097,223.913,191.519,191.929,215.160,182.146,202.827,205.906,206.941,174.295,198.409,189.751,190.115,202.817,219.290,199.840,200.307,211.272,209.773,231.310,243.289,209.042,216.547,210.494,194.917,205.338,194.838,198.969,177.939,166.030,171.145,167.232,145.262,157.743,145.200,138.818,144.155,139.355,134.307,130.846,119.269,112.756,110.875,111.444,99.780,89.841,93.067,94.194,88.212,83.040,84.238,81.590,85.249,80.823,77.697,77.899,75.092,70.151,74.600,76.487,72.996,85.134,87.020,121.320,207.674,324.869,407.397,462.806,406.437,294.707,178.719,100.227,58.993,39.096,36.321,28.314,30.840,37.617,32.323,44.717,49.074,52.890,57.450,52.392,43.885,34.645,29.361,28.672,25.021,33.045,36.796,35.042,58.539,241.281,1173.828,3341.773,10078.190,13471.582,13073.368,11379.764,6973.919,3342.894,1156.822,238.649,37.975,17.874,17.639,18.643,17.603,16.535,14.530,16.249,20.184,16.935,15.686,16.439,16.974,16.360,16.321,17.186,
462,3347.836,2580.127,3198.017,2645.101,3017.467,3119.650,3470.971,3436.976,2116.363,1467.816,1253.409,2344.148,4872.031,9024.904,11664.669,11052.875,6653.977,2860.350,1057.656,440.164,331.921,317.255,256.729,275.999,236.947,246.904,226.796,260.612,237.012,226.393,244.086,219.857,194.469,211.804,248.936,197.229,192.968,166.570,206.160,194.983,175.984,184.791,194.675,203.617,203.466,205.959,209.342,201.500,215.399,225.295,213.780,233.107,224.145,204.431,203.583,202.286,188.822,186.931,185.286,171.173,159.124,156.846,158.217,153.943,153.403,149.067,145.808,126.427,136.639,141.250,126.752,107.834,110.250,101.795,112.977,104.612,99.462,91.867,93.848,86.829,86.690,81.250,77.481,78.927,88.114,75.754,73.017,79.191,72.581,69.060,75.818,69.976,62.387,69.855,87.637,139.658,220.503,327.707,432.920,428.726,348.006,256.338,148.856,82.512,49.279,40.434,30.480,32.058,30.219,35.490,34.420,43.389,54.464,54.858,52.913,48.823,37.538,35.007,31.177,28.726,25.223,27.640,33.999,36.266,52.205,252.136,1050.552,5518.834,8442.205,10612.284,12131.678,11099.217,7228.951,3652.021,1252.155,300.210,44.548,17.925,20.966,19.990,14.432,15.023,17.616,17.447,16.462,18.056,18.593,17.492,17.224,18.076,19.037,
464,3497.713,4390.074,3237.347,2513.079,2489.679,3439.800,3396.502,3527.828,2145.578,1403.867,1106.709,1295.479,3006.170,6824.536,10930.757,12153.121,9029.831,4925.463,1812.960,571.774,284.752,277.083,278.211,265.446,250.235,252.956,240.976,233.887,215.965,221.864,213.919,170.666,224.001,209.746,201.430,172.789,148.498,179.288,186.913,209.531,207.152,199.261,208.557,209.377,181.495,153.231,201.500,205.511,200.285,202.595,211.577,196.594,214.919,215.472,205.199,210.565,186.088,181.577,197.484,169.837,159.045,148.337,144.513,144.946,141.044,141.374,141.281,132.232,135.915,123.661,127.029,116.298,117.123,116.641,107.884,106.023,96.309,91.540,91.155,83.040,78.403,81.167,81.627,75.764,85.998,70.798,79.658,75.297,75.510,69.443,74.972,66.019,68.604,67.848,71.363,89.600,143.613,230.468,354.156,404.498,404.822,324.586,218.227,123.048,66.263,46.557,34.720,31.390,26.153,26.442,31.345,35.466,42.588,49.262,54.724,55.279,44.316,39.651,34.556,29.626,27.650,28.408,34.823,31.895,32.810,48.691,222.354,1984.697,3715.101,6589.081,10109.638,12928.516,11384.010,8409.974,4635.155,1774.435,411.326,57.229,21.120,18.946,15.537,17.438,17.217,15.782,16.404,17.077,17.037,19.341,18.929,16.825,16.780,
466,2594.141,3105.876,2483.941,2066.801,1815.130,3253.068,3422.347,3509.056,3180.392,1970.167,1286.552,1053.234,1669.623,4485.796,8797.673,11621.555,10719.908,6919.063,3150.396,953.247,327.963,234.414,266.674,279.466,275.972,281.960,232.977,216.575,235.790,226.811,200.308,176.912,213.063,214.964,191.823,177.030,172.934,202.923,184.034,178.251,186.658,202.218,178.252,170.196,176.413,193.123,202.926,201.714,197.835,202.702,193.406,220.294,200.897,185.633,192.215,194.190,185.205,177.298,180.403,170.208,160.977,145.614,141.021,140.709,140.831,139.809,133.490,130.861,124.437,131.193,119.753,105.884,128.964,112.578,100.678,101.021,97.512,84.717,93.551,85.745,72.459,78.952,83.458,67.691,83.281,77.475,75.097,68.911,73.430,68.131,76.090,66.026,63.991,61.655,66.325,71.926,94.120,155.602,259.928,363.345,404.888,380.532,298.458,171.138,101.077,58.681,38.979,30.659,29.276,27.521,30.123,30.777,34.032,43.455,49.000,55.640,53.073,47.280,33.780,29.717,26.162,25.527,27.355,28.658,32.117,31.941,51.486,375.018,1198.858,3145.701,6493.708,11068.509,12935.759,13994.409,10521.851,5110.464,1723.556,422.764,89.112,23.758,18.792,20.413,19.527,19.298,20.032,15.891,16.873,17.460,16.351,18.355,16.081,
468,4227.309,3006.649,1930.923,2720.293,2041.737,2696.769,3280.866,3745.889,3025.623,2104.745,1480.253,1020.366,1456.335,2784.111,6613.463,10939.696,11651.699,9100.103,4842.756,1738.296,502.694,254.149,268.942,240.354,275.483,262.946,252.016,220.921,253.596,239.454,191.235,210.598,200.097,209.735,195.907,170.341,185.697,175.850,172.481,189.324,178.597,176.284,193.949,198.516,181.986,182.589,212.022,196.610,186.905,189.492,180.588,196.540,227.651,193.412,181.394,193.925,171.417,185.508,182.467,166.566,166.030,146.615,149.540,133.155,131.233,144.424,138.513,130.452,136.660,123.439,117.212,111.826,114.022,96.551,102.073,100.660,96.112,84.051,82.137,87.584,81.436,83.746,65.271,71.286,83.363,71.160,75.666,67.742,71.182,66.641,67.306,74.821,58.860,64.667,61.322,65.420,81.024,103.232,187.939,270.171,353.633,377.246,329.083,239.006,149.218,93.833,51.836,33.887,28.535,31.442,29.789,27.322,32.373,40.395,41.017,59.045,55.481,53.000,41.727,31.787,31.678,23.828,25.231,30.008,32.868,30.476,35.815,53.685,257.721,1018.070,3038.872,7265.981,10889.426,18393.899,17278.734,9429.372,4308.846,1582.401,499.329,42.654,19.008,19.461,19.255,15.929,16.481,17.421,15.549,15.442,14.617,17.856,18.152,
