428,5721.087,4220.737,3791.791,5436.039,8833.905,13071.997,14462.791,12300.066,6884.342,3406.586,1836.392,1359.636,1305.876,1255.739,1214.983,953.283,917.598,939.484,813.953,771.214,860.434,654.373,678.656,649.074,639.227,607.020,603.579,580.462,564.948,527.413,574.966,522.553,535.125,572.536,508.810,523.520,505.013,517.426,532.245,526.186,571.411,549.703,575.563,580.765,625.404,609.402,641.961,648.429,637.477,657.441,640.927,648.454,667.836,670.922,661.327,630.611,601.947,591.982,569.911,559.920,493.410,493.343,492.668,459.952,438.287,408.799,403.625,360.351,353.560,1952.491,2610.687,3459.297,3872.178,3206.738,653.616,251.932,237.227,215.119,197.198,198.693,184.334,202.489,249.755,360.372,545.180,693.969,776.947,702.948,521.429,322.307,207.509,123.743,94.980,84.660,85.225,80.927,77.990,88.048,78.398,87.741,79.361,72.776,62.570,57.021,53.856,51.543,60.675,78.018,310.238,1909.604,6876.921,14334.700,22007.446,25285.479,21865.779,14805.732,7766.829,2963.278,682.201,99.183,29.300,25.216,25.541,22.767,23.314,24.193,23.682,32.435,23.535,23.835,23.424,18.553,22.645,22.405,21.632,22.386,23.277,24.295,23.245,23.485,18.695,20.471,24.273,22.934,23.065,18.684,27.881,24.578,25.742,29.426,23.850,
430,5039.750,4294.015,3673.448,4576.545,7238.118,11867.779,14234.372,13800.468,8702.796,4616.922,2310.960,1412.692,1242.958,1068.393,1021.502,875.049,910.391,875.899,691.212,723.991,708.450,682.198,669.581,634.064,546.519,629.163,550.210,530.841,585.415,554.604,552.019,495.016,547.743,534.976,514.766,520.995,504.059,521.465,529.984,508.629,529.201,522.859,532.283,599.812,611.571,645.861,629.049,628.104,647.062,684.059,646.845,657.133,669.480,692.199,630.177,608.097,621.193,598.706,579.367,566.554,524.667,489.417,476.660,433.212,423.080,397.747,384.410,370.825,351.267,1962.408,2658.977,3459.118,3872.280,3176.213,636.177,246.304,233.349,211.643,211.825,188.109,180.712,185.514,204.576,271.623,395.771,574.441,727.762,736.842,640.933,454.623,294.493,167.140,113.126,90.882,84.129,80.026,86.958,76.017,85.622,83.953,84.288,76.357,61.289,61.715,53.246,50.233,55.944,52.480,73.839,363.014,2047.324,6227.088,13198.788,20346.296,22978.841,20256.806,14137.523,7221.220,2503.465,612.266,101.212,27.655,21.708,25.083,22.653,24.880,24.185,25.276,23.249,21.376,23.686,20.753,22.688,21.827,21.299,19.808,19.277,19.742,23.339,22.077,22.444,21.969,23.358,26.978,23.857,19.504,27.073,25.281,23.314,26.648,26.498,
432,4918.994,5532.969,3725.907,3369.773,5539.430,9438.093,13452.409,14940.158,10917.595,6347.504,3291.988,1427.242,1164.064,1193.811,862.888,900.666,894.735,806.288,730.233,690.553,750.573,725.913,631.329,600.851,604.108,583.718,542.102,603.051,585.849,558.466,520.594,514.357,541.667,540.306,502.478,538.749,484.588,505.159,514.709,542.066,541.549,522.827,557.767,583.200,594.072,629.164,624.246,617.879,656.183,636.047,643.511,642.960,649.031,624.364,627.256,590.529,597.517,572.964,562.100,555.429,527.190,497.897,479.026,457.376,424.952,417.952,387.434,381.114,358.096,1989.839,2690.996,3504.403,3891.421,3242.519,618.703,259.239,231.858,221.247,205.903,203.629,191.002,183.325,198.419,209.390,287.097,424.352,606.490,729.868,717.980,592.963,412.050,248.090,144.940,100.157,84.820,84.857,79.756,81.474,79.565,84.753,84.025,82.576,76.302,64.911,58.156,52.928,52.948,55.018,54.390,76.174,369.103,1753.658,5691.072,12650.928,18825.518,21990.896,20239.049,13915.255,6839.491,2523.440,657.258,77.828,31.167,25.617,24.595,23.768,23.508,27.002,31.999,24.124,20.644,22.396,20.643,19.792,20.925,21.491,20.072,20.861,19.101,24.317,23.568,23.982,22.404,24.505,24.159,23.362,24.126,24.820,23.937,24.956,24.011,
434,4145.055,4663.957,3731.717,2599.458,4117.268,6920.057,11649.077,15848.407,13936.855,9249.510,4640.735,1780.165,1307.897,1281.838,994.527,871.819,856.978,743.319,788.770,701.076,740.480,680.351,719.258,609.063,599.397,587.981,529.812,549.061,577.499,523.288,553.906,532.078,542.374,508.797,493.729,493.816,469.603,529.596,525.336,536.431,524.924,531.192,556.606,557.625,576.591,565.078,605.302,615.797,625.830,641.086,614.050,625.953,621.315,632.999,639.251,614.842,588.689,587.552,567.569,515.784,497.514,504.423,465.443,422.461,416.096,412.145,384.509,390.887,350.316,2039.312,2786.448,3581.323,3978.646,3340.547,634.672,259.567,240.427,233.308,209.637,201.843,181.039,181.613,174.384,169.095,213.718,290.862,442.614,600.044,703.945,686.796,543.909,349.345,208.563,132.465,91.951,78.607,77.665,74.922,75.154,71.274,76.976,88.304,73.010,77.104,58.392,54.173,49.608,53.660,52.982,53.810,69.889,295.158,1572.121,5406.570,11100.583,18073.440,22365.891,20822.979,14292.860,7482.516,2980.951,629.754,87.537,33.113,23.728,26.040,22.057,25.273,25.333,21.496,21.392,22.402,21.082,19.285,18.535,16.746,23.183,21.249,23.279,23.855,22.765,21.680,21.615,24.485,25.422,22.818,23.436,24.569,26.456,26.175,28.999,
436,5105.993,5136.394,4715.554,3106.894,3058.384,4981.694,8566.932,13983.755,15226.349,12224.371,6688.430,2881.139,1447.855,1221.709,987.673,886.046,842.077,740.197,714.551,674.108,687.330,808.905,616.386,654.754,592.907,577.888,564.659,539.565,556.944,540.390,565.443,508.724,531.890,514.892,519.631,501.248,470.877,530.783,496.766,518.723,533.387,533.634,534.474,558.436,561.773,564.480,575.897,603.407,588.047,616.213,615.584,626.078,586.461,601.083,638.484,599.289,583.158,551.917,532.395,532.983,497.367,486.825,473.017,449.840,432.521,422.890,398.099,367.374,365.039,2125.735,2847.630,3695.833,4096.751,3414.278,648.615,259.813,237.386,228.603,212.760,196.261,188.101,186.893,160.977,185.657,170.037,234.125,328.814,480.357,653.642,702.840,655.588,460.485,324.181,195.368,123.034,91.083,76.608,77.797,69.931,77.282,73.820,83.568,86.377,79.906,75.862,60.976,48.795,51.511,48.809,44.691,55.709,71.183,297.020,1696.044,5075.564,11473.766,18697.150,22902.307,20826.462,14588.250,8065.155,2693.289,600.010,100.503,29.065,23.189,23.749,21.887,23.707,23.999,23.978,22.934,22.247,21.773,16.981,21.005,21.257,23.551,23.485,25.065,24.507,23.400,25.059,26.515,20.279,26.189,19.861,27.972,28.252,27.888,23.390,
438,4743.890,5289.663,4221.543,3498.910,2924.873,4182.291,6652.193,12028.699,14752.209,13990.401,8855.697,4050.822,1973.579,1205.376,987.458,858.727,740.186,768.235,730.402,590.372,692.611,706.847,588.555,613.902,610.945,541.113,554.422,575.812,579.072,547.120,536.622,518.909,518.614,516.542,564.810,494.162,473.212,504.586,498.476,510.841,498.160,528.538,541.568,542.247,543.879,588.149,600.548,577.161,626.504,609.328,612.965,586.147,622.343,642.401,580.061,600.880,574.619,580.892,539.867,501.646,495.609,485.103,451.868,432.699,424.027,405.028,377.351,361.875,353.303,2147.958,2957.251,3807.268,4218.199,3523.647,644.884,262.629,240.299,219.167,217.053,188.819,182.597,182.964,172.514,172.540,184.739,175.873,237.359,345.996,527.076,661.551,690.793,588.653,417.464,265.601,157.364,106.079,86.897,72.258,75.681,67.601,74.891,72.989,83.098,88.226,69.833,68.384,56.662,47.049,44.062,46.776,53.411,48.324,69.127,332.102,1609.361,5353.735,12068.951,19311.158,23384.160,21311.110,15271.142,7586.615,2738.891,760.206,86.221,28.431,22.111,19.094,22.527,24.668,19.348,20.868,24.042,19.219,18.094,19.644,19.490,20.516,25.220,25.572,22.174,22.154,24.813,24.347,21.971,26.459,22.555,25.397,25.949,22.490,24.038,
440,4454.777,5447.400,5330.614,3569.463,3373.632,2846.814,5434.923,8630.593,15002.626,15359.569,11617.146,5803.377,2940.244,1511.707,1016.816,892.323,849.592,734.821,711.548,671.855,676.086,647.166,805.961,609.251,580.527,604.551,543.180,591.176,580.714,526.244,541.091,543.081,505.949,504.769,516.336,523.633,466.923,499.087,491.022,518.971,482.648,486.520,478.878,549.002,549.223,560.189,584.432,555.193,584.783,585.349,601.479,593.331,607.134,601.099,603.622,565.213,573.670,558.829,533.380,533.168,514.082,476.595,464.509,442.950,418.993,397.763,368.557,360.700,347.543,2206.044,3014.818,3875.275,4333.976,3529.264,628.082,262.601,244.915,225.072,224.952,209.934,208.656,173.034,179.599,163.405,161.324,172.836,189.848,267.393,393.005,549.410,657.101,657.843,551.161,365.325,239.847,139.211,100.414,77.546,68.286,67.880,68.917,70.532,81.566,81.070,78.462,76.066,64.503,59.015,51.675,48.045,43.997,47.121,50.118,65.512,291.273,1611.608,5383.289,11796.980,19420.082,23349.322,21818.064,15134.984,7993.473,3385.931,710.916,80.418,27.382,23.671,25.567,22.719,23.964,20.671,23.568,22.081,16.499,17.416,19.063,21.907,23.818,20.491,21.411,23.232,24.586,26.180,22.118,21.719,25.107,22.166,23.443,27.741,26.315,
442,4998.719,5550.618,4323.281,4210.708,3057.927,2718.169,3372.288,6325.309,12695.612,15285.172,14292.768,8505.612,4220.108,1701.525,1044.321,900.562,790.215,793.032,723.577,719.419,628.992,618.685,667.316,624.041,575.101,644.457,550.122,590.188,573.836,536.381,498.758,563.924,507.270,538.819,519.906,453.256,470.558,481.578,466.865,469.205,504.489,488.871,478.012,508.928,539.476,545.547,575.531,581.646,561.740,567.322,578.951,574.632,583.231,595.472,562.977,589.766,567.439,525.091,519.774,508.889,512.008,474.888,437.775,418.104,407.956,397.479,390.606,360.682,350.936,2193.045,2999.889,3881.103,4362.710,3593.081,594.737,268.495,255.226,240.002,205.884,210.801,201.271,183.762,172.667,169.830,159.081,158.707,169.501,196.143,285.734,439.873,590.437,644.410,590.995,493.041,326.229,202.060,118.513,88.510,69.154,72.951,67.391,63.468,70.704,74.483,82.096,84.167,69.594,63.219,58.604,49.435,43.365,43.226,48.314,54.464,68.563,323.361,1683.549,5249.475,12027.651,19051.628,22930.941,21246.469,15110.241,8396.915,2704.990,521.509,76.858,25.958,25.704,23.475,25.390,20.024,22.557,23.328,21.594,22.203,22.304,20.344,20.544,20.777,21.283,21.072,20.848,22.281,24.913,24.509,29.824,23.479,23.721,26.457,24.656,
444,4126.764,4871.267,4532.087,5120.645,3479.088,2437.944,2460.473,3987.004,9631.533,13270.925,15480.630,11063.725,6361.199,2606.373,1098.075,870.970,716.232,738.391,667.679,697.917,632.799,565.699,642.812,639.394,566.934,588.012,536.182,577.082,552.315,509.573,540.867,485.330,514.477,500.926,506.422,475.006,486.980,478.260,487.531,466.583,472.669,488.174,491.826,521.748,519.369,524.503,538.852,568.618,567.932,540.596,582.584,573.759,540.755,564.779,577.602,578.174,550.920,531.883,520.185,505.555,498.328,458.250,436.853,433.648,421.164,399.613,365.163,366.660,361.931,2162.254,2962.477,3886.179,4328.759,3526.771,606.171,258.814,255.357,227.517,206.718,213.782,190.171,186.210,174.602,172.814,149.195,161.239,156.591,163.803,208.667,313.549,449.942,585.804,650.790,578.454,431.017,284.311,174.565,99.968,77.330,67.639,60.906,67.743,64.735,70.328,79.511,80.882,76.759,69.734,55.633,44.823,40.973,49.184,42.004,44.575,47.734,65.260,310.679,1507.860,5180.172,11343.611,17906.319,22241.948,20979.153,15074.156,7104.464,2186.189,532.961,79.636,27.349,23.007,22.351,23.188,18.881,19.956,19.284,20.796,20.692,21.689,20.177,23.557,20.933,23.612,22.371,22.721,23.983,23.523,23.894,25.150,25.381,25.161,25.119,
446,4215.033,4196.639,4005.326,4432.373,3591.974,3124.457,2474.760,3123.196,7304.442,11964.518,16037.999,13457.980,8737.579,4334.927,1573.692,818.087,681.232,703.385,692.316,703.868,628.913,605.902,602.935,549.421,526.945,566.729,530.965,556.386,559.943,493.235,492.107,533.105,511.858,460.619,504.990,484.120,485.784,459.735,461.826,494.963,504.522,468.464,488.348,538.848,543.283,532.065,562.142,535.517,535.499,543.869,567.831,549.284,558.565,535.401,561.191,542.118,561.866,519.134,513.389,483.986,477.508,456.805,422.702,419.217,403.410,386.040,376.074,376.189,348.228,2126.332,2867.861,3768.536,4213.782,3390.404,597.715,247.274,235.351,233.412,216.904,213.680,197.588,183.234,174.624,177.151,158.172,147.666,162.317,167.828,174.098,229.601,320.418,479.162,591.669,614.374,537.864,375.705,249.924,141.983,89.299,70.989,60.628,65.075,61.637,58.526,68.278,72.660,75.934,71.433,68.265,60.331,49.761,46.443,39.263,42.836,42.585,46.078,60.484,285.611,1547.910,4862.610,10430.082,17588.659,22192.331,20671.106,13475.279,6345.489,2491.049,627.564,73.416,25.076,24.726,23.864,20.055,19.652,19.888,21.118,18.628,21.257,22.034,20.949,22.208,22.299,20.166,25.520,24.338,21.417,22.950,21.881,23.085,24.700,21.943,
448,3470.291,3293.181,4975.302,4331.883,3890.406,3251.961,2647.071,2090.494,5004.682,9155.324,14165.858,15053.532,11256.479,5902.650,2445.507,1077.571,700.690,733.489,598.448,710.654,634.286,554.831,587.777,569.750,525.219,539.964,537.342,530.959,512.831,500.361,529.787,466.461,533.937,499.006,475.904,483.075,512.220,472.025,465.163,481.030,508.295,477.490,500.240,508.477,507.335,525.334,542.093,534.529,525.125,568.822,539.037,561.699,550.453,574.682,557.937,553.417,481.426,516.755,514.970,478.069,465.812,441.536,423.650,440.433,424.859,391.587,379.254,361.190,350.268,2068.456,2774.560,3655.608,4041.235,3289.291,541.165,261.372,243.171,230.816,213.506,219.333,198.939,186.984,183.673,171.085,166.151,150.228,150.883,160.972,156.262,181.675,244.266,369.844,518.888,592.209,577.856,469.908,332.886,212.682,122.363,86.135,67.669,67.658,61.042,67.116,64.608,66.842,74.881,83.955,72.351,69.541,52.789,47.183,40.117,39.227,38.135,39.742,43.155,64.402,332.365,1603.036,4645.241,10824.004,18697.512,22258.436,19464.966,12748.927,6924.437,2617.157,547.139,89.303,23.090,23.905,20.775,21.992,16.750,17.326,22.004,21.891,19.906,20.468,23.345,21.212,19.603,25.126,25.424,21.650,20.455,25.436,27.398,22.706,27.908,
450,2750.766,3200.601,3605.346,4919.812,4823.154,3699.016,2812.359,2401.350,3484.535,6233.627,12068.746,15805.290,14264.286,8929.857,3850.664,1572.564,809.144,794.201,628.391,646.477,556.892,600.940,606.388,504.312,557.438,560.896,526.601,560.690,510.572,510.703,534.647,493.454,528.945,500.714,484.059,461.334,442.655,482.075,472.734,490.227,473.765,480.594,472.228,460.710,502.017,504.250,502.288,497.123,520.428,520.033,544.678,517.222,523.441,523.839,524.170,528.180,501.227,507.756,485.839,461.455,446.753,447.437,418.794,391.961,410.491,386.961,369.393,362.038,356.350,1951.697,2652.712,3445.798,3798.676,3105.428,517.145,269.837,239.291,224.027,210.434,211.378,199.101,190.815,172.714,171.336,158.176,162.360,155.094,147.667,147.304,153.074,182.967,251.047,401.417,514.570,593.680,547.318,440.313,299.510,172.431,109.051,76.663,63.960,65.824,64.061,62.088,63.633,62.177,73.558,73.657,70.399,58.653,50.694,46.715,42.795,35.361,43.740,44.304,43.778,59.189,296.331,1374.907,4864.640,12043.953,18962.320,22098.082,20180.467,14900.861,7821.843,2485.086,616.251,66.940,23.428,24.057,21.345,20.529,22.872,16.761,23.112,24.182,19.963,24.595,20.529,22.706,23.230,23.614,23.209,22.174,24.720,25.537,27.210,26.905,
452,3435.709,4348.185,4732.840,4406.944,3898.876,3291.060,2989.240,2185.334,2349.559,4200.142,8803.051,14495.848,15296.734,11331.568,5942.177,2468.405,1104.779,738.007,612.638,619.843,641.474,636.166,562.442,484.992,525.791,563.500,506.022,522.074,551.828,500.466,471.849,493.651,521.034,472.231,505.056,475.153,457.034,438.560,443.703,474.646,480.497,465.400,460.503,488.618,482.461,491.757,453.482,524.052,513.983,519.093,503.589,511.114,493.622,526.564,516.945,523.647,492.936,476.154,473.679,476.792,449.009,438.812,420.610,397.225,388.889,373.095,382.164,336.057,346.481,1831.730,2493.086,3296.592,3602.052,2924.630,492.355,262.786,238.475,234.010,209.176,203.602,183.889,192.262,185.715,162.369,164.303,146.481,149.051,142.991,150.433,143.139,153.034,192.273,278.992,410.964,521.086,570.510,511.792,395.266,243.221,150.531,91.940,65.480,66.564,63.743,55.860,60.607,59.702,67.012,71.467,73.293,67.822,59.532,50.720,40.431,39.658,42.184,41.654,42.844,46.733,60.010,259.325,1554.220,5799.386,12217.689,19022.759,23587.293,22415.225,15192.494,6956.548,2469.757,481.384,59.062,26.295,22.660,19.882,18.210,19.824,23.501,22.088,21.001,20.767,21.810,21.314,26.309,22.082,23.060,20.107,21.866,23.776,21.968,24.456,
454,3536.405,3372.440,3575.711,4418.324,4339.047,3561.817,2908.404,2084.884,1746.321,3137.983,6976.964,12438.845,15767.509,14097.033,8530.977,3899.629,1471.982,713.177,629.346,615.538,621.173,630.785,539.296,532.020,531.109,591.493,527.456,500.962,559.174,509.163,465.335,472.831,503.394,478.509,513.192,463.951,438.437,420.773,462.547,478.872,447.655,451.896,447.264,428.690,480.303,475.259,471.089,516.354,525.711,509.242,506.800,493.895,540.135,509.611,502.397,518.536,496.495,497.599,481.948,464.447,449.206,429.493,425.860,419.267,369.944,356.749,341.074,339.880,331.333,1773.566,2381.831,3050.364,3406.635,2762.213,460.467,257.253,258.912,228.878,216.852,211.161,208.147,187.054,173.617,177.854,151.501,147.081,153.952,145.974,132.831,139.115,141.740,163.992,211.559,291.799,435.825,540.580,537.757,467.452,315.391,208.498,114.278,83.484,67.238,66.946,51.934,61.847,58.857,54.624,64.211,67.859,70.283,70.061,57.165,44.259,38.546,40.142,39.646,39.515,43.795,49.466,61.147,349.632,2106.920,6174.613,12733.328,21142.871,25058.876,20971.149,12629.720,6072.645,1840.940,361.734,52.123,22.591,22.258,18.896,21.798,20.943,23.726,22.662,20.052,19.771,26.123,21.581,21.099,24.103,21.948,21.272,23.648,25.055,23.084,
456,3994.735,3406.620,3182.825,4247.800,3825.339,3824.136,3385.749,2229.032,1976.966,2082.537,4415.934,9739.290,14345.465,15318.502,11455.651,6093.846,2313.287,938.026,567.139,583.722,579.638,542.913,568.945,508.345,527.114,579.591,492.392,515.138,542.160,484.110,464.132,513.700,519.282,456.199,504.440,465.436,478.558,434.724,431.901,461.114,451.450,431.447,443.881,433.294,479.839,461.304,476.062,451.954,477.181,495.468,478.886,483.755,476.369,484.109,500.764,503.548,489.659,453.920,468.550,432.120,448.968,428.867,401.205,412.411,375.823,371.822,371.396,337.297,335.245,1691.405,2252.444,2883.268,3197.679,2584.299,447.169,271.653,244.244,230.431,211.797,197.467,204.921,185.970,183.925,168.654,158.922,155.042,139.372,141.479,140.979,135.595,142.748,141.637,176.395,218.814,338.967,467.676,526.454,515.899,397.272,285.043,178.922,104.413,73.947,59.925,52.502,54.181,52.310,63.153,58.689,70.430,66.464,72.866,67.732,53.799,42.473,39.308,39.770,37.993,38.800,40.892,43.775,70.302,447.302,1967.209,5947.574,13865.534,20818.030,22265.675,17885.234,11491.044,5106.644,1613.175,368.552,54.937,23.853,20.618,21.917,18.800,19.738,19.217,19.680,21.267,19.869,23.195,23.913,21.485,24.513,23.222,22.292,26.102,23.595,
458,3416.102,2831.314,2678.190,3072.930,4017.226,4124.577,3581.732,2361.880,1573.133,1622.460,2772.931,7021.562,11877.281,15521.555,13698.935,9043.572,4063.187,1324.378,666.039,579.199,629.421,528.841,533.463,544.785,543.556,510.150,523.215,577.696,569.514,503.718,482.612,513.229,491.312,457.159,503.474,460.015,424.835,424.488,454.303,428.810,447.488,397.982,444.301,443.746,446.613,452.693,452.468,440.502,484.031,471.801,474.985,469.544,450.866,489.104,467.242,484.290,465.920,454.421,427.890,453.383,427.299,418.881,379.662,387.039,351.912,361.135,352.785,336.197,328.408,1578.805,2123.579,2725.246,3035.578,2435.034,441.268,253.358,238.116,226.721,221.151,205.588,198.941,197.312,181.962,168.273,169.112,154.921,153.150,149.259,146.896,131.129,134.860,137.791,135.194,164.964,235.711,348.004,463.472,499.174,471.539,369.959,239.223,148.332,94.853,67.420,56.900,57.752,55.794,53.548,54.657,64.338,57.988,75.493,70.385,61.535,52.229,45.063,41.352,38.336,43.268,37.674,41.075,41.300,71.220,318.737,1618.503,5926.498,12029.924,17418.292,19309.330,16860.163,10722.300,5085.214,1889.253,434.753,61.921,22.829,23.665,18.752,20.410,20.786,20.866,22.789,22.414,23.773,22.946,22.246,21.058,23.237,21.547,24.308,23.153,
460,4492.610,2674.376,2778.560,2816.002,3424.200,4151.876,4370.757,3044.283,2069.406,1601.532,2172.796,4544.130,9312.672,14638.986,15587.690,12072.751,5926.150,2422.773,959.933,617.067,581.430,553.402,535.907,564.346,499.187,542.365,516.310,578.439,550.642,508.742,462.241,485.233,465.779,422.228,445.148,455.254,437.137,465.686,412.961,413.562,392.315,393.589,436.599,415.844,446.631,452.882,427.224,456.798,442.838,444.358,485.435,460.736,486.460,479.547,489.350,474.867,467.066,442.501,436.667,412.793,421.295,400.410,370.941,369.207,365.714,351.509,354.299,324.592,315.111,1513.409,2016.370,2631.162,2884.512,2320.465,421.375,253.186,235.460,233.779,213.196,199.921,187.405,183.907,176.187,173.739,158.124,158.036,152.308,149.550,146.195,141.372,131.913,125.467,139.476,143.503,182.902,254.482,370.456,463.502,496.054,436.294,309.163,208.995,125.256,85.540,59.325,61.533,51.608,51.863,52.742,54.876,58.873,67.601,69.487,66.911,59.898,50.507,43.045,35.973,39.683,42.398,40.521,40.530,44.414,64.846,345.907,1886.249,5408.047,10897.548,16456.870,18805.793,15631.209,9835.029,4905.985,1597.992,332.619,55.469,21.492,22.650,20.733,22.363,22.201,23.848,21.090,21.637,23.008,21.456,21.963,23.925,23.534,27.377,25.285,
462,3195.070,3160.930,3294.721,2652.264,2992.183,3465.008,4282.319,3240.053,2063.922,1813.713,1510.866,2915.905,6636.761,12089.980,15558.442,14074.872,8790.081,3846.620,1459.239,646.022,561.356,505.967,518.934,543.578,540.912,534.598,437.763,480.443,477.088,478.217,548.035,505.526,439.368,455.361,445.184,467.703,418.082,407.605,411.609,415.336,426.022,427.657,413.096,433.564,449.302,460.413,458.627,432.688,462.272,450.518,414.449,430.094,476.595,455.012,460.056,459.331,450.040,438.083,420.485,423.220,407.672,380.120,368.197,356.335,347.711,344.424,322.050,341.667,306.803,1490.828,1945.518,2515.374,2749.405,2241.040,403.208,250.453,233.155,221.850,210.654,201.531,187.229,174.284,165.360,169.457,165.953,161.572,150.044,149.421,135.373,129.434,133.693,124.340,128.899,137.952,148.587,190.026,284.815,374.338,452.579,476.769,371.751,272.634,172.792,104.607,72.915,63.009,57.169,56.371,54.875,53.011,52.892,59.983,66.495,65.120,68.075,58.565,50.370,37.754,39.386,33.859,34.224,39.299,39.542,39.696,63.051,370.639,1714.252,5071.075,10890.349,16769.811,18589.599,15317.613,10001.845,4573.573,1489.405,380.574,54.815,22.737,20.536,22.375,26.949,21.141,23.175,25.294,23.151,21.311,21.514,25.543,21.166,28.441,25.418,
464,2918.672,3193.039,3188.810,2578.059,3692.062,2760.587,4155.467,3679.829,2671.080,1750.706,1253.500,1789.747,4053.820,9259.675,14063.940,15737.307,11873.223,6394.396,2534.021,828.498,630.339,505.820,490.147,599.711,515.935,499.169,519.673,525.684,505.987,493.561,472.445,484.195,495.292,440.689,451.519,414.476,422.648,440.125,441.549,424.368,431.719,377.785,433.071,428.808,420.426,414.436,440.455,410.984,429.082,432.253,427.454,449.839,447.453,432.578,443.553,459.945,421.936,410.880,420.452,397.224,406.998,374.426,372.441,356.002,354.760,364.532,331.273,313.958,313.420,1417.037,1870.729,2418.270,2635.049,2170.032,384.681,260.411,227.582,215.313,208.071,210.961,194.847,177.277,172.955,170.421,158.955,161.645,148.935,136.493,132.537,139.618,119.651,119.812,133.119,120.722,121.850,147.293,207.052,285.541,390.093,460.386,435.640,347.660,238.747,154.605,86.578,68.212,59.760,56.473,50.644,52.755,49.902,52.574,59.487,68.199,69.273,65.956,55.841,48.673,40.903,35.555,35.455,38.230,37.038,42.003,44.111,65.374,330.852,1592.480,5136.295,11336.829,16882.152,18278.037,15408.791,9714.016,4806.572,1952.626,436.052,56.401,25.687,23.489,22.030,17.603,22.245,22.074,23.537,22.915,20.023,24.274,25.140,23.786,26.946,
466,3986.500,2979.570,2585.009,2563.115,2989.346,3012.865,3879.294,3631.045,2940.041,2202.271,1721.184,1285.592,2693.017,5912.213,11896.289,15847.300,14253.905,8743.077,4264.733,1310.489,533.576,496.821,501.976,556.311,505.302,520.246,566.612,466.906,539.448,465.789,477.959,458.574,439.203,431.442,439.985,428.672,389.640,430.650,395.564,394.182,426.614,386.839,415.442,430.736,436.718,408.245,409.924,419.629,416.565,417.915,430.006,410.641,429.648,457.831,421.394,433.521,438.421,405.070,407.829,397.090,392.524,396.161,362.250,361.503,363.299,342.645,315.303,320.584,315.501,1399.004,1796.259,2308.172,2535.631,2101.842,361.927,234.683,239.433,222.756,210.236,200.419,186.297,181.222,181.541,168.139,155.602,155.454,139.553,136.624,133.074,139.238,132.300,114.417,118.947,126.434,110.497,126.616,151.439,203.145,298.809,381.970,418.769,399.601,316.439,190.222,120.699,82.648,64.230,56.619,51.695,50.386,46.837,50.252,51.019,57.768,79.395,62.425,67.058,54.158,43.741,41.745,38.790,39.638,35.130,35.760,37.917,45.860,67.939,327.080,1772.736,5709.084,11602.521,16279.049,17581.832,14618.495,9877.689,5372.762,1829.931,356.861,59.246,27.416,22.041,20.559,27.360,22.449,21.564,22.301,21.838,23.554,22.412,23.314,22.329,
468,2781.905,2393.962,2744.549,2309.021,2541.655,2548.857,2791.717,3635.482,3101.791,2627.974,1574.280,1294.022,1589.308,4114.229,9267.563,14037.708,15606.858,12120.218,6864.962,2387.609,764.669,526.963,480.431,542.575,454.234,481.724,518.530,444.237,478.908,453.740,445.723,442.255,439.580,399.696,450.759,429.851,396.590,403.365,386.735,412.201,387.103,407.567,425.865,409.082,395.328,383.869,401.205,386.102,426.214,422.584,408.976,395.963,416.574,407.493,434.382,407.379,419.272,406.031,392.219,379.398,362.912,356.948,358.238,344.407,314.879,305.896,319.863,306.606,296.969,1353.340,1782.051,2306.792,2489.066,1984.420,362.811,246.132,225.142,217.872,208.457,192.851,191.314,183.696,174.124,161.605,160.221,154.262,151.714,143.538,139.593,132.693,130.137,120.801,133.193,117.747,106.976,108.488,121.552,153.847,221.819,317.262,391.337,417.239,361.370,269.228,165.330,115.892,75.224,61.719,50.613,64.129,52.357,60.299,49.377,50.776,55.761,65.470,74.167,65.492,51.227,44.123,36.820,36.171,36.259,35.306,35.725,35.401,47.849,61.048,405.664,2039.280,5811.911,11313.382,15802.775,17008.078,15040.797,10549.792,4945.501,1533.235,371.513,51.008,22.377,21.273,26.654,26.848,22.569,22.260,19.443,23.464,22.909,25.238,20.259,
